PO_ID,PO_NUMBER,SUPPLIER_ID,PLANT_ID,ORDER_DATE,CURRENCY_CODE,STATUS
9777,PO-0009777,347,11,2024-09-03,USD,RECEIVED
9778,PO-0009778,482,8,2025-05-14,USD,RECEIVED
9779,PO-0009779,479,2,2026-02-25,USD,PARTIAL
9780,PO-0009780,431,7,2024-10-05,USD,RECEIVED
9781,PO-0009781,379,3,2024-10-25,USD,RECEIVED
9782,PO-0009782,152,2,2025-07-21,USD,RECEIVED
9783,PO-0009783,391,3,2026-07-09,USD,RECEIVED
9784,PO-0009784,296,6,2025-03-19,USD,RECEIVED
9785,PO-0009785,414,3,2023-04-06,USD,RECEIVED
9786,PO-0009786,115,5,2023-06-26,USD,RECEIVED
9787,PO-0009787,362,2,2025-11-25,USD,RECEIVED
9788,PO-0009788,170,7,2024-06-14,USD,RECEIVED
9789,PO-0009789,185,6,2025-06-24,USD,RECEIVED
9790,PO-0009790,427,5,2026-03-13,USD,RECEIVED
9791,PO-0009791,120,5,2025-04-18,USD,RECEIVED
9792,PO-0009792,455,5,2023-08-21,USD,RECEIVED
9793,PO-0009793,199,8,2024-10-22,USD,CANCELLED
9794,PO-0009794,46,1,2026-04-21,USD,RECEIVED
9795,PO-0009795,28,6,2023-12-05,USD,PARTIAL
9796,PO-0009796,286,11,2025-10-06,USD,OPEN
9797,PO-0009797,306,6,2026-08-02,USD,RECEIVED
9798,PO-0009798,307,3,2025-09-28,USD,CANCELLED
9799,PO-0009799,351,4,2025-03-08,USD,RECEIVED
9800,PO-0009800,85,5,2026-04-18,USD,RECEIVED
9801,PO-0009801,40,1,2026-01-24,USD,RECEIVED
9802,PO-0009802,120,3,2024-02-08,USD,RECEIVED
9803,PO-0009803,106,8,2025-09-23,USD,PARTIAL
9804,PO-0009804,260,2,2025-02-27,USD,RECEIVED
9805,PO-0009805,307,9,2024-05-30,USD,OPEN
9806,PO-0009806,142,3,2026-03-05,USD,RECEIVED
9807,PO-0009807,170,12,2026-08-28,USD,RECEIVED
9808,PO-0009808,385,5,2024-08-10,USD,RECEIVED
9809,PO-0009809,179,12,2023-04-18,USD,RECEIVED
9810,PO-0009810,202,11,2025-08-12,USD,RECEIVED
9811,PO-0009811,80,4,2025-04-21,USD,RECEIVED
9812,PO-0009812,231,11,2024-05-27,USD,CANCELLED
9813,PO-0009813,316,2,2024-05-24,USD,OPEN
9814,PO-0009814,108,1,2023-02-21,USD,OPEN
9815,PO-0009815,436,9,2026-01-11,USD,RECEIVED
9816,PO-0009816,339,8,2023-05-04,USD,RECEIVED
9817,PO-0009817,463,4,2026-04-19,USD,OPEN
9818,PO-0009818,111,1,2023-05-16,USD,RECEIVED
9819,PO-0009819,89,6,2023-10-30,USD,RECEIVED
9820,PO-0009820,130,6,2024-04-02,USD,PARTIAL
9821,PO-0009821,297,4,2023-01-13,USD,RECEIVED
9822,PO-0009822,234,5,2026-04-07,USD,RECEIVED
9823,PO-0009823,262,7,2024-09-17,USD,PARTIAL
9824,PO-0009824,160,8,2024-03-06,USD,RECEIVED
9825,PO-0009825,89,1,2023-02-08,USD,RECEIVED
9826,PO-0009826,106,1,2023-11-26,USD,RECEIVED
9827,PO-0009827,351,7,2025-04-26,USD,RECEIVED
9828,PO-0009828,492,9,2025-06-21,USD,RECEIVED
9829,PO-0009829,221,3,2025-03-19,USD,RECEIVED
9830,PO-0009830,91,10,2023-08-24,USD,RECEIVED
9831,PO-0009831,432,5,2023-01-06,USD,RECEIVED
9832,PO-0009832,246,5,2025-06-03,USD,RECEIVED
9833,PO-0009833,463,12,2023-10-23,USD,RECEIVED
9834,PO-0009834,323,9,2026-02-25,USD,RECEIVED
9835,PO-0009835,48,6,2025-09-10,USD,RECEIVED
9836,PO-0009836,243,7,2023-02-19,USD,RECEIVED
9837,PO-0009837,472,1,2025-09-09,USD,RECEIVED
9838,PO-0009838,466,8,2025-05-18,USD,OPEN
9839,PO-0009839,292,9,2024-09-01,USD,RECEIVED
9840,PO-0009840,79,4,2025-11-28,USD,RECEIVED
9841,PO-0009841,23,9,2025-01-29,USD,RECEIVED
9842,PO-0009842,485,5,2025-06-18,USD,RECEIVED
9843,PO-0009843,196,10,2023-01-08,USD,RECEIVED
9844,PO-0009844,19,6,2026-09-18,USD,RECEIVED
9845,PO-0009845,254,6,2023-10-11,USD,CANCELLED
9846,PO-0009846,484,1,2023-11-22,USD,RECEIVED
9847,PO-0009847,61,12,2024-07-01,USD,RECEIVED
9848,PO-0009848,312,6,2024-03-01,USD,RECEIVED
9849,PO-0009849,202,3,2025-09-22,USD,RECEIVED
9850,PO-0009850,245,3,2023-08-19,USD,RECEIVED
9851,PO-0009851,369,12,2026-01-22,USD,PARTIAL
9852,PO-0009852,16,10,2025-08-10,USD,CANCELLED
9853,PO-0009853,356,6,2023-10-29,USD,OPEN
9854,PO-0009854,199,2,2023-06-15,USD,RECEIVED
9855,PO-0009855,132,8,2026-03-27,USD,OPEN
9856,PO-0009856,423,4,2023-08-15,USD,RECEIVED
9857,PO-0009857,473,5,2023-03-10,USD,CANCELLED
9858,PO-0009858,317,4,2024-07-06,USD,RECEIVED
9859,PO-0009859,62,3,2024-06-04,USD,RECEIVED
9860,PO-0009860,129,7,2025-05-25,USD,RECEIVED
9861,PO-0009861,451,10,2024-09-21,USD,RECEIVED
9862,PO-0009862,242,10,2026-01-15,USD,CANCELLED
9863,PO-0009863,74,7,2024-02-29,USD,RECEIVED
9864,PO-0009864,187,11,2023-01-06,USD,RECEIVED
9865,PO-0009865,76,4,2024-04-26,USD,RECEIVED
9866,PO-0009866,158,12,2024-05-18,USD,OPEN
9867,PO-0009867,334,1,2024-07-12,USD,RECEIVED
9868,PO-0009868,353,8,2024-05-25,USD,RECEIVED
9869,PO-0009869,418,7,2025-12-11,USD,RECEIVED
9870,PO-0009870,407,2,2023-05-29,USD,RECEIVED
9871,PO-0009871,55,8,2025-05-20,USD,RECEIVED
9872,PO-0009872,317,3,2026-01-05,USD,RECEIVED
9873,PO-0009873,35,4,2025-11-24,USD,RECEIVED
9874,PO-0009874,61,5,2023-06-18,USD,RECEIVED
9875,PO-0009875,310,8,2025-09-21,USD,RECEIVED
9876,PO-0009876,385,7,2026-02-04,USD,RECEIVED
9877,PO-0009877,96,7,2025-04-01,USD,RECEIVED
9878,PO-0009878,401,12,2025-07-31,USD,PARTIAL
9879,PO-0009879,428,9,2023-03-06,USD,CANCELLED
9880,PO-0009880,10,6,2023-10-07,USD,RECEIVED
9881,PO-0009881,471,7,2024-04-02,USD,RECEIVED
9882,PO-0009882,388,12,2025-12-19,USD,RECEIVED
9883,PO-0009883,178,9,2024-04-22,USD,RECEIVED
9884,PO-0009884,6,2,2024-12-24,USD,RECEIVED
9885,PO-0009885,339,1,2025-02-10,USD,PARTIAL
9886,PO-0009886,187,5,2026-05-03,USD,CANCELLED
9887,PO-0009887,15,6,2023-10-01,USD,RECEIVED
9888,PO-0009888,372,10,2023-10-05,USD,RECEIVED
9889,PO-0009889,404,7,2023-11-06,USD,PARTIAL
9890,PO-0009890,183,11,2023-10-11,USD,RECEIVED
9891,PO-0009891,447,7,2025-02-24,USD,RECEIVED
9892,PO-0009892,305,6,2024-12-28,USD,RECEIVED
9893,PO-0009893,204,6,2024-08-22,USD,OPEN
9894,PO-0009894,65,10,2023-05-09,USD,RECEIVED
9895,PO-0009895,222,5,2025-01-11,USD,RECEIVED
9896,PO-0009896,219,3,2025-03-28,USD,RECEIVED
9897,PO-0009897,6,3,2023-03-22,USD,RECEIVED
9898,PO-0009898,202,5,2023-06-09,USD,RECEIVED
9899,PO-0009899,404,3,2025-05-03,USD,CANCELLED
9900,PO-0009900,363,11,2023-03-19,USD,RECEIVED
9901,PO-0009901,306,5,2023-11-06,USD,RECEIVED
9902,PO-0009902,318,11,2025-07-20,USD,CANCELLED
9903,PO-0009903,405,8,2023-11-21,USD,RECEIVED
9904,PO-0009904,430,8,2024-12-19,USD,RECEIVED
9905,PO-0009905,154,10,2024-07-28,USD,RECEIVED
9906,PO-0009906,419,10,2023-10-15,USD,RECEIVED
9907,PO-0009907,464,6,2025-06-19,USD,RECEIVED
9908,PO-0009908,20,8,2026-03-10,USD,RECEIVED
9909,PO-0009909,354,3,2023-12-24,USD,RECEIVED
9910,PO-0009910,265,1,2024-08-23,USD,RECEIVED
9911,PO-0009911,161,10,2025-07-16,USD,RECEIVED
9912,PO-0009912,199,3,2026-07-02,USD,PARTIAL
9913,PO-0009913,202,1,2025-09-22,USD,CANCELLED
9914,PO-0009914,494,6,2025-07-01,USD,RECEIVED
9915,PO-0009915,68,9,2023-11-27,USD,RECEIVED
9916,PO-0009916,387,9,2023-09-02,USD,RECEIVED
9917,PO-0009917,153,2,2023-02-15,USD,RECEIVED
9918,PO-0009918,385,4,2025-04-10,USD,RECEIVED
9919,PO-0009919,73,1,2025-06-15,USD,RECEIVED
9920,PO-0009920,343,2,2026-04-12,USD,RECEIVED
9921,PO-0009921,303,5,2025-10-01,USD,PARTIAL
9922,PO-0009922,117,8,2023-03-05,USD,PARTIAL
9923,PO-0009923,155,4,2025-05-22,USD,PARTIAL
9924,PO-0009924,60,4,2025-05-20,USD,PARTIAL
9925,PO-0009925,4,6,2026-08-25,USD,PARTIAL
9926,PO-0009926,232,2,2024-10-02,USD,RECEIVED
9927,PO-0009927,56,3,2026-06-05,USD,PARTIAL
9928,PO-0009928,182,1,2024-06-27,USD,OPEN
9929,PO-0009929,340,5,2024-03-28,USD,RECEIVED
9930,PO-0009930,371,12,2024-03-30,USD,RECEIVED
9931,PO-0009931,62,2,2023-10-05,USD,PARTIAL
9932,PO-0009932,439,4,2024-06-13,USD,RECEIVED
9933,PO-0009933,75,4,2024-12-27,USD,RECEIVED
9934,PO-0009934,88,9,2024-02-17,USD,RECEIVED
9935,PO-0009935,171,9,2025-01-12,USD,CANCELLED
9936,PO-0009936,189,7,2023-06-24,USD,OPEN
9937,PO-0009937,130,11,2023-09-26,USD,PARTIAL
9938,PO-0009938,27,8,2024-03-17,USD,RECEIVED
9939,PO-0009939,64,2,2026-05-20,USD,CANCELLED
9940,PO-0009940,365,8,2026-05-11,USD,RECEIVED
9941,PO-0009941,198,4,2025-09-04,USD,RECEIVED
9942,PO-0009942,394,9,2026-05-18,USD,RECEIVED
9943,PO-0009943,25,9,2024-04-09,USD,PARTIAL
9944,PO-0009944,443,3,2025-06-23,USD,RECEIVED
9945,PO-0009945,494,2,2025-04-06,USD,RECEIVED
9946,PO-0009946,250,3,2024-10-04,USD,RECEIVED
9947,PO-0009947,69,9,2024-10-17,USD,RECEIVED
9948,PO-0009948,409,12,2025-05-23,USD,RECEIVED
9949,PO-0009949,49,6,2026-05-26,USD,OPEN
9950,PO-0009950,123,10,2023-12-13,USD,RECEIVED
9951,PO-0009951,47,2,2023-09-29,USD,RECEIVED
9952,PO-0009952,142,8,2023-08-30,USD,RECEIVED
9953,PO-0009953,331,4,2024-10-27,USD,RECEIVED
9954,PO-0009954,447,3,2026-02-02,USD,PARTIAL
9955,PO-0009955,44,2,2023-05-11,USD,OPEN
9956,PO-0009956,339,7,2024-07-16,USD,RECEIVED
9957,PO-0009957,333,4,2025-01-18,USD,OPEN
9958,PO-0009958,103,10,2025-12-04,USD,RECEIVED
9959,PO-0009959,204,2,2026-04-29,USD,RECEIVED
9960,PO-0009960,220,1,2024-04-20,USD,PARTIAL
9961,PO-0009961,225,3,2023-10-17,USD,CANCELLED
9962,PO-0009962,115,2,2026-09-28,USD,RECEIVED
9963,PO-0009963,414,9,2023-09-23,USD,RECEIVED
9964,PO-0009964,458,7,2024-07-20,USD,RECEIVED
9965,PO-0009965,422,10,2023-07-14,USD,RECEIVED
9966,PO-0009966,160,6,2024-02-17,USD,RECEIVED
9967,PO-0009967,122,10,2023-06-24,USD,PARTIAL
9968,PO-0009968,134,9,2026-02-21,USD,OPEN
9969,PO-0009969,315,9,2025-06-09,USD,OPEN
9970,PO-0009970,71,2,2026-07-10,USD,RECEIVED
9971,PO-0009971,313,7,2026-07-22,USD,RECEIVED
9972,PO-0009972,466,11,2024-11-04,USD,RECEIVED
9973,PO-0009973,262,1,2023-11-30,USD,RECEIVED
9974,PO-0009974,155,9,2023-06-10,USD,OPEN
9975,PO-0009975,469,5,2024-09-26,USD,RECEIVED
9976,PO-0009976,470,1,2026-06-29,USD,RECEIVED
9977,PO-0009977,263,8,2025-07-21,USD,RECEIVED
9978,PO-0009978,285,9,2024-06-12,USD,PARTIAL
9979,PO-0009979,95,1,2023-01-02,USD,RECEIVED
9980,PO-0009980,334,5,2026-05-24,USD,RECEIVED
9981,PO-0009981,470,7,2023-10-30,USD,RECEIVED
9982,PO-0009982,390,4,2025-03-27,USD,CANCELLED
9983,PO-0009983,149,11,2023-01-26,USD,RECEIVED
9984,PO-0009984,8,4,2023-05-29,USD,RECEIVED
9985,PO-0009985,347,3,2025-03-18,USD,OPEN
9986,PO-0009986,299,6,2023-06-06,USD,RECEIVED
9987,PO-0009987,348,9,2023-05-07,USD,RECEIVED
9988,PO-0009988,396,1,2025-10-13,USD,RECEIVED
9989,PO-0009989,288,5,2023-01-05,USD,RECEIVED
9990,PO-0009990,222,2,2026-06-30,USD,OPEN
9991,PO-0009991,261,11,2025-04-24,USD,RECEIVED
9992,PO-0009992,468,12,2023-03-29,USD,OPEN
9993,PO-0009993,456,3,2026-02-16,USD,RECEIVED
9994,PO-0009994,156,12,2023-05-13,USD,PARTIAL
9995,PO-0009995,335,10,2024-03-08,USD,RECEIVED
9996,PO-0009996,221,4,2025-08-22,USD,RECEIVED
9997,PO-0009997,152,4,2026-04-22,USD,RECEIVED
9998,PO-0009998,79,9,2024-03-03,USD,RECEIVED
9999,PO-0009999,139,3,2026-07-25,USD,RECEIVED
10000,PO-0010000,479,5,2026-02-02,USD,RECEIVED
10001,PO-0010001,167,2,2025-11-22,USD,CANCELLED
10002,PO-0010002,339,5,2023-08-21,USD,RECEIVED
10003,PO-0010003,329,8,2023-02-16,USD,RECEIVED
10004,PO-0010004,209,9,2024-01-10,USD,RECEIVED
10005,PO-0010005,23,5,2023-09-20,USD,RECEIVED
10006,PO-0010006,226,2,2026-02-01,USD,RECEIVED
10007,PO-0010007,321,6,2024-06-19,USD,CANCELLED
10008,PO-0010008,85,6,2025-12-03,USD,RECEIVED
10009,PO-0010009,265,8,2023-01-30,USD,RECEIVED
10010,PO-0010010,263,2,2025-10-06,USD,RECEIVED
10011,PO-0010011,364,5,2024-01-11,USD,RECEIVED
10012,PO-0010012,222,1,2026-05-27,USD,RECEIVED
10013,PO-0010013,338,8,2023-12-19,USD,RECEIVED
10014,PO-0010014,204,3,2023-07-16,USD,RECEIVED
10015,PO-0010015,332,11,2026-08-05,USD,OPEN
10016,PO-0010016,297,12,2025-01-16,USD,PARTIAL
10017,PO-0010017,76,11,2025-08-12,USD,RECEIVED
10018,PO-0010018,426,8,2025-03-06,USD,RECEIVED
10019,PO-0010019,62,12,2026-03-27,USD,CANCELLED
10020,PO-0010020,76,6,2026-08-11,USD,RECEIVED
10021,PO-0010021,84,3,2025-02-16,USD,RECEIVED
10022,PO-0010022,463,3,2025-07-07,USD,RECEIVED
10023,PO-0010023,345,6,2026-04-20,USD,PARTIAL
10024,PO-0010024,20,4,2025-08-16,USD,CANCELLED
10025,PO-0010025,435,11,2025-09-06,USD,RECEIVED
10026,PO-0010026,212,11,2023-10-10,USD,RECEIVED
10027,PO-0010027,333,7,2023-10-25,USD,RECEIVED
10028,PO-0010028,260,12,2026-04-02,USD,RECEIVED
10029,PO-0010029,189,3,2025-11-28,USD,RECEIVED
10030,PO-0010030,414,12,2023-05-11,USD,RECEIVED
10031,PO-0010031,174,2,2023-02-16,USD,RECEIVED
10032,PO-0010032,73,8,2023-05-11,USD,RECEIVED
10033,PO-0010033,383,12,2025-09-28,USD,RECEIVED
10034,PO-0010034,114,9,2026-02-25,USD,RECEIVED
10035,PO-0010035,395,6,2024-05-24,USD,CANCELLED
10036,PO-0010036,192,5,2024-05-09,USD,RECEIVED
10037,PO-0010037,72,5,2023-10-31,USD,RECEIVED
10038,PO-0010038,48,1,2025-09-04,USD,RECEIVED
10039,PO-0010039,86,7,2023-10-23,USD,RECEIVED
10040,PO-0010040,409,2,2024-05-27,USD,CANCELLED
10041,PO-0010041,62,7,2023-08-10,USD,RECEIVED
10042,PO-0010042,301,1,2024-08-02,USD,RECEIVED
10043,PO-0010043,17,11,2025-10-27,USD,OPEN
10044,PO-0010044,291,5,2025-06-24,USD,RECEIVED
10045,PO-0010045,135,5,2024-11-26,USD,CANCELLED
10046,PO-0010046,411,6,2023-06-07,USD,RECEIVED
10047,PO-0010047,240,4,2024-11-03,USD,RECEIVED
10048,PO-0010048,406,11,2025-04-26,USD,RECEIVED
10049,PO-0010049,70,5,2023-09-30,USD,RECEIVED
10050,PO-0010050,480,10,2024-02-14,USD,RECEIVED
10051,PO-0010051,370,4,2023-07-01,USD,RECEIVED
10052,PO-0010052,393,4,2023-02-20,USD,RECEIVED
10053,PO-0010053,189,5,2025-05-31,USD,RECEIVED
10054,PO-0010054,39,12,2023-06-23,USD,RECEIVED
10055,PO-0010055,131,4,2026-07-05,USD,RECEIVED
10056,PO-0010056,283,2,2024-08-31,USD,RECEIVED
10057,PO-0010057,30,4,2024-09-17,USD,OPEN
10058,PO-0010058,431,12,2024-03-22,USD,PARTIAL
10059,PO-0010059,124,5,2023-05-10,USD,RECEIVED
10060,PO-0010060,104,6,2024-11-11,USD,RECEIVED
10061,PO-0010061,184,3,2026-07-10,USD,OPEN
10062,PO-0010062,463,6,2026-08-25,USD,RECEIVED
10063,PO-0010063,422,9,2026-03-16,USD,RECEIVED
10064,PO-0010064,146,2,2026-02-02,USD,RECEIVED
10065,PO-0010065,8,2,2023-03-21,USD,RECEIVED
10066,PO-0010066,97,4,2025-12-08,USD,CANCELLED
10067,PO-0010067,164,5,2026-08-30,USD,OPEN
10068,PO-0010068,456,2,2024-07-07,USD,RECEIVED
10069,PO-0010069,392,11,2026-04-02,USD,RECEIVED
10070,PO-0010070,129,11,2023-05-24,USD,RECEIVED
10071,PO-0010071,345,5,2026-01-17,USD,RECEIVED
10072,PO-0010072,356,2,2024-01-18,USD,PARTIAL
10073,PO-0010073,370,3,2025-02-16,USD,RECEIVED
10074,PO-0010074,357,4,2023-10-19,USD,RECEIVED
10075,PO-0010075,368,7,2025-05-04,USD,PARTIAL
10076,PO-0010076,241,12,2023-03-14,USD,RECEIVED
10077,PO-0010077,65,7,2023-01-03,USD,RECEIVED
10078,PO-0010078,305,2,2025-01-16,USD,RECEIVED
10079,PO-0010079,132,5,2025-04-15,USD,RECEIVED
10080,PO-0010080,5,2,2023-10-09,USD,RECEIVED
10081,PO-0010081,101,8,2026-05-14,USD,OPEN
10082,PO-0010082,237,5,2023-06-15,USD,CANCELLED
10083,PO-0010083,371,7,2025-05-15,USD,RECEIVED
10084,PO-0010084,178,10,2023-05-15,USD,PARTIAL
10085,PO-0010085,111,11,2025-08-09,USD,OPEN
10086,PO-0010086,47,10,2024-05-28,USD,RECEIVED
10087,PO-0010087,299,4,2025-09-08,USD,RECEIVED
10088,PO-0010088,205,5,2023-09-18,USD,OPEN
10089,PO-0010089,273,8,2026-09-15,USD,PARTIAL
10090,PO-0010090,191,12,2025-10-04,USD,OPEN
10091,PO-0010091,410,6,2024-04-22,USD,RECEIVED
10092,PO-0010092,93,9,2026-08-09,USD,RECEIVED
10093,PO-0010093,282,9,2025-01-10,USD,RECEIVED
10094,PO-0010094,27,4,2023-07-04,USD,RECEIVED
10095,PO-0010095,466,11,2024-05-06,USD,RECEIVED
10096,PO-0010096,138,9,2024-04-29,USD,RECEIVED
10097,PO-0010097,153,3,2025-11-13,USD,OPEN
10098,PO-0010098,47,8,2026-04-07,USD,RECEIVED
10099,PO-0010099,64,9,2025-05-11,USD,PARTIAL
10100,PO-0010100,198,10,2024-09-23,USD,RECEIVED
10101,PO-0010101,163,10,2024-10-04,USD,RECEIVED
10102,PO-0010102,187,5,2026-01-19,USD,PARTIAL
10103,PO-0010103,110,7,2023-05-05,USD,RECEIVED
10104,PO-0010104,334,10,2025-06-13,USD,OPEN
10105,PO-0010105,200,4,2023-01-06,USD,RECEIVED
10106,PO-0010106,396,5,2025-03-14,USD,RECEIVED
10107,PO-0010107,87,5,2025-12-21,USD,RECEIVED
10108,PO-0010108,132,2,2024-10-01,USD,OPEN
10109,PO-0010109,214,9,2023-03-17,USD,RECEIVED
10110,PO-0010110,219,12,2023-10-11,USD,RECEIVED
10111,PO-0010111,299,12,2025-03-12,USD,RECEIVED
10112,PO-0010112,29,5,2024-02-17,USD,RECEIVED
10113,PO-0010113,37,5,2026-03-03,USD,RECEIVED
10114,PO-0010114,54,9,2025-11-03,USD,RECEIVED
10115,PO-0010115,372,5,2023-11-16,USD,RECEIVED
10116,PO-0010116,119,9,2024-01-17,USD,OPEN
10117,PO-0010117,89,3,2024-07-16,USD,RECEIVED
10118,PO-0010118,253,6,2023-03-13,USD,RECEIVED
10119,PO-0010119,132,11,2026-07-21,USD,RECEIVED
10120,PO-0010120,83,9,2026-03-06,USD,RECEIVED
10121,PO-0010121,479,4,2024-04-15,USD,RECEIVED
10122,PO-0010122,429,8,2024-06-04,USD,PARTIAL
10123,PO-0010123,497,1,2024-08-04,USD,CANCELLED
10124,PO-0010124,5,1,2023-10-18,USD,CANCELLED
10125,PO-0010125,27,11,2023-09-19,USD,RECEIVED
10126,PO-0010126,110,7,2024-11-08,USD,RECEIVED
10127,PO-0010127,50,6,2023-04-08,USD,RECEIVED
10128,PO-0010128,343,9,2025-12-12,USD,RECEIVED
10129,PO-0010129,358,8,2023-03-25,USD,OPEN
10130,PO-0010130,406,3,2025-02-20,USD,OPEN
10131,PO-0010131,42,7,2023-05-10,USD,RECEIVED
10132,PO-0010132,211,9,2025-05-17,USD,RECEIVED
10133,PO-0010133,315,12,2026-07-11,USD,OPEN
10134,PO-0010134,452,6,2023-03-02,USD,OPEN
10135,PO-0010135,84,9,2024-03-02,USD,RECEIVED
10136,PO-0010136,234,7,2025-04-19,USD,OPEN
10137,PO-0010137,456,7,2024-12-06,USD,OPEN
10138,PO-0010138,264,6,2026-09-26,USD,RECEIVED
10139,PO-0010139,157,3,2024-09-13,USD,PARTIAL
10140,PO-0010140,279,12,2024-06-21,USD,PARTIAL
10141,PO-0010141,137,11,2025-03-14,USD,PARTIAL
10142,PO-0010142,240,11,2024-10-12,USD,CANCELLED
10143,PO-0010143,47,1,2024-02-08,USD,OPEN
10144,PO-0010144,179,3,2025-07-16,USD,RECEIVED
10145,PO-0010145,324,6,2026-08-03,USD,RECEIVED
10146,PO-0010146,281,1,2024-05-26,USD,CANCELLED
10147,PO-0010147,412,2,2024-02-27,USD,RECEIVED
10148,PO-0010148,247,9,2023-09-18,USD,RECEIVED
10149,PO-0010149,25,4,2026-09-23,USD,OPEN
10150,PO-0010150,53,2,2023-02-21,USD,RECEIVED
10151,PO-0010151,430,12,2023-05-02,USD,RECEIVED
10152,PO-0010152,434,6,2026-01-07,USD,RECEIVED
10153,PO-0010153,248,10,2026-07-01,USD,RECEIVED
10154,PO-0010154,11,4,2024-07-18,USD,PARTIAL
10155,PO-0010155,147,10,2025-11-12,USD,RECEIVED
10156,PO-0010156,207,7,2025-04-25,USD,RECEIVED
10157,PO-0010157,420,6,2025-11-12,USD,RECEIVED
10158,PO-0010158,22,7,2024-06-26,USD,PARTIAL
10159,PO-0010159,284,3,2025-07-20,USD,RECEIVED
10160,PO-0010160,202,11,2023-07-29,USD,RECEIVED
10161,PO-0010161,183,4,2024-10-04,USD,RECEIVED
10162,PO-0010162,304,9,2026-01-19,USD,RECEIVED
10163,PO-0010163,35,8,2025-02-08,USD,CANCELLED
10164,PO-0010164,106,10,2023-04-22,USD,RECEIVED
10165,PO-0010165,450,4,2025-02-07,USD,RECEIVED
10166,PO-0010166,346,1,2025-03-05,USD,RECEIVED
10167,PO-0010167,467,12,2023-12-20,USD,CANCELLED
10168,PO-0010168,444,11,2025-04-20,USD,CANCELLED
10169,PO-0010169,488,3,2023-12-18,USD,RECEIVED
10170,PO-0010170,404,6,2025-12-06,USD,RECEIVED
10171,PO-0010171,290,9,2024-05-18,USD,RECEIVED
10172,PO-0010172,246,11,2026-06-26,USD,RECEIVED
10173,PO-0010173,153,10,2023-04-01,USD,RECEIVED
10174,PO-0010174,403,10,2025-04-15,USD,RECEIVED
10175,PO-0010175,45,6,2025-09-24,USD,OPEN
10176,PO-0010176,441,5,2026-09-30,USD,OPEN
10177,PO-0010177,64,1,2026-01-17,USD,OPEN
10178,PO-0010178,423,1,2025-05-16,USD,RECEIVED
10179,PO-0010179,248,9,2024-04-06,USD,RECEIVED
10180,PO-0010180,312,8,2024-07-20,USD,RECEIVED
10181,PO-0010181,347,6,2026-08-04,USD,OPEN
10182,PO-0010182,114,5,2025-08-10,USD,RECEIVED
10183,PO-0010183,46,12,2024-06-02,USD,RECEIVED
10184,PO-0010184,211,3,2026-07-18,USD,RECEIVED
10185,PO-0010185,294,7,2024-08-07,USD,RECEIVED
10186,PO-0010186,301,3,2024-06-04,USD,RECEIVED
10187,PO-0010187,367,2,2026-04-21,USD,PARTIAL
10188,PO-0010188,151,7,2025-07-19,USD,RECEIVED
10189,PO-0010189,191,3,2025-03-31,USD,RECEIVED
10190,PO-0010190,353,5,2025-08-14,USD,PARTIAL
10191,PO-0010191,17,4,2025-06-13,USD,RECEIVED
10192,PO-0010192,236,4,2024-04-22,USD,RECEIVED
10193,PO-0010193,128,4,2025-11-22,USD,RECEIVED
10194,PO-0010194,216,4,2024-03-30,USD,PARTIAL
10195,PO-0010195,164,3,2025-06-21,USD,RECEIVED
10196,PO-0010196,232,4,2023-06-28,USD,PARTIAL
10197,PO-0010197,143,12,2023-06-18,USD,OPEN
10198,PO-0010198,317,1,2023-10-31,USD,RECEIVED
10199,PO-0010199,466,10,2026-09-02,USD,RECEIVED
10200,PO-0010200,358,1,2024-12-29,USD,RECEIVED
10201,PO-0010201,12,7,2025-08-19,USD,RECEIVED
10202,PO-0010202,360,1,2024-05-19,USD,PARTIAL
10203,PO-0010203,386,8,2023-01-14,USD,RECEIVED
10204,PO-0010204,499,1,2026-07-11,USD,PARTIAL
10205,PO-0010205,379,6,2024-01-08,USD,RECEIVED
10206,PO-0010206,463,10,2024-03-26,USD,CANCELLED
10207,PO-0010207,363,6,2026-05-01,USD,RECEIVED
10208,PO-0010208,466,3,2023-01-06,USD,RECEIVED
10209,PO-0010209,364,4,2024-05-14,USD,RECEIVED
10210,PO-0010210,436,3,2026-03-28,USD,RECEIVED
10211,PO-0010211,212,7,2024-02-19,USD,RECEIVED
10212,PO-0010212,267,12,2026-01-02,USD,RECEIVED
10213,PO-0010213,463,5,2024-11-07,USD,RECEIVED
10214,PO-0010214,286,1,2026-02-17,USD,RECEIVED
10215,PO-0010215,331,8,2025-10-30,USD,RECEIVED
10216,PO-0010216,53,8,2025-08-10,USD,RECEIVED
10217,PO-0010217,479,7,2026-09-14,USD,OPEN
10218,PO-0010218,468,11,2024-04-17,USD,RECEIVED
10219,PO-0010219,30,10,2025-06-25,USD,RECEIVED
10220,PO-0010220,288,12,2024-12-12,USD,RECEIVED
10221,PO-0010221,304,12,2026-09-07,USD,OPEN
10222,PO-0010222,339,3,2026-08-04,USD,RECEIVED
10223,PO-0010223,239,6,2023-06-13,USD,RECEIVED
10224,PO-0010224,273,8,2026-09-27,USD,PARTIAL
10225,PO-0010225,173,9,2026-02-23,USD,RECEIVED
10226,PO-0010226,499,6,2024-08-14,USD,RECEIVED
10227,PO-0010227,255,5,2023-04-30,USD,RECEIVED
10228,PO-0010228,207,4,2023-11-23,USD,OPEN
