SHIPMENT_ID,CARRIER_ID,LANE_ID,SHIP_DATE,DELIVERY_DATE,STATUS
8244,13,317,2023-02-04,2023-03-01,DELIVERED
8245,14,467,2024-12-31,2025-01-11,DELIVERED
8246,3,227,2024-03-28,2024-05-03,IN_TRANSIT
8247,20,326,2023-07-16,2023-07-25,DELIVERED
8248,1,84,2023-10-05,2023-11-13,DELIVERED
8249,9,232,2026-06-08,2026-06-19,DELIVERED
8250,12,262,2023-10-19,2023-11-12,DELIVERED
8251,11,268,2026-09-06,2026-09-11,DELIVERED
8252,5,410,2023-07-01,2023-07-30,DELAYED
8253,9,29,2024-04-04,2024-04-16,DELIVERED
8254,9,84,2024-01-16,2024-02-08,DELIVERED
8255,7,433,2025-07-26,2025-08-01,DELIVERED
8256,12,54,2023-05-31,2023-07-09,DELIVERED
8257,19,380,2024-05-03,2024-05-11,IN_TRANSIT
8258,16,413,2025-06-19,2025-06-26,DELIVERED
8259,11,52,2026-06-21,2026-06-29,DELIVERED
8260,10,269,2025-08-15,2025-09-19,DELIVERED
8261,17,341,2023-10-13,2023-11-02,DELIVERED
8262,18,249,2025-09-14,2025-09-29,DELIVERED
8263,1,16,2025-06-18,2025-07-02,DELIVERED
8264,7,63,2026-01-10,2026-02-07,DELIVERED
8265,14,481,2026-09-10,2026-10-08,DELIVERED
8266,18,26,2026-06-06,2026-06-19,DELIVERED
8267,18,184,2023-11-23,2023-12-27,DELIVERED
8268,17,470,2025-08-20,2025-09-03,DELIVERED
8269,8,476,2023-09-25,2023-10-29,DELIVERED
8270,2,318,2023-11-08,2023-12-08,DELIVERED
8271,10,411,2026-07-26,2026-09-02,DELIVERED
8272,16,320,2023-07-26,2023-08-28,DELIVERED
8273,2,74,2023-06-12,2023-07-01,DELIVERED
8274,18,281,2025-12-29,2026-01-22,DELIVERED
8275,1,268,2025-01-16,2025-01-26,IN_TRANSIT
8276,2,337,2024-08-30,2024-09-18,DELIVERED
8277,13,420,2024-07-09,2024-08-01,DELIVERED
8278,7,81,2023-08-01,2023-08-25,DELIVERED
8279,3,391,2024-02-02,2024-03-12,DELIVERED
8280,20,421,2024-03-28,2024-05-05,DELIVERED
8281,3,500,2025-04-13,2025-05-03,DELIVERED
8282,5,21,2024-01-28,2024-02-14,DELIVERED
8283,4,268,2023-12-12,2024-01-11,DELIVERED
8284,7,279,2024-01-01,2024-01-30,DELAYED
8285,15,94,2024-03-04,2024-03-27,DELIVERED
8286,7,229,2024-11-28,2024-12-09,DELIVERED
8287,4,468,2024-07-23,2024-08-04,DELAYED
8288,16,176,2025-12-11,2026-01-14,DELIVERED
8289,7,102,2025-02-24,2025-03-27,DELIVERED
8290,4,329,2024-09-26,2024-10-25,DELIVERED
8291,6,48,2023-10-30,2023-11-08,DELAYED
8292,11,326,2023-10-16,2023-11-11,DELIVERED
8293,17,217,2024-02-06,2024-03-11,IN_TRANSIT
8294,5,19,2026-02-02,2026-02-16,DELIVERED
8295,14,377,2025-01-25,2025-02-21,DELIVERED
8296,16,393,2023-06-20,2023-07-12,DELIVERED
8297,16,218,2026-01-17,2026-02-18,DELIVERED
8298,2,35,2026-07-16,2026-08-20,DELIVERED
8299,18,439,2026-09-25,2026-10-10,DELIVERED
8300,7,146,2024-11-13,2024-12-12,IN_TRANSIT
8301,10,453,2023-09-18,2023-09-26,DELIVERED
8302,10,123,2025-02-02,2025-02-14,DELIVERED
8303,1,36,2024-05-27,2024-06-17,DELIVERED
8304,13,322,2025-05-17,2025-05-31,DELIVERED
8305,6,52,2024-05-08,2024-06-16,IN_TRANSIT
8306,14,90,2023-11-30,2023-12-18,DELIVERED
8307,18,399,2023-01-15,2023-02-20,DELIVERED
8308,1,166,2024-01-18,2024-02-25,DELAYED
8309,19,102,2024-01-11,2024-01-21,DELIVERED
8310,17,406,2023-08-01,2023-09-01,DELIVERED
8311,15,279,2026-02-15,2026-03-10,DELIVERED
8312,14,230,2026-03-07,2026-04-06,IN_TRANSIT
8313,10,411,2024-10-29,2024-11-17,IN_TRANSIT
8314,11,351,2026-05-28,2026-06-08,IN_TRANSIT
8315,6,420,2025-09-20,2025-10-04,DELIVERED
8316,15,125,2026-05-08,2026-05-13,DELIVERED
8317,5,77,2025-02-23,2025-03-31,DELIVERED
8318,9,436,2026-04-07,2026-05-07,IN_TRANSIT
8319,20,354,2024-05-05,2024-05-27,DELAYED
8320,3,314,2025-03-28,2025-04-08,DELIVERED
8321,14,312,2023-01-12,2023-02-17,DELIVERED
8322,20,386,2023-08-14,2023-09-04,DELIVERED
8323,15,490,2026-01-13,2026-01-27,DELIVERED
8324,16,399,2024-11-05,2024-12-08,DELIVERED
8325,19,174,2023-03-21,2023-04-10,DELIVERED
8326,1,15,2025-06-29,2025-08-01,DELIVERED
8327,3,282,2025-03-11,2025-04-01,DELIVERED
8328,16,343,2024-04-03,2024-04-09,DELIVERED
8329,2,26,2025-11-16,2025-12-15,DELIVERED
8330,5,8,2024-01-29,2024-02-22,IN_TRANSIT
8331,12,44,2024-11-16,2024-11-22,DELIVERED
8332,3,172,2026-05-09,2026-05-19,DELIVERED
8333,4,224,2026-07-10,2026-07-26,DELAYED
8334,19,455,2023-12-28,2024-01-25,DELIVERED
8335,16,394,2026-07-07,2026-07-22,DELIVERED
8336,2,19,2024-01-02,2024-02-07,DELIVERED
8337,16,248,2025-07-29,2025-08-28,DELAYED
8338,7,297,2026-01-06,2026-02-03,IN_TRANSIT
8339,13,298,2025-06-22,2025-07-28,DELIVERED
8340,18,339,2024-04-23,2024-05-18,DELIVERED
8341,2,436,2025-01-31,2025-03-01,DELIVERED
8342,11,401,2026-09-30,2026-10-23,DELIVERED
8343,6,433,2024-05-14,2024-06-04,DELIVERED
8344,9,433,2026-04-21,2026-05-24,DELIVERED
8345,8,429,2026-05-04,2026-05-25,DELIVERED
8346,2,346,2023-04-23,2023-05-19,DELIVERED
8347,2,301,2023-10-13,2023-11-06,DELIVERED
8348,11,415,2026-01-29,2026-02-09,DELIVERED
8349,3,396,2024-10-04,2024-10-25,DELIVERED
8350,1,104,2025-04-17,2025-05-03,DELIVERED
8351,3,50,2025-09-25,2025-10-11,DELIVERED
8352,20,489,2024-07-22,2024-08-13,DELIVERED
8353,20,493,2024-10-02,2024-10-16,DELIVERED
8354,17,269,2024-02-15,2024-03-06,DELIVERED
8355,10,65,2025-10-28,2025-11-28,DELIVERED
8356,15,356,2025-02-03,2025-02-24,DELIVERED
8357,4,390,2023-08-02,2023-08-10,DELIVERED
8358,20,197,2025-01-13,2025-02-09,DELIVERED
8359,1,426,2023-05-03,2023-05-22,DELIVERED
8360,17,155,2023-12-05,2023-12-24,IN_TRANSIT
8361,16,360,2025-07-25,2025-08-13,DELIVERED
8362,10,91,2023-07-20,2023-07-27,DELIVERED
8363,1,398,2023-01-09,2023-01-29,DELIVERED
8364,4,165,2025-01-04,2025-02-07,DELIVERED
8365,19,408,2023-04-15,2023-05-13,IN_TRANSIT
8366,5,338,2025-06-26,2025-07-07,DELIVERED
8367,20,141,2024-12-09,2024-12-22,IN_TRANSIT
8368,13,101,2023-01-11,2023-02-05,DELIVERED
8369,13,130,2024-09-27,2024-10-11,DELAYED
8370,18,183,2025-06-14,2025-06-26,DELIVERED
8371,7,2,2023-12-14,2024-01-22,DELIVERED
8372,2,91,2025-12-07,2025-12-16,DELIVERED
8373,14,467,2023-06-30,2023-07-11,DELIVERED
8374,8,2,2024-07-25,2024-08-29,DELIVERED
8375,4,333,2025-08-01,2025-09-04,DELAYED
8376,14,34,2023-04-30,2023-05-26,DELIVERED
8377,2,54,2025-12-06,2025-12-18,IN_TRANSIT
8378,17,210,2023-04-04,2023-04-10,DELIVERED
8379,14,144,2024-07-24,2024-08-11,DELIVERED
8380,5,128,2023-02-21,2023-03-23,DELIVERED
8381,3,92,2024-03-24,2024-04-14,DELIVERED
8382,16,338,2025-03-22,2025-04-14,DELIVERED
8383,4,497,2026-01-07,2026-02-11,DELIVERED
8384,18,145,2023-08-07,2023-08-25,DELIVERED
8385,12,237,2025-12-06,2025-12-12,IN_TRANSIT
8386,11,151,2024-02-16,2024-03-05,DELIVERED
8387,11,359,2024-02-11,2024-03-14,DELIVERED
8388,5,311,2026-07-21,2026-08-20,DELIVERED
8389,2,423,2024-03-14,2024-04-13,DELIVERED
8390,12,332,2024-05-04,2024-05-10,DELIVERED
8391,20,369,2023-08-19,2023-08-29,DELAYED
8392,2,111,2026-07-14,2026-08-08,DELIVERED
8393,12,115,2023-03-31,2023-04-09,DELAYED
8394,7,136,2025-01-27,2025-03-01,DELAYED
8395,11,367,2025-11-10,2025-12-08,DELIVERED
8396,14,450,2025-03-08,2025-04-05,DELIVERED
8397,9,267,2024-03-18,2024-04-21,DELIVERED
8398,7,437,2023-05-09,2023-06-15,DELIVERED
8399,20,143,2025-05-29,2025-06-07,DELIVERED
8400,2,59,2025-10-11,2025-11-06,DELIVERED
8401,4,445,2023-10-17,2023-11-08,DELAYED
8402,12,25,2024-08-07,2024-08-31,DELIVERED
8403,2,68,2023-03-09,2023-03-14,DELIVERED
8404,18,9,2026-01-12,2026-01-24,DELIVERED
8405,2,98,2023-05-13,2023-05-25,DELIVERED
8406,15,325,2024-05-27,2024-07-03,DELIVERED
8407,11,178,2023-09-23,2023-10-20,DELIVERED
8408,2,46,2026-09-05,2026-09-18,DELIVERED
8409,15,310,2026-02-04,2026-02-20,DELIVERED
8410,12,27,2026-04-13,2026-05-08,DELIVERED
8411,13,304,2024-05-31,2024-06-29,DELIVERED
8412,16,498,2025-03-09,2025-04-02,DELIVERED
8413,17,88,2026-08-05,2026-08-20,DELIVERED
8414,12,227,2025-11-10,2025-12-09,DELAYED
8415,4,359,2025-05-09,2025-05-19,DELIVERED
8416,18,43,2025-06-14,2025-07-11,DELIVERED
8417,19,369,2025-11-13,2025-12-21,IN_TRANSIT
8418,6,326,2026-07-17,2026-08-03,DELIVERED
8419,18,463,2023-11-23,2023-12-07,DELIVERED
8420,6,196,2026-02-13,2026-03-06,DELIVERED
8421,9,393,2023-03-31,2023-04-16,DELIVERED
8422,13,452,2025-08-31,2025-09-23,DELIVERED
8423,16,384,2026-09-17,2026-10-18,DELAYED
8424,6,385,2025-11-04,2025-11-30,DELAYED
8425,17,231,2023-08-02,2023-09-09,DELIVERED
8426,10,206,2023-11-09,2023-12-06,DELIVERED
8427,12,76,2023-02-12,2023-03-17,DELAYED
8428,13,451,2024-07-15,2024-08-19,DELIVERED
8429,5,186,2023-10-15,2023-10-25,DELIVERED
8430,17,15,2025-01-29,2025-02-06,DELIVERED
8431,20,255,2026-08-29,2026-09-24,DELIVERED
8432,16,183,2025-10-05,2025-11-08,IN_TRANSIT
8433,2,191,2024-02-10,2024-03-19,DELIVERED
8434,1,308,2025-06-11,2025-06-16,DELIVERED
8435,2,136,2025-06-26,2025-07-19,DELIVERED
8436,16,232,2023-08-01,2023-08-15,DELAYED
8437,19,414,2024-07-14,2024-08-17,DELIVERED
8438,18,241,2023-02-04,2023-03-06,DELIVERED
8439,10,25,2024-05-01,2024-05-23,DELIVERED
8440,8,215,2025-08-26,2025-09-10,DELIVERED
8441,14,162,2023-07-28,2023-08-22,DELIVERED
8442,15,411,2025-05-24,2025-06-08,DELIVERED
8443,10,399,2023-09-21,2023-10-25,IN_TRANSIT
8444,8,452,2024-03-03,2024-04-01,DELIVERED
8445,9,117,2023-11-01,2023-12-01,DELIVERED
8446,19,456,2025-04-02,2025-05-01,DELIVERED
8447,5,317,2024-06-07,2024-06-13,DELAYED
8448,7,135,2025-09-11,2025-09-30,DELIVERED
8449,1,462,2023-11-27,2023-12-09,DELIVERED
8450,3,386,2023-03-28,2023-04-18,DELIVERED
8451,18,211,2026-01-25,2026-02-18,DELIVERED
8452,6,374,2023-08-26,2023-09-15,DELIVERED
8453,7,491,2023-10-11,2023-10-29,DELIVERED
8454,5,188,2024-08-24,2024-09-07,DELIVERED
8455,14,161,2023-04-08,2023-04-14,DELIVERED
8456,3,412,2025-04-03,2025-05-03,DELIVERED
8457,16,415,2026-07-30,2026-08-29,DELIVERED
8458,10,490,2026-03-26,2026-04-02,DELIVERED
8459,5,117,2023-09-02,2023-10-01,DELIVERED
8460,14,416,2023-06-26,2023-07-15,DELIVERED
8461,2,378,2026-04-19,2026-05-12,IN_TRANSIT
8462,9,219,2024-06-26,2024-08-03,DELIVERED
8463,19,376,2023-09-06,2023-10-14,DELIVERED
8464,19,170,2023-04-21,2023-04-27,DELIVERED
8465,5,17,2025-09-27,2025-10-18,DELIVERED
8466,11,129,2024-05-23,2024-06-21,DELIVERED
8467,13,125,2023-04-25,2023-05-16,DELIVERED
8468,20,459,2025-08-13,2025-09-16,DELIVERED
8469,15,315,2024-04-17,2024-05-13,DELIVERED
8470,6,432,2024-05-15,2024-05-27,DELIVERED
8471,19,295,2026-07-15,2026-07-22,DELIVERED
8472,5,426,2024-03-23,2024-04-26,DELIVERED
8473,1,159,2026-06-16,2026-07-07,DELIVERED
8474,13,287,2025-03-18,2025-03-24,IN_TRANSIT
8475,7,208,2023-09-15,2023-10-03,DELIVERED
8476,8,426,2025-02-25,2025-03-22,DELIVERED
8477,2,365,2023-11-23,2023-12-24,DELIVERED
8478,16,213,2026-01-12,2026-02-10,IN_TRANSIT
8479,18,471,2025-07-31,2025-08-12,DELIVERED
8480,5,179,2023-02-03,2023-03-01,DELIVERED
8481,5,386,2025-01-16,2025-02-17,DELIVERED
8482,18,191,2023-09-13,2023-09-21,DELIVERED
8483,10,210,2024-09-19,2024-10-10,IN_TRANSIT
8484,15,100,2026-09-06,2026-09-14,DELIVERED
8485,3,351,2023-12-09,2023-12-26,DELIVERED
8486,10,450,2024-10-05,2024-10-12,DELIVERED
8487,7,204,2025-04-26,2025-05-04,DELAYED
8488,20,20,2026-02-14,2026-03-25,DELIVERED
8489,10,242,2025-02-15,2025-03-24,DELIVERED
8490,16,303,2023-01-01,2023-01-31,DELIVERED
8491,1,82,2025-01-23,2025-02-06,IN_TRANSIT
8492,3,105,2025-05-10,2025-06-03,IN_TRANSIT
8493,20,402,2023-11-02,2023-12-11,DELAYED
8494,2,83,2025-08-02,2025-08-15,DELIVERED
8495,10,109,2026-05-01,2026-05-25,DELIVERED
8496,1,33,2024-12-19,2024-12-28,IN_TRANSIT
8497,3,483,2026-06-14,2026-07-14,DELIVERED
8498,1,456,2024-04-13,2024-05-04,DELIVERED
8499,14,282,2024-01-18,2024-02-03,DELIVERED
8500,13,299,2025-06-27,2025-07-18,DELIVERED
8501,8,194,2024-01-17,2024-01-25,DELIVERED
8502,2,495,2026-01-11,2026-01-18,DELIVERED
8503,12,113,2024-11-30,2024-12-28,IN_TRANSIT
8504,20,475,2025-08-21,2025-09-04,IN_TRANSIT
8505,8,331,2023-03-29,2023-04-13,IN_TRANSIT
8506,3,223,2024-01-19,2024-01-24,DELIVERED
8507,6,320,2025-07-06,2025-07-21,IN_TRANSIT
8508,7,77,2024-05-07,2024-05-16,DELIVERED
8509,9,93,2025-01-15,2025-02-05,DELAYED
8510,3,423,2024-07-28,2024-08-03,DELIVERED
8511,8,186,2026-01-14,2026-01-27,DELIVERED
8512,11,55,2024-02-22,2024-03-13,DELIVERED
8513,2,386,2025-09-24,2025-10-30,DELIVERED
8514,20,336,2024-01-02,2024-01-20,DELIVERED
8515,20,74,2023-04-05,2023-04-11,DELIVERED
8516,13,281,2024-04-28,2024-05-22,DELIVERED
8517,9,367,2023-04-03,2023-04-29,DELIVERED
8518,9,408,2025-04-04,2025-04-10,DELIVERED
8519,9,70,2026-05-01,2026-06-05,IN_TRANSIT
8520,15,414,2023-06-03,2023-07-12,DELIVERED
8521,5,86,2025-08-09,2025-08-31,DELIVERED
8522,13,153,2025-01-23,2025-02-27,DELAYED
8523,10,166,2025-08-01,2025-08-28,DELAYED
8524,12,326,2026-04-29,2026-05-19,DELIVERED
8525,4,225,2026-03-26,2026-04-24,DELAYED
8526,8,479,2025-06-16,2025-07-15,DELIVERED
8527,9,187,2025-04-01,2025-04-15,DELIVERED
8528,16,122,2026-06-05,2026-06-19,DELIVERED
8529,3,137,2026-02-13,2026-02-26,DELIVERED
8530,16,475,2023-09-15,2023-09-25,DELIVERED
8531,7,54,2023-04-06,2023-04-23,DELAYED
8532,6,394,2024-09-17,2024-10-20,DELIVERED
8533,3,60,2025-09-20,2025-10-21,DELIVERED
8534,3,225,2025-10-17,2025-11-17,DELIVERED
8535,5,462,2025-03-06,2025-03-29,DELIVERED
8536,2,238,2025-12-21,2026-01-27,DELIVERED
8537,12,123,2025-06-24,2025-06-29,DELIVERED
8538,18,69,2023-06-17,2023-07-09,DELIVERED
8539,2,438,2023-12-16,2024-01-15,DELAYED
8540,17,367,2025-10-15,2025-10-27,DELIVERED
8541,19,9,2023-01-08,2023-02-07,DELAYED
8542,9,486,2024-10-13,2024-10-22,DELIVERED
8543,20,404,2023-12-14,2024-01-19,DELIVERED
8544,12,468,2025-04-23,2025-05-22,DELIVERED
8545,8,94,2025-04-20,2025-04-28,DELIVERED
8546,17,109,2026-06-21,2026-06-30,DELIVERED
8547,7,411,2024-04-07,2024-05-08,DELIVERED
8548,9,57,2025-02-19,2025-03-21,DELIVERED
8549,2,367,2024-12-18,2025-01-01,DELIVERED
8550,18,305,2025-08-05,2025-08-26,DELIVERED
8551,11,424,2025-02-04,2025-02-15,DELIVERED
8552,8,466,2025-06-21,2025-07-10,DELIVERED
8553,18,43,2023-02-14,2023-02-19,DELIVERED
8554,9,479,2025-08-23,2025-09-18,DELAYED
8555,1,255,2026-05-07,2026-05-27,DELIVERED
8556,16,444,2025-04-26,2025-05-01,DELIVERED
8557,12,102,2023-11-15,2023-12-08,DELAYED
8558,19,217,2023-12-31,2024-01-13,DELIVERED
8559,15,185,2025-05-23,2025-06-18,DELIVERED
8560,10,68,2023-06-01,2023-07-03,DELIVERED
8561,11,379,2023-06-01,2023-06-19,DELIVERED
8562,4,16,2024-09-21,2024-10-27,DELIVERED
8563,15,429,2026-07-24,2026-08-14,DELIVERED
8564,2,265,2024-08-01,2024-08-26,DELIVERED
8565,19,58,2023-10-12,2023-10-20,DELIVERED
8566,7,463,2026-08-11,2026-09-12,DELIVERED
8567,20,488,2023-12-25,2023-12-30,DELAYED
8568,3,86,2025-08-29,2025-10-02,DELIVERED
8569,14,141,2026-08-07,2026-09-02,DELIVERED
8570,8,438,2023-04-11,2023-05-06,DELIVERED
8571,9,254,2023-08-17,2023-08-23,DELIVERED
8572,9,226,2023-05-13,2023-05-26,DELIVERED
8573,19,264,2024-12-10,2024-12-17,DELIVERED
8574,11,85,2023-01-26,2023-02-16,DELIVERED
8575,9,177,2023-08-27,2023-09-03,DELAYED
8576,1,234,2023-08-25,2023-09-03,DELIVERED
8577,16,395,2023-05-10,2023-05-30,DELIVERED
8578,19,433,2026-05-29,2026-07-07,DELIVERED
8579,19,40,2025-05-26,2025-06-23,IN_TRANSIT
8580,18,369,2024-01-24,2024-02-10,DELIVERED
8581,2,168,2023-02-19,2023-03-03,DELIVERED
8582,5,80,2026-01-17,2026-02-13,DELIVERED
8583,12,83,2023-10-19,2023-11-23,IN_TRANSIT
8584,20,67,2026-09-22,2026-10-15,DELIVERED
8585,8,224,2025-12-22,2026-01-05,DELAYED
8586,10,213,2026-01-06,2026-01-16,DELAYED
8587,12,277,2023-07-12,2023-08-05,DELIVERED
8588,17,122,2025-11-17,2025-12-16,DELIVERED
8589,5,404,2026-02-12,2026-03-11,DELIVERED
8590,7,99,2023-04-15,2023-05-20,DELIVERED
8591,4,27,2026-07-20,2026-07-27,DELIVERED
8592,1,108,2024-01-31,2024-02-12,DELIVERED
8593,20,453,2023-10-24,2023-11-15,DELIVERED
8594,17,417,2024-01-27,2024-02-01,IN_TRANSIT
8595,4,260,2024-11-18,2024-11-25,DELIVERED
8596,11,36,2023-02-15,2023-03-19,DELIVERED
8597,8,21,2023-01-13,2023-02-18,IN_TRANSIT
8598,16,195,2025-01-26,2025-02-22,DELIVERED
8599,16,173,2024-04-04,2024-04-09,IN_TRANSIT
8600,11,8,2023-05-27,2023-06-23,DELIVERED
8601,19,405,2025-05-09,2025-05-19,DELAYED
8602,9,32,2024-02-26,2024-03-03,DELIVERED
8603,2,354,2025-04-20,2025-05-20,DELIVERED
8604,12,361,2026-01-18,2026-01-27,DELIVERED
8605,13,66,2023-03-19,2023-03-29,DELAYED
8606,17,169,2023-08-04,2023-08-23,DELIVERED
8607,1,419,2025-07-13,2025-07-29,DELIVERED
8608,11,214,2024-04-13,2024-04-20,IN_TRANSIT
8609,2,178,2023-08-25,2023-09-29,DELAYED
8610,14,111,2026-02-27,2026-04-06,DELIVERED
8611,4,240,2024-09-25,2024-10-16,DELIVERED
8612,18,404,2023-08-07,2023-09-05,DELIVERED
8613,1,54,2025-07-15,2025-08-10,DELIVERED
8614,9,168,2025-05-27,2025-06-22,DELIVERED
8615,13,211,2024-08-25,2024-09-24,DELIVERED
8616,7,16,2025-05-17,2025-06-22,DELIVERED
8617,11,388,2026-01-22,2026-01-28,DELIVERED
8618,18,124,2025-06-26,2025-07-28,DELAYED
8619,7,117,2025-11-21,2025-12-20,DELIVERED
8620,2,291,2026-04-08,2026-04-20,DELIVERED
8621,5,142,2025-06-20,2025-07-01,DELIVERED
8622,1,319,2026-07-17,2026-08-21,DELIVERED
8623,12,323,2023-09-29,2023-10-11,IN_TRANSIT
8624,11,301,2025-02-17,2025-03-23,DELIVERED
8625,14,19,2024-05-15,2024-06-20,DELIVERED
8626,10,303,2026-01-04,2026-02-06,DELIVERED
8627,2,58,2023-04-23,2023-06-01,DELIVERED
8628,16,298,2024-04-26,2024-05-04,DELIVERED
8629,18,261,2025-07-05,2025-07-17,DELIVERED
8630,3,158,2026-09-03,2026-09-19,IN_TRANSIT
8631,10,114,2023-11-20,2023-12-26,DELIVERED
8632,11,86,2025-10-18,2025-11-04,DELIVERED
8633,17,79,2024-06-01,2024-06-28,DELIVERED
8634,18,465,2023-08-27,2023-09-26,DELAYED
8635,19,443,2023-11-09,2023-11-16,DELIVERED
8636,2,127,2024-10-07,2024-10-14,DELAYED
8637,4,484,2024-06-01,2024-07-05,DELIVERED
8638,20,373,2023-04-12,2023-04-22,DELIVERED
8639,14,317,2024-10-25,2024-11-10,DELIVERED
8640,20,124,2026-04-09,2026-05-03,DELIVERED
8641,14,46,2024-05-28,2024-06-02,DELIVERED
8642,13,299,2023-12-02,2023-12-15,DELIVERED
8643,9,401,2024-04-15,2024-05-08,DELIVERED
8644,15,259,2026-08-30,2026-10-05,DELIVERED
8645,6,368,2024-12-11,2025-01-16,DELIVERED
8646,14,8,2026-09-25,2026-10-02,IN_TRANSIT
8647,5,239,2025-01-11,2025-01-27,DELIVERED
8648,17,458,2025-09-19,2025-10-12,DELIVERED
8649,16,474,2024-09-13,2024-10-22,DELAYED
8650,8,449,2024-03-10,2024-04-16,DELIVERED
8651,15,48,2026-01-14,2026-02-15,DELIVERED
8652,11,125,2025-06-24,2025-07-28,DELIVERED
8653,15,463,2023-07-09,2023-07-29,IN_TRANSIT
8654,20,7,2025-11-23,2025-12-21,DELIVERED
8655,9,25,2024-08-09,2024-08-21,DELIVERED
8656,15,244,2024-06-16,2024-07-16,DELIVERED
8657,5,319,2024-12-23,2025-01-12,DELAYED
8658,15,101,2026-02-07,2026-02-13,DELIVERED
8659,2,473,2023-10-01,2023-11-04,DELIVERED
8660,15,63,2023-10-21,2023-10-27,IN_TRANSIT
8661,14,488,2026-05-07,2026-05-12,DELIVERED
8662,9,241,2025-11-09,2025-11-21,DELIVERED
8663,20,37,2026-05-12,2026-06-19,DELIVERED
8664,15,180,2025-07-07,2025-08-04,DELIVERED
8665,9,75,2024-08-22,2024-09-17,IN_TRANSIT
8666,3,339,2025-10-14,2025-11-20,IN_TRANSIT
8667,14,78,2023-10-04,2023-10-30,DELIVERED
8668,15,463,2023-07-21,2023-08-24,DELIVERED
8669,4,379,2025-12-27,2026-01-17,DELIVERED
8670,14,286,2024-05-24,2024-06-04,IN_TRANSIT
8671,6,303,2024-07-13,2024-08-21,DELIVERED
8672,6,299,2025-01-27,2025-02-26,DELIVERED
8673,15,468,2024-04-09,2024-05-15,IN_TRANSIT
8674,3,276,2025-02-15,2025-02-22,IN_TRANSIT
8675,9,10,2024-10-11,2024-11-14,IN_TRANSIT
8676,4,284,2023-05-19,2023-06-01,DELIVERED
8677,10,342,2025-12-19,2026-01-04,DELAYED
8678,15,405,2024-02-23,2024-03-04,DELIVERED
8679,5,323,2023-11-01,2023-11-16,DELIVERED
8680,11,232,2024-10-03,2024-10-10,DELIVERED
8681,2,130,2023-06-28,2023-07-23,DELIVERED
8682,12,226,2024-12-19,2024-12-30,DELIVERED
8683,16,470,2024-11-22,2024-12-05,DELIVERED
8684,15,480,2026-06-13,2026-07-11,DELIVERED
8685,7,379,2026-07-26,2026-08-08,DELIVERED
8686,6,320,2023-07-31,2023-08-07,DELIVERED
8687,1,210,2024-04-28,2024-05-21,DELIVERED
8688,3,495,2023-11-06,2023-12-10,DELIVERED
8689,20,1,2024-04-23,2024-05-06,DELIVERED
8690,6,73,2025-06-26,2025-07-02,DELIVERED
8691,17,155,2023-06-03,2023-07-08,IN_TRANSIT
8692,12,487,2024-09-06,2024-09-18,DELIVERED
8693,2,108,2023-12-15,2024-01-20,DELIVERED
8694,18,347,2025-04-18,2025-05-13,DELIVERED
8695,8,324,2026-05-27,2026-06-21,DELIVERED
8696,3,168,2024-07-05,2024-08-04,DELAYED
8697,6,304,2023-07-23,2023-08-12,DELIVERED
8698,19,108,2024-12-16,2024-12-23,DELIVERED
8699,12,268,2025-02-22,2025-03-06,DELIVERED
8700,19,342,2023-10-20,2023-11-20,DELIVERED
8701,15,308,2023-05-31,2023-07-05,DELAYED
8702,6,33,2023-09-22,2023-10-07,DELIVERED
8703,19,223,2023-10-25,2023-11-01,DELIVERED
8704,14,114,2023-11-04,2023-11-18,DELIVERED
8705,20,474,2025-02-01,2025-02-12,DELIVERED
8706,12,305,2024-02-21,2024-02-26,IN_TRANSIT
8707,8,269,2023-02-14,2023-03-12,DELIVERED
8708,16,241,2026-07-27,2026-08-12,DELIVERED
8709,2,241,2024-12-26,2025-01-19,IN_TRANSIT
8710,7,142,2026-03-22,2026-04-23,DELIVERED
8711,9,369,2023-02-16,2023-03-08,DELIVERED
8712,14,293,2023-06-05,2023-06-21,DELIVERED
8713,6,185,2023-09-15,2023-10-14,DELIVERED
8714,7,120,2024-06-02,2024-06-22,DELIVERED
8715,17,31,2026-01-27,2026-02-13,DELIVERED
8716,20,474,2025-11-11,2025-11-21,DELIVERED
8717,18,70,2024-01-22,2024-02-01,DELIVERED
8718,8,368,2023-12-07,2024-01-12,DELIVERED
8719,20,254,2025-05-28,2025-07-05,DELIVERED
8720,9,188,2023-01-06,2023-02-07,IN_TRANSIT
8721,9,217,2026-08-07,2026-09-12,DELAYED
8722,10,399,2026-01-18,2026-02-01,DELAYED
8723,15,421,2023-01-20,2023-01-28,DELIVERED
8724,20,50,2023-04-19,2023-04-27,DELIVERED
8725,9,205,2026-04-28,2026-06-05,DELIVERED
8726,17,342,2025-09-15,2025-10-18,IN_TRANSIT
8727,13,360,2025-06-01,2025-06-30,DELAYED
8728,3,151,2025-02-09,2025-03-10,DELIVERED
8729,12,239,2026-06-17,2026-07-09,DELIVERED
8730,6,497,2026-04-17,2026-05-06,DELIVERED
8731,7,162,2023-03-20,2023-04-16,DELIVERED
8732,3,150,2023-10-01,2023-10-06,DELAYED
8733,17,423,2023-05-25,2023-06-04,DELIVERED
8734,16,475,2023-10-24,2023-11-20,DELAYED
8735,16,187,2024-02-18,2024-03-20,DELIVERED
8736,10,219,2025-07-14,2025-08-01,DELIVERED
8737,2,253,2024-06-10,2024-07-08,DELIVERED
