RECEIPT_ID,PO_LINE_ID,RECEIPT_DATE,QUANTITY_RECEIVED,WAREHOUSE_ID,DAYS_VARIANCE
38735,38735,2026-03-22,575.00,10,-4
38736,38736,2025-10-31,779.00,16,-1
38737,38737,2024-10-07,426.00,16,9
38738,38738,2023-02-19,163.00,8,-2
38739,38739,2026-09-14,367.00,6,-1
38740,38740,2023-10-10,781.00,2,-2
38741,38741,2023-09-02,709.00,24,-3
38742,38742,2023-04-11,281.00,19,-3
38743,38743,2026-08-09,304.00,21,3
38744,38744,2026-07-18,173.00,3,-1
38745,38745,2024-03-23,87.00,18,-4
38746,38746,2026-09-29,694.00,15,0
38747,38747,2023-12-29,115.00,3,-4
38748,38748,2023-12-25,508.00,14,-1
38749,38749,2023-08-06,92.00,3,-4
38750,38750,2024-12-24,215.00,4,-4
38751,38751,2026-03-31,681.00,5,9
38752,38752,2025-12-24,807.00,4,-5
38753,38753,2025-08-14,720.00,4,-2
38754,38754,2025-06-24,298.00,7,-2
38755,38755,2025-08-02,322.00,11,0
38756,38756,2025-07-28,871.00,8,-4
38757,38757,2023-03-16,267.00,17,-5
38758,38758,2023-09-29,176.00,21,-2
38759,38759,2023-12-29,611.00,10,-3
38760,38760,2026-02-04,71.00,7,0
38761,38761,2025-10-26,902.00,6,-4
38762,38762,2024-10-14,388.00,22,-2
38763,38763,2024-12-09,866.00,19,-4
38764,38764,2026-02-28,945.00,13,0
38765,38765,2024-07-02,979.00,17,0
38766,38766,2024-04-25,980.00,8,-1
38767,38767,2026-01-09,509.00,6,-1
38768,38768,2023-11-27,679.00,23,-4
38769,38769,2025-10-20,920.00,3,-3
38770,38770,2026-03-02,977.00,16,-2
38771,38771,2025-04-16,682.00,19,-2
38772,38772,2023-12-31,459.00,9,10
38773,38773,2023-08-29,402.00,15,-4
38774,38774,2023-02-27,780.00,4,-3
38775,38775,2023-05-25,970.00,11,-2
38776,38776,2024-10-23,515.00,23,-1
38777,38777,2023-12-13,553.00,3,-4
38778,38778,2023-06-29,868.00,13,-2
38779,38779,2023-07-29,504.00,20,6
38780,38780,2025-02-23,635.00,16,-4
38781,38781,2025-01-23,516.00,3,5
38782,38782,2024-04-06,155.00,20,-3
38783,38783,2023-10-23,693.00,16,0
38784,38784,2024-03-06,545.00,21,-4
38785,38785,2023-10-23,552.00,2,-2
38786,38786,2025-07-12,793.00,18,-1
38787,38787,2024-02-24,309.00,17,-2
38788,38788,2026-07-17,103.00,10,-1
38789,38789,2026-03-01,206.00,4,6
38790,38790,2025-03-13,634.00,1,-3
38791,38791,2026-01-19,383.00,18,-2
38792,38792,2024-02-11,888.00,19,-3
38793,38793,2025-05-10,385.00,13,-4
38794,38794,2024-11-13,20.00,5,0
38795,38795,2026-03-21,431.00,18,-1
38796,38796,2023-09-02,929.00,14,0
38797,38797,2023-02-07,128.00,11,0
38798,38798,2026-08-30,99.00,18,-1
38799,38799,2024-09-09,917.00,17,-2
38800,38800,2023-09-01,139.00,5,-2
38801,38801,2023-11-04,421.00,9,-3
38802,38802,2026-04-02,144.00,2,0
38803,38803,2026-03-13,940.00,2,10
38804,38804,2025-02-18,386.00,10,-2
38805,38805,2023-08-25,564.00,10,-4
38806,38806,2025-03-06,590.00,15,-4
38807,38807,2023-07-15,488.00,20,-1
38808,38808,2024-04-23,634.00,9,-1
38809,38809,2025-07-17,530.00,25,-5
38810,38810,2025-09-15,682.00,4,-3
38811,38811,2023-12-16,111.00,4,-3
38812,38812,2023-10-11,923.00,5,-4
38813,38813,2024-08-04,639.00,1,-2
38814,38814,2026-08-17,681.00,1,6
38815,38815,2026-04-04,859.00,15,6
38816,38816,2024-09-08,435.00,23,0
38817,38817,2024-09-19,581.00,10,-5
38818,38818,2024-02-28,689.00,10,-4
38819,38819,2026-04-25,32.00,19,-2
38820,38820,2026-08-26,441.00,21,-4
38821,38821,2024-03-09,281.00,16,-4
38822,38822,2024-04-06,83.00,23,8
38823,38823,2025-07-18,966.00,4,-4
38824,38824,2024-01-11,863.00,13,-1
38825,38825,2025-06-12,502.00,21,0
38826,38826,2025-12-07,682.00,11,-2
38827,38827,2026-01-12,270.00,14,-5
38828,38828,2024-02-28,645.00,17,10
38829,38829,2023-06-03,932.00,25,0
38830,38830,2023-10-02,721.00,10,-3
38831,38831,2025-07-10,683.00,15,-3
38832,38832,2023-06-12,873.00,7,-1
38833,38833,2024-06-13,25.00,21,-5
38834,38834,2024-10-11,53.00,8,-3
38835,38835,2024-07-10,926.00,17,6
38836,38836,2023-06-08,647.00,23,-4
38837,38837,2023-12-05,293.00,22,-4
38838,38838,2025-07-18,357.00,10,-3
38839,38839,2023-07-19,945.00,20,-1
38840,38840,2023-04-09,644.00,13,-5
38841,38841,2025-03-08,945.00,4,-4
38842,38842,2025-01-24,269.00,20,0
38843,38843,2026-03-20,45.00,25,-2
38844,38844,2026-05-04,544.00,4,-4
38845,38845,2024-12-10,413.00,22,-5
38846,38846,2024-12-21,332.00,14,-5
38847,38847,2023-10-13,439.00,5,9
38848,38848,2025-05-10,580.00,6,-5
38849,38849,2025-03-10,524.00,4,-3
38850,38850,2024-01-10,819.00,23,10
38851,38851,2024-02-02,692.00,5,-4
38852,38852,2024-03-02,734.00,20,-4
38853,38853,2025-07-12,634.00,5,-2
38854,38854,2024-02-13,212.00,10,3
38855,38855,2024-06-21,285.00,20,0
38856,38856,2023-12-11,993.00,19,-2
38857,38857,2024-10-04,157.00,8,-3
38858,38858,2024-11-09,138.00,8,-3
38859,38859,2024-05-01,958.00,8,-2
38860,38860,2026-05-08,52.00,15,-3
38861,38861,2025-04-17,373.00,23,3
38862,38862,2025-04-27,81.00,14,-1
38863,38863,2023-03-26,497.00,14,-2
38864,38864,2024-05-02,677.00,7,6
38865,38865,2023-05-25,73.00,10,-1
38866,38866,2023-12-24,858.00,1,0
38867,38867,2023-07-04,388.00,21,4
38868,38868,2026-11-08,614.00,3,8
38869,38869,2023-02-17,982.00,10,-4
38870,38870,2025-02-06,95.00,21,-2
38871,38871,2024-07-13,30.00,21,0
38872,38872,2023-10-06,814.00,4,-2
38873,38873,2023-08-21,159.00,25,-5
38874,38874,2025-02-26,630.00,6,-1
38875,38875,2025-03-13,835.00,25,-2
38876,38876,2025-09-15,53.00,16,0
38877,38877,2024-09-07,653.00,12,-5
38878,38878,2023-12-08,353.00,21,-2
38879,38879,2025-06-30,41.00,20,-1
38880,38880,2024-11-02,1.00,7,0
38881,38881,2025-09-19,370.00,24,-2
38882,38882,2023-03-06,572.00,16,2
38883,38883,2024-04-25,20.00,14,-3
38884,38884,2023-04-28,687.00,5,-3
38885,38885,2025-07-31,871.00,5,-4
38886,38886,2026-09-23,758.00,14,-4
38887,38887,2023-07-01,472.00,8,-3
38888,38888,2023-02-28,681.00,2,0
38889,38889,2024-08-07,494.00,17,-5
38890,38890,2026-06-02,872.00,12,-2
38891,38891,2026-10-18,447.00,10,0
38892,38892,2023-10-14,196.00,10,-4
38893,38893,2026-03-05,881.00,20,-5
38894,38894,2025-02-25,975.00,14,-5
38895,38895,2025-09-07,800.00,2,-1
38896,38896,2023-11-27,513.00,19,-1
38897,38897,2023-05-03,715.00,15,-1
38898,38898,2023-06-19,637.00,11,-1
38899,38899,2025-03-27,109.00,10,-3
38900,38900,2025-09-30,732.00,8,0
38901,38901,2025-01-02,216.00,20,0
38902,38902,2026-02-12,460.00,2,-4
38903,38903,2026-11-06,594.00,15,-1
38904,38904,2026-03-08,311.00,8,9
38905,38905,2024-02-05,734.00,22,0
38906,38906,2026-07-09,81.00,10,-2
38907,38907,2024-10-30,430.00,19,-2
38908,38908,2024-08-05,301.00,24,-4
38909,38909,2026-02-20,324.00,11,2
38910,38910,2026-03-10,364.00,18,-1
38911,38911,2025-06-24,306.00,4,-4
38912,38912,2024-11-16,770.00,9,-4
38913,38913,2023-02-06,908.00,13,-4
38914,38914,2023-03-08,561.00,13,0
38915,38915,2023-10-28,388.00,2,0
38916,38916,2024-06-23,296.00,21,0
38917,38917,2025-03-03,1.00,20,6
38918,38918,2024-08-01,246.00,5,-5
38919,38919,2026-02-11,673.00,8,-4
38920,38920,2025-03-07,744.00,4,-4
38921,38921,2025-08-04,984.00,23,-4
38922,38922,2026-03-04,794.00,7,9
38923,38923,2026-03-05,155.00,12,-1
38924,38924,2023-09-18,445.00,22,5
38925,38925,2025-08-14,589.00,24,-1
38926,38926,2024-02-15,173.00,5,-5
38927,38927,2026-10-18,487.00,4,-1
38928,38928,2025-08-25,765.00,19,-4
38929,38929,2023-10-25,933.00,4,0
38930,38930,2023-03-24,380.00,9,-3
38931,38931,2023-07-25,158.00,19,7
38932,38932,2026-01-25,196.00,2,-1
38933,38933,2026-06-29,816.00,13,-4
38934,38934,2023-08-11,369.00,1,-4
38935,38935,2023-05-20,556.00,1,-2
38936,38936,2025-04-15,111.00,10,-4
38937,38937,2025-11-15,669.00,16,-4
38938,38938,2023-04-20,759.00,3,-3
38939,38939,2026-09-10,600.00,10,0
38940,38940,2023-07-23,334.00,9,4
38941,38941,2023-07-01,772.00,12,-4
38942,38942,2026-02-14,598.00,14,-2
38943,38943,2024-03-26,530.00,20,0
38944,38944,2026-10-15,198.00,5,-3
38945,38945,2025-12-27,774.00,8,-1
38946,38946,2024-03-26,218.00,8,-2
38947,38947,2023-05-26,750.00,20,-2
38948,38948,2023-05-04,541.00,24,-4
38949,38949,2023-11-17,231.00,14,-4
38950,38950,2025-02-09,42.00,19,-1
38951,38951,2025-10-13,892.00,13,0
38952,38952,2026-01-23,198.00,6,-2
38953,38953,2023-03-29,413.00,14,-5
38954,38954,2023-10-10,803.00,23,0
38955,38955,2025-01-27,741.00,5,9
38956,38956,2024-03-18,947.00,12,-4
38957,38957,2024-02-12,842.00,16,-4
38958,38958,2026-09-19,690.00,16,-5
38959,38959,2026-03-10,182.00,11,7
38960,38960,2025-01-23,645.00,9,-1
38961,38961,2026-01-03,802.00,9,-1
38962,38962,2025-02-27,319.00,9,-3
38963,38963,2023-07-23,951.00,4,7
38964,38964,2026-01-26,518.00,3,-1
38965,38965,2025-10-07,441.00,23,9
38966,38966,2026-10-02,234.00,17,1
38967,38967,2024-09-20,1.00,4,0
38968,38968,2024-05-09,673.00,24,-4
38969,38969,2024-08-04,313.00,1,-4
38970,38970,2025-05-01,301.00,2,-3
38971,38971,2025-11-23,449.00,23,8
38972,38972,2025-05-02,503.00,5,-4
38973,38973,2024-02-12,613.00,1,-3
38974,38974,2024-05-18,280.00,2,-2
38975,38975,2026-11-01,659.00,17,-1
38976,38976,2026-04-06,691.00,20,-3
38977,38977,2023-09-28,571.00,5,-2
38978,38978,2025-07-01,501.00,5,-4
38979,38979,2024-10-27,166.00,12,-4
38980,38980,2026-04-22,833.00,6,5
38981,38981,2024-10-10,515.00,4,0
38982,38982,2026-03-25,485.00,10,-4
38983,38983,2023-08-24,815.00,21,-5
38984,38984,2024-07-28,912.00,18,0
38985,38985,2026-04-15,103.00,19,5
38986,38986,2025-04-19,32.00,6,-1
38987,38987,2026-06-24,423.00,9,-5
38988,38988,2026-02-16,225.00,8,-3
38989,38989,2025-05-22,812.00,10,-4
38990,38990,2024-07-05,11.00,24,-1
38991,38991,2024-12-02,793.00,20,-4
38992,38992,2026-01-31,428.00,10,-5
38993,38993,2025-08-31,22.00,24,-5
38994,38994,2026-03-01,214.00,14,9
38995,38995,2023-06-01,668.00,17,-5
38996,38996,2026-03-10,802.00,11,-1
38997,38997,2024-06-25,705.00,10,-4
38998,38998,2024-02-14,928.00,21,-2
38999,38999,2024-04-01,701.00,18,-1
39000,39000,2023-07-11,128.00,13,-3
39001,39001,2023-04-05,195.00,1,-1
39002,39002,2024-04-27,143.00,13,-5
39003,39003,2026-06-02,782.00,5,-1
39004,39004,2023-07-26,988.00,7,0
39005,39005,2024-11-02,737.00,9,0
39006,39006,2024-06-22,137.00,17,-3
39007,39007,2024-02-16,276.00,3,-4
39008,39008,2026-08-26,655.00,24,-5
39009,39009,2026-08-15,532.00,24,-4
39010,39010,2024-04-11,518.00,9,-3
39011,39011,2023-06-23,520.00,13,-4
39012,39012,2023-07-06,72.00,16,-4
39013,39013,2024-12-04,797.00,6,-4
39014,39014,2025-04-28,36.00,13,-3
39015,39015,2025-01-23,720.00,19,7
39016,39016,2024-06-24,719.00,12,-1
39017,39017,2024-01-02,329.00,19,-1
39018,39018,2023-09-19,393.00,18,-5
39019,39019,2023-10-29,602.00,10,-1
39020,39020,2026-03-21,688.00,7,-4
39021,39021,2024-05-07,996.00,8,-5
39022,39022,2024-03-19,939.00,12,0
39023,39023,2024-05-17,647.00,24,-4
39024,39024,2024-03-21,189.00,10,-5
39025,39025,2023-10-08,308.00,12,-3
39026,39026,2025-06-13,633.00,14,0
39027,39027,2025-01-23,718.00,6,-5
39028,39028,2024-10-25,503.00,7,0
39029,39029,2025-01-26,521.00,23,-5
39030,39030,2026-06-02,200.00,7,0
39031,39031,2025-07-12,203.00,19,-4
39032,39032,2026-08-16,120.00,12,9
39033,39033,2026-05-03,508.00,10,-1
39034,39034,2025-10-07,753.00,3,-4
39035,39035,2024-03-11,685.00,18,-2
39036,39036,2023-05-07,29.00,15,-5
39037,39037,2025-04-11,736.00,1,0
39038,39038,2025-04-24,917.00,9,-2
39039,39039,2025-06-21,56.00,23,-4
39040,39040,2026-05-20,283.00,20,-3
39041,39041,2023-08-09,945.00,22,-5
39042,39042,2024-11-05,220.00,11,-2
39043,39043,2023-07-05,228.00,1,-1
39044,39044,2023-10-08,163.00,3,-3
39045,39045,2023-03-15,658.00,8,-1
39046,39046,2025-07-28,965.00,17,-3
39047,39047,2026-02-01,814.00,19,0
39048,39048,2023-03-29,712.00,19,-2
39049,39049,2024-06-27,449.00,9,-1
39050,39050,2023-09-03,329.00,1,7
39051,39051,2026-08-05,774.00,12,-2
39052,39052,2026-03-23,435.00,8,-2
39053,39053,2026-08-17,52.00,4,-1
39054,39054,2023-04-27,419.00,9,0
39055,39055,2025-11-20,289.00,5,-5
39056,39056,2024-05-01,735.00,25,-5
39057,39057,2024-11-17,910.00,24,-2
39058,39058,2023-03-04,995.00,10,3
39059,39059,2024-12-15,987.00,12,9
39060,39060,2024-01-03,350.00,5,-5
39061,39061,2023-03-15,960.00,5,-4
39062,39062,2026-09-07,223.00,19,0
39063,39063,2026-04-12,220.00,22,-4
39064,39064,2025-05-24,353.00,22,-3
39065,39065,2025-08-07,454.00,23,-1
39066,39066,2023-03-26,948.00,21,0
39067,39067,2026-06-21,74.00,9,-2
39068,39068,2025-02-25,487.00,24,-4
39069,39069,2023-08-25,953.00,19,-1
39070,39070,2024-06-18,261.00,6,-5
39071,39071,2026-06-29,37.00,4,0
39072,39072,2026-08-16,740.00,3,8
39073,39073,2023-09-10,244.00,14,-1
39074,39074,2026-09-10,816.00,18,-5
39075,39075,2026-07-18,528.00,12,-4
39076,39076,2023-12-16,121.00,7,-1
39077,39077,2024-09-14,603.00,15,7
39078,39078,2024-05-19,556.00,3,-4
39079,39079,2024-05-23,995.00,12,6
39080,39080,2023-06-20,520.00,22,-4
39081,39081,2024-07-27,555.00,19,-4
39082,39082,2026-02-19,128.00,21,-5
39083,39083,2024-03-16,35.00,5,-4
39084,39084,2023-11-16,456.00,8,-2
39085,39085,2024-11-12,528.00,10,-4
39086,39086,2026-07-17,800.00,19,5
39087,39087,2026-01-10,590.00,6,-4
39088,39088,2023-04-07,542.00,24,-5
39089,39089,2026-03-20,205.00,1,6
39090,39090,2026-05-20,520.00,4,-4
39091,39091,2025-06-26,358.00,24,6
39092,39092,2024-01-11,921.00,14,-2
39093,39093,2026-02-05,470.00,12,0
39094,39094,2024-08-23,905.00,2,-2
39095,39095,2025-06-30,378.00,4,0
39096,39096,2024-12-01,432.00,25,-5
39097,39097,2023-07-20,656.00,10,-2
39098,39098,2026-08-17,916.00,15,-5
39099,39099,2026-01-28,198.00,14,-2
39100,39100,2024-03-02,491.00,20,-2
39101,39101,2025-11-23,446.00,2,-3
39102,39102,2026-02-12,857.00,1,0
39103,39103,2025-07-14,699.00,23,0
39104,39104,2023-03-23,704.00,12,-4
39105,39105,2026-05-15,899.00,20,-3
39106,39106,2024-07-07,495.00,6,-2
39107,39107,2025-10-24,108.00,10,3
39108,39108,2023-04-04,134.00,23,-4
39109,39109,2023-09-23,263.00,21,0
39110,39110,2023-10-24,942.00,2,-4
39111,39111,2026-07-31,634.00,11,0
39112,39112,2025-09-01,316.00,12,-4
39113,39113,2023-12-11,242.00,22,-5
39114,39114,2024-06-15,219.00,10,-2
39115,39115,2026-09-26,338.00,2,-3
39116,39116,2025-05-02,69.00,21,-1
39117,39117,2023-05-17,1.00,8,-3
39118,39118,2024-08-06,549.00,13,-2
39119,39119,2024-07-25,543.00,18,0
39120,39120,2025-01-07,167.00,25,9
39121,39121,2025-01-31,1.00,18,-4
39122,39122,2025-12-12,644.00,8,-1
39123,39123,2024-12-19,891.00,15,-4
39124,39124,2025-09-17,863.00,10,0
39125,39125,2023-09-24,458.00,19,-1
39126,39126,2023-06-23,475.00,5,0
39127,39127,2023-03-31,868.00,16,-4
39128,39128,2024-12-10,115.00,16,6
39129,39129,2024-04-30,826.00,24,1
39130,39130,2024-08-10,780.00,19,-5
39131,39131,2025-05-20,905.00,7,-1
39132,39132,2023-06-02,799.00,5,6
39133,39133,2025-08-29,485.00,2,-2
39134,39134,2024-08-12,817.00,19,-5
39135,39135,2024-11-14,940.00,8,-5
39136,39136,2024-08-04,913.00,9,-2
39137,39137,2023-02-24,348.00,4,-5
39138,39138,2025-04-17,340.00,24,-1
39139,39139,2026-07-10,90.00,10,-2
39140,39140,2025-04-27,528.00,3,0
39141,39141,2026-02-13,214.00,23,2
39142,39142,2026-04-21,586.00,21,0
39143,39143,2024-12-25,85.00,17,-5
39144,39144,2023-06-20,372.00,2,0
39145,39145,2023-04-19,605.00,8,-2
39146,39146,2024-11-14,60.00,9,0
39147,39147,2024-12-11,462.00,11,-2
39148,39148,2023-06-11,153.00,10,0
39149,39149,2025-08-05,831.00,9,-2
39150,39150,2023-12-28,337.00,8,-5
39151,39151,2025-11-23,340.00,23,-3
39152,39152,2024-04-08,772.00,21,-4
39153,39153,2023-09-22,81.00,5,1
39154,39154,2024-05-02,665.00,23,-3
39155,39155,2025-09-14,443.00,8,-4
39156,39156,2023-06-01,609.00,7,0
39157,39157,2023-07-30,245.00,16,-1
39158,39158,2025-12-18,593.00,5,-5
39159,39159,2025-03-03,631.00,10,-4
39160,39160,2026-06-16,546.00,13,-1
39161,39161,2025-01-29,328.00,2,-2
39162,39162,2023-11-21,495.00,25,-2
39163,39163,2024-02-21,990.00,9,-2
39164,39164,2025-08-22,452.00,5,-1
39165,39165,2023-03-01,158.00,3,0
39166,39166,2023-03-28,462.00,8,-1
39167,39167,2024-12-21,542.00,21,-1
39168,39168,2024-05-14,714.00,20,-1
39169,39169,2023-07-01,355.00,22,-5
39170,39170,2025-01-26,284.00,20,-3
39171,39171,2025-04-11,210.00,17,-1
39172,39172,2023-04-14,271.00,10,0
39173,39173,2025-09-20,769.00,4,-5
39174,39174,2026-02-18,875.00,25,-5
39175,39175,2026-06-02,356.00,9,16
39176,39176,2023-12-31,65.00,15,-3
39177,39177,2026-09-02,760.00,6,0
39178,39178,2026-02-24,1.00,14,-4
39179,39179,2024-08-16,844.00,20,0
39180,39180,2026-11-09,499.00,4,0
39181,39181,2024-12-13,681.00,13,-3
39182,39182,2026-09-19,896.00,22,-5
39183,39183,2026-06-23,619.00,10,-3
39184,39184,2023-06-04,575.00,6,6
39185,39185,2024-01-19,47.00,6,-2
39186,39186,2025-02-28,792.00,13,-5
39187,39187,2025-05-21,379.00,17,-2
39188,39188,2023-06-12,916.00,17,0
39189,39189,2023-02-25,84.00,5,-3
39190,39190,2023-07-14,36.00,21,8
39191,39191,2024-07-20,621.00,9,0
39192,39192,2025-10-22,843.00,1,-3
39193,39193,2023-04-01,384.00,1,9
39194,39194,2026-02-23,237.00,10,-4
39195,39195,2025-02-07,606.00,5,-3
39196,39196,2024-11-29,454.00,22,4
39197,39197,2024-07-11,945.00,9,0
39198,39198,2024-02-14,946.00,8,-2
39199,39199,2025-09-24,864.00,19,10
39200,39200,2023-07-25,972.00,5,-1
39201,39201,2023-09-02,381.00,9,0
39202,39202,2025-01-30,203.00,4,-4
39203,39203,2024-08-20,109.00,22,1
39204,39204,2025-06-29,707.00,5,6
39205,39205,2025-01-31,895.00,19,-1
39206,39206,2024-05-18,968.00,18,-4
39207,39207,2026-02-12,180.00,4,0
39208,39208,2024-09-16,932.00,14,0
39209,39209,2026-02-11,465.00,10,-2
39210,39210,2025-11-10,573.00,8,-4
39211,39211,2024-09-02,52.00,2,5
39212,39212,2023-09-27,522.00,25,0
39213,39213,2025-12-25,234.00,23,-2
39214,39214,2023-01-27,987.00,5,-4
39215,39215,2026-06-01,443.00,12,4
39216,39216,2026-02-17,190.00,4,4
39217,39217,2025-02-05,999.00,19,-1
39218,39218,2023-12-23,769.00,6,0
39219,39219,2025-04-07,287.00,7,0
39220,39220,2025-09-21,637.00,7,-2
39221,39221,2025-07-15,328.00,16,-3
39222,39222,2024-09-08,292.00,17,6
39223,39223,2024-02-14,567.00,11,5
39224,39224,2024-04-12,88.00,10,-3
39225,39225,2024-08-05,523.00,6,-5
39226,39226,2025-06-30,68.00,10,-1
39227,39227,2026-04-22,264.00,14,-4
39228,39228,2023-10-04,81.00,17,0
39229,39229,2024-04-16,79.00,17,9
39230,39230,2023-03-24,883.00,19,-1
39231,39231,2026-11-02,368.00,7,0
39232,39232,2025-11-30,854.00,19,-1
39233,39233,2025-10-18,671.00,23,0
39234,39234,2023-10-05,724.00,8,-3
39235,39235,2023-03-25,115.00,1,-1
39236,39236,2025-04-09,110.00,23,0
39237,39237,2023-07-04,141.00,22,-4
39238,39238,2023-12-10,48.00,3,0
39239,39239,2023-09-12,765.00,13,7
39240,39240,2024-07-01,595.00,10,-3
39241,39241,2025-11-23,407.00,19,-2
39242,39242,2024-12-24,249.00,7,0
39243,39243,2023-05-05,607.00,18,-2
39244,39244,2026-05-13,248.00,21,-4
39245,39245,2025-09-13,133.00,18,4
39246,39246,2025-07-03,262.00,16,-2
39247,39247,2026-03-21,872.00,15,-5
39248,39248,2025-10-23,326.00,8,1
39249,39249,2023-03-30,470.00,24,-5
39250,39250,2025-07-22,67.00,21,0
39251,39251,2024-05-26,237.00,20,7
39252,39252,2025-10-07,327.00,9,-5
39253,39253,2026-05-09,660.00,5,-3
39254,39254,2023-04-02,779.00,20,-5
39255,39255,2026-04-10,861.00,9,-4
39256,39256,2024-10-31,144.00,25,0
39257,39257,2026-07-06,533.00,10,-4
39258,39258,2026-08-19,522.00,8,-4
39259,39259,2025-03-15,720.00,20,0
39260,39260,2025-03-26,509.00,25,-1
39261,39261,2026-08-01,14.00,2,-2
39262,39262,2024-07-05,717.00,11,0
39263,39263,2023-12-09,628.00,6,0
39264,39264,2025-04-15,911.00,21,-3
39265,39265,2025-03-27,226.00,16,9
39266,39266,2024-05-12,340.00,7,-3
39267,39267,2024-06-10,279.00,17,-2
39268,39268,2024-12-29,230.00,4,-3
39269,39269,2023-08-01,996.00,13,-1
39270,39270,2023-04-20,977.00,10,-5
39271,39271,2025-02-21,13.00,19,-2
39272,39272,2026-03-21,167.00,11,9
39273,39273,2025-04-12,956.00,18,1
39274,39274,2023-10-18,392.00,14,-5
39275,39275,2023-06-12,390.00,23,-1
39276,39276,2026-08-05,572.00,1,-4
39277,39277,2025-02-02,282.00,12,-4
39278,39278,2023-09-20,547.00,4,-2
39279,39279,2024-10-22,384.00,25,0
39280,39280,2023-06-05,892.00,19,-1
39281,39281,2024-09-28,502.00,18,2
39282,39282,2025-07-03,13.00,12,-3
39283,39283,2024-08-01,914.00,25,-4
39284,39284,2026-01-01,243.00,14,-2
39285,39285,2023-03-05,299.00,5,-4
39286,39286,2026-08-12,921.00,23,5
39287,39287,2026-09-23,9.00,23,-2
39288,39288,2026-01-07,641.00,5,-2
39289,39289,2024-03-10,944.00,4,-4
39290,39290,2024-03-28,972.00,24,-4
39291,39291,2024-03-07,285.00,11,-5
39292,39292,2023-05-26,914.00,5,-1
39293,39293,2023-11-07,770.00,17,6
39294,39294,2024-08-16,435.00,13,-2
39295,39295,2024-03-13,502.00,9,-3
39296,39296,2025-03-29,448.00,12,0
39297,39297,2026-01-13,254.00,20,-3
39298,39298,2023-03-11,931.00,6,-4
39299,39299,2026-06-07,821.00,20,5
39300,39300,2023-07-28,894.00,19,0
39301,39301,2023-11-26,133.00,13,-3
39302,39302,2026-01-18,593.00,22,-4
39303,39303,2026-03-16,406.00,6,-5
39304,39304,2025-02-15,839.00,8,9
39305,39305,2026-07-28,160.00,4,0
39306,39306,2023-04-15,517.00,1,-3
39307,39307,2025-06-07,397.00,24,-3
39308,39308,2024-02-14,16.00,6,-5
39309,39309,2024-07-20,209.00,18,-1
39310,39310,2025-10-31,859.00,11,-4
39311,39311,2023-09-02,110.00,13,-4
39312,39312,2026-06-13,526.00,19,-3
39313,39313,2024-04-23,524.00,21,10
39314,39314,2023-11-10,780.00,10,-1
39315,39315,2026-07-30,641.00,12,-1
39316,39316,2026-02-05,282.00,8,-2
39317,39317,2024-07-08,762.00,17,-1
39318,39318,2023-02-13,717.00,17,6
39319,39319,2026-04-10,419.00,3,-2
39320,39320,2024-06-27,48.00,7,-3
39321,39321,2026-08-02,421.00,7,9
39322,39322,2024-10-08,400.00,22,0
39323,39323,2025-10-16,402.00,10,-4
39324,39324,2026-03-19,863.00,8,-5
39325,39325,2025-05-22,93.00,18,-4
39326,39326,2024-08-27,811.00,10,-2
39327,39327,2023-06-14,126.00,2,-5
39328,39328,2023-09-11,99.00,14,-1
39329,39329,2023-04-27,478.00,20,3
39330,39330,2026-07-29,671.00,2,-2
39331,39331,2026-06-27,588.00,20,0
39332,39332,2024-07-14,900.00,8,-1
39333,39333,2024-07-25,725.00,10,-4
39334,39334,2023-07-03,810.00,19,-1
39335,39335,2023-06-09,139.00,1,-5
39336,39336,2025-12-09,703.00,1,-1
39337,39337,2025-02-26,214.00,12,-1
39338,39338,2026-08-31,443.00,6,-3
39339,39339,2023-07-20,83.00,22,-2
39340,39340,2025-02-02,817.00,15,-4
39341,39341,2026-03-24,117.00,23,6
39342,39342,2023-07-02,522.00,11,-4
39343,39343,2024-12-13,858.00,13,-1
39344,39344,2026-05-09,321.00,4,-1
39345,39345,2025-11-21,17.00,16,-5
39346,39346,2024-01-28,768.00,17,-5
39347,39347,2026-05-18,435.00,10,0
39348,39348,2024-12-16,662.00,22,-4
39349,39349,2023-07-17,689.00,8,-4
39350,39350,2023-07-17,880.00,25,0
39351,39351,2024-07-23,138.00,21,2
39352,39352,2026-09-27,214.00,12,-4
39353,39353,2025-01-10,420.00,25,-4
39354,39354,2025-10-08,89.00,19,-4
39355,39355,2023-10-05,240.00,8,0
39356,39356,2025-04-11,581.00,15,-5
39357,39357,2024-04-18,135.00,5,-5
39358,39358,2024-05-16,325.00,2,-5
39359,39359,2024-11-10,769.00,1,-5
39360,39360,2023-07-02,166.00,2,0
39361,39361,2024-03-03,191.00,7,-2
39362,39362,2024-04-25,889.00,17,-5
39363,39363,2023-02-23,444.00,6,-2
39364,39364,2025-09-07,438.00,3,8
39365,39365,2023-07-21,35.00,22,-4
39366,39366,2025-01-01,550.00,24,0
39367,39367,2025-02-14,956.00,22,-3
39368,39368,2024-03-18,109.00,13,-5
39369,39369,2023-10-01,480.00,24,1
39370,39370,2024-06-09,312.00,9,-5
39371,39371,2024-07-24,688.00,11,-4
39372,39372,2023-10-17,322.00,7,9
39373,39373,2026-08-03,105.00,13,-1
39374,39374,2025-09-20,603.00,25,5
39375,39375,2026-09-06,156.00,9,-4
