PO_LINE_ID,PO_ID,PART_ID,QUANTITY,UNIT_PRICE,PROMISE_DATE
34277,11426,10219,493.00,236.85,2025-05-03
34278,11426,15263,852.00,230.37,2026-02-19
34279,11427,4198,560.00,13.73,2026-05-30
34280,11427,29459,199.00,447.28,2026-08-05
34281,11427,2148,408.00,248.65,2026-04-25
34282,11428,4870,256.00,202.66,2025-09-23
34283,11428,837,955.00,238.69,2024-08-28
34284,11428,8558,24.00,153.56,2025-04-12
34285,11429,19365,507.00,92.99,2023-02-10
34286,11429,13097,794.00,248.50,2025-12-17
34287,11429,24803,103.00,174.24,2024-06-03
34288,11430,22731,139.00,201.41,2024-12-25
34289,11430,5621,18.00,410.59,2025-03-04
34290,11430,14845,347.00,184.54,2025-06-07
34291,11431,23453,80.00,248.52,2024-03-15
34292,11431,11690,731.00,274.78,2026-07-12
34293,11431,1480,814.00,448.07,2023-11-08
34294,11432,23162,548.00,167.07,2023-12-14
34295,11432,14380,328.00,469.26,2024-10-18
34296,11432,19303,955.00,50.34,2024-03-06
34297,11433,2887,756.00,39.36,2025-11-05
34298,11433,5108,32.00,491.98,2025-05-28
34299,11433,8637,178.00,387.39,2024-10-13
34300,11434,24970,994.00,304.95,2025-07-23
34301,11434,14164,705.00,204.66,2025-02-22
34302,11434,23302,115.00,369.01,2026-07-30
34303,11435,26815,255.00,386.18,2026-08-05
34304,11435,25547,43.00,152.37,2026-10-10
34305,11435,1991,167.00,147.59,2024-11-05
34306,11436,24564,746.00,179.58,2024-07-26
34307,11436,2685,689.00,399.98,2023-11-20
34308,11436,4985,747.00,410.46,2024-06-30
34309,11437,2743,313.00,112.02,2026-11-13
34310,11437,25927,313.00,152.76,2024-07-22
34311,11437,28509,303.00,230.69,2025-09-26
34312,11438,7954,746.00,185.57,2023-01-30
34313,11438,10514,44.00,313.19,2023-04-28
34314,11438,11133,811.00,54.06,2023-09-10
34315,11439,18040,477.00,21.83,2024-11-01
34316,11439,3350,173.00,158.56,2023-02-10
34317,11439,20731,701.00,243.45,2025-11-25
34318,11440,1129,707.00,167.19,2024-04-03
34319,11440,27052,921.00,1.46,2026-05-04
34320,11440,24482,897.00,282.03,2026-06-15
34321,11441,14809,796.00,197.55,2023-11-29
34322,11441,7118,624.00,238.85,2024-11-06
34323,11441,29232,858.00,59.62,2026-05-29
34324,11442,25099,408.00,352.66,2024-05-08
34325,11442,5368,191.00,149.58,2026-05-03
34326,11442,22018,202.00,155.18,2025-04-25
34327,11443,26139,276.00,323.89,2025-04-07
34328,11443,9973,968.00,68.71,2025-11-22
34329,11443,8840,548.00,255.86,2024-11-06
34330,11444,6717,608.00,428.05,2024-04-21
34331,11444,17945,879.00,119.04,2023-03-12
34332,11444,20209,294.00,262.30,2024-11-13
34333,11445,26500,765.00,313.77,2026-11-02
34334,11445,7234,663.00,474.13,2024-09-20
34335,11445,1115,825.00,73.76,2025-06-09
34336,11446,25842,529.00,380.80,2025-02-08
34337,11446,912,112.00,300.95,2023-09-16
34338,11446,1211,928.00,471.19,2025-05-02
34339,11447,7848,197.00,146.98,2024-11-06
34340,11447,17554,759.00,444.53,2023-03-04
34341,11447,19204,608.00,419.56,2026-06-09
34342,11448,25354,582.00,434.52,2024-03-24
34343,11448,466,182.00,473.74,2026-08-24
34344,11448,6121,429.00,459.22,2023-04-30
34345,11449,344,145.00,358.84,2026-06-01
34346,11449,12589,440.00,198.40,2025-08-31
34347,11449,2710,106.00,73.02,2025-11-26
34348,11450,4947,150.00,224.74,2025-08-22
34349,11450,18547,924.00,283.64,2024-02-12
34350,11450,11367,837.00,134.47,2026-04-15
34351,11451,17510,377.00,70.50,2023-09-02
34352,11451,19812,617.00,3.93,2024-05-27
34353,11451,2588,875.00,285.25,2025-05-13
34354,11452,16328,229.00,326.73,2025-07-20
34355,11452,12292,317.00,62.29,2025-11-06
34356,11452,5685,366.00,203.41,2024-03-31
34357,11453,9465,389.00,426.26,2025-02-25
34358,11453,10804,446.00,164.33,2025-05-09
34359,11453,9335,455.00,313.77,2023-07-02
34360,11454,19787,360.00,174.81,2025-06-15
34361,11454,20372,532.00,499.59,2026-10-08
34362,11454,29999,401.00,195.73,2023-09-17
34363,11455,19681,832.00,46.05,2024-02-03
34364,11455,15135,421.00,81.74,2024-08-10
34365,11455,19015,372.00,465.41,2023-09-12
34366,11456,29758,470.00,445.17,2024-09-21
34367,11456,17275,440.00,315.69,2024-04-29
34368,11456,8992,715.00,51.42,2023-12-27
34369,11457,7202,921.00,125.94,2025-05-16
34370,11457,10116,173.00,14.29,2025-01-16
34371,11457,26351,672.00,482.98,2024-12-08
34372,11458,6951,274.00,252.96,2024-07-20
34373,11458,4998,960.00,214.31,2026-04-09
34374,11458,18805,536.00,377.98,2025-07-28
34375,11459,29253,914.00,86.78,2023-04-24
34376,11459,26309,654.00,48.07,2026-06-03
34377,11459,21400,84.00,496.97,2023-04-11
34378,11460,27372,184.00,236.40,2025-02-07
34379,11460,23017,884.00,236.77,2025-09-25
34380,11460,20990,503.00,244.92,2025-10-12
34381,11461,6259,15.00,51.26,2026-10-19
34382,11461,4803,377.00,497.97,2023-09-29
34383,11461,24229,786.00,180.17,2025-10-28
34384,11462,27738,336.00,74.71,2024-10-04
34385,11462,16021,821.00,43.84,2024-06-20
34386,11462,23694,199.00,229.47,2023-05-11
34387,11463,14639,587.00,435.03,2025-07-03
34388,11463,24415,756.00,470.16,2025-04-15
34389,11463,8844,951.00,33.56,2023-09-04
34390,11464,10834,954.00,16.07,2025-05-02
34391,11464,11547,488.00,87.91,2025-09-20
34392,11464,20875,159.00,388.00,2024-04-22
34393,11465,11886,656.00,423.31,2026-07-25
34394,11465,25482,482.00,210.39,2023-08-02
34395,11465,23265,608.00,384.48,2026-11-17
34396,11466,9667,868.00,225.31,2023-11-10
34397,11466,15653,960.00,83.78,2024-07-14
34398,11466,27774,850.00,427.06,2024-10-09
34399,11467,2986,435.00,479.84,2025-09-27
34400,11467,5704,340.00,278.17,2025-04-07
34401,11467,8917,120.00,417.83,2025-01-18
34402,11468,1546,204.00,114.32,2025-04-26
34403,11468,18487,40.00,176.94,2026-03-06
34404,11468,17050,739.00,169.59,2024-02-14
34405,11469,3271,441.00,236.57,2023-11-04
34406,11469,10706,677.00,55.70,2024-09-26
34407,11469,2276,802.00,415.28,2026-09-03
34408,11470,3725,320.00,79.85,2025-03-15
34409,11470,3370,967.00,232.67,2026-04-14
34410,11470,29730,609.00,31.94,2023-10-23
34411,11471,2775,888.00,460.53,2026-02-02
34412,11471,17796,473.00,241.30,2026-08-21
34413,11471,22711,380.00,375.99,2024-06-19
34414,11472,20940,289.00,228.95,2024-02-14
34415,11472,22883,345.00,13.68,2026-07-23
34416,11472,7757,844.00,89.90,2025-12-02
34417,11473,26971,30.00,387.56,2026-03-10
34418,11473,29,855.00,220.16,2026-03-17
34419,11473,26331,687.00,258.67,2024-02-28
34420,11474,6092,866.00,327.74,2023-07-23
34421,11474,15412,922.00,311.65,2026-07-20
34422,11474,11750,367.00,335.66,2025-05-11
34423,11475,403,598.00,486.12,2026-03-09
34424,11475,22711,254.00,186.73,2023-03-15
34425,11475,5928,158.00,303.62,2026-01-15
34426,11476,24678,365.00,189.41,2023-03-22
34427,11476,520,922.00,448.55,2025-05-23
34428,11476,13239,703.00,233.61,2026-04-01
34429,11477,27975,781.00,206.91,2026-03-12
34430,11477,19144,836.00,437.17,2024-09-01
34431,11477,9940,384.00,18.90,2023-12-28
34432,11478,27718,660.00,478.01,2025-06-27
34433,11478,16613,138.00,475.38,2024-01-16
34434,11478,9132,647.00,386.13,2025-03-26
34435,11479,15440,338.00,263.50,2025-12-01
34436,11479,12900,900.00,202.17,2023-06-19
34437,11479,10134,500.00,285.73,2023-03-16
34438,11480,3035,725.00,369.94,2025-12-15
34439,11480,25286,95.00,58.47,2025-01-25
34440,11480,9556,982.00,17.37,2023-08-04
34441,11481,19070,568.00,269.34,2024-10-22
34442,11481,8007,320.00,412.44,2026-03-19
34443,11481,3303,459.00,151.01,2024-08-24
34444,11482,20830,544.00,241.45,2024-02-22
34445,11482,28207,632.00,466.95,2026-09-03
34446,11482,27002,684.00,294.17,2026-07-02
34447,11483,25173,584.00,472.49,2026-11-11
34448,11483,3069,646.00,37.03,2026-05-16
34449,11483,2796,422.00,276.33,2025-08-18
34450,11484,13128,920.00,279.43,2024-10-30
34451,11484,8765,42.00,479.65,2025-10-11
34452,11484,12057,152.00,23.92,2023-03-06
34453,11485,29764,878.00,317.91,2024-01-04
34454,11485,3570,66.00,35.63,2023-06-04
34455,11485,25060,522.00,274.10,2023-11-01
34456,11486,27563,528.00,432.46,2026-05-14
34457,11486,29489,702.00,497.87,2025-12-27
34458,11486,12157,86.00,496.53,2026-10-15
34459,11487,22040,831.00,249.86,2025-10-14
34460,11487,7827,289.00,397.42,2026-01-12
34461,11487,10616,147.00,433.46,2026-07-20
34462,11488,626,139.00,259.04,2026-09-21
34463,11488,19048,974.00,350.55,2025-12-13
34464,11488,16700,931.00,77.89,2026-10-19
34465,11489,11405,641.00,329.00,2023-02-06
34466,11489,3749,499.00,233.04,2024-12-23
34467,11489,20126,578.00,19.37,2026-01-04
34468,11490,19486,937.00,499.64,2023-03-22
34469,11490,26991,137.00,248.03,2026-06-19
34470,11490,3527,317.00,466.32,2025-03-27
34471,11491,20055,444.00,285.62,2023-03-21
34472,11491,4554,208.00,73.58,2025-10-14
34473,11491,14266,282.00,490.25,2023-09-30
34474,11492,15409,191.00,426.73,2023-08-01
34475,11492,27535,445.00,32.20,2024-09-10
34476,11492,18390,542.00,389.85,2025-01-19
34477,11493,2367,98.00,108.26,2025-04-06
34478,11493,28075,984.00,405.43,2025-08-24
34479,11493,11795,160.00,479.31,2025-08-15
34480,11494,22982,654.00,177.25,2026-08-12
34481,11494,7822,987.00,36.70,2024-06-21
34482,11494,26794,682.00,22.93,2025-07-28
34483,11495,22553,935.00,398.87,2026-06-09
34484,11495,24930,697.00,147.34,2023-08-18
34485,11495,10242,687.00,497.39,2026-04-11
34486,11496,17414,735.00,144.73,2024-01-05
34487,11496,23597,498.00,255.40,2023-02-16
34488,11496,21886,107.00,474.69,2026-08-06
34489,11497,23406,311.00,252.14,2024-05-16
34490,11497,28069,250.00,478.65,2023-08-31
34491,11497,3657,297.00,91.93,2024-03-14
34492,11498,15195,626.00,452.23,2026-07-17
34493,11498,19739,658.00,243.04,2025-01-22
34494,11498,6412,694.00,212.92,2024-06-23
34495,11499,8036,814.00,40.97,2026-02-25
34496,11499,28499,139.00,161.16,2026-05-19
34497,11499,18436,493.00,441.47,2026-05-06
34498,11500,13457,479.00,380.57,2023-10-06
34499,11500,1495,171.00,147.67,2024-10-04
34500,11500,7403,451.00,140.52,2023-05-17
34501,11501,12020,966.00,369.46,2024-04-07
34502,11501,13778,793.00,154.82,2025-06-12
34503,11501,18260,41.00,97.08,2026-01-01
34504,11502,26279,905.00,487.84,2025-01-15
34505,11502,5562,789.00,55.42,2024-08-03
34506,11502,17616,870.00,402.41,2026-10-14
34507,11503,14803,916.00,422.69,2025-03-02
34508,11503,23313,94.00,56.62,2025-04-09
34509,11503,17985,244.00,347.59,2023-06-12
34510,11504,12665,450.00,313.32,2025-02-20
34511,11504,8882,301.00,121.95,2024-09-10
34512,11504,28729,940.00,211.96,2026-03-03
34513,11505,8896,312.00,221.27,2023-07-13
34514,11505,18486,246.00,5.78,2026-03-31
34515,11505,10427,326.00,94.77,2023-08-12
34516,11506,3648,32.00,89.04,2026-01-03
34517,11506,27358,653.00,468.09,2024-05-30
34518,11506,26971,113.00,143.46,2025-09-30
34519,11507,837,301.00,58.95,2024-08-28
34520,11507,24212,785.00,169.65,2024-12-19
34521,11507,19035,663.00,279.43,2025-12-18
34522,11508,27724,20.00,103.72,2025-06-07
34523,11508,22750,749.00,357.51,2025-09-22
34524,11508,18648,104.00,98.69,2024-05-12
34525,11509,8627,388.00,260.53,2026-08-17
34526,11509,9008,509.00,124.47,2023-11-04
34527,11509,25018,805.00,416.22,2025-02-05
34528,11510,25469,392.00,471.12,2025-11-26
34529,11510,9199,965.00,151.20,2025-11-07
34530,11510,22359,963.00,60.68,2026-06-11
34531,11511,17357,398.00,105.08,2023-12-28
34532,11511,18088,998.00,21.99,2023-09-09
34533,11511,26084,695.00,225.25,2023-09-12
34534,11512,24540,857.00,139.33,2024-03-10
34535,11512,19079,679.00,225.78,2026-08-20
34536,11512,25118,382.00,422.63,2024-03-18
34537,11513,22025,456.00,358.53,2025-08-20
34538,11513,13876,874.00,228.76,2024-09-22
34539,11513,17733,173.00,154.01,2024-11-19
34540,11514,11144,743.00,254.99,2025-08-07
34541,11514,16823,506.00,28.88,2025-07-14
34542,11514,24303,243.00,113.35,2024-11-18
34543,11515,9762,91.00,164.68,2026-01-25
34544,11515,15199,756.00,455.15,2025-05-16
34545,11515,5397,293.00,107.59,2023-09-11
34546,11516,12168,106.00,206.93,2025-12-13
34547,11516,20345,418.00,93.02,2024-10-13
34548,11516,658,221.00,227.82,2023-10-18
34549,11517,15885,365.00,414.80,2026-05-22
34550,11517,28761,463.00,360.81,2025-10-22
34551,11517,14712,707.00,302.49,2023-04-28
34552,11518,26986,796.00,468.41,2024-03-01
34553,11518,28250,779.00,280.35,2026-10-19
34554,11518,14914,572.00,190.61,2024-03-09
34555,11519,24547,986.00,332.35,2026-02-06
34556,11519,24148,301.00,101.27,2023-09-01
34557,11519,20882,255.00,154.57,2023-03-17
34558,11520,26805,94.00,339.73,2025-01-01
34559,11520,7227,253.00,349.04,2023-07-04
34560,11520,29671,828.00,130.74,2025-05-29
34561,11521,21845,401.00,164.15,2023-11-11
34562,11521,19252,164.00,199.54,2026-07-26
34563,11521,665,386.00,286.30,2023-09-03
34564,11522,9508,258.00,289.00,2024-06-18
34565,11522,15878,464.00,326.21,2024-05-30
34566,11522,13403,583.00,263.25,2024-05-08
34567,11523,6790,394.00,239.60,2024-04-30
34568,11523,17552,135.00,414.76,2023-10-15
34569,11523,16070,399.00,426.42,2024-11-10
34570,11524,13139,307.00,43.98,2024-11-20
34571,11524,16452,559.00,82.74,2025-01-26
34572,11524,6024,462.00,190.00,2026-05-30
34573,11525,10914,326.00,426.17,2024-09-17
34574,11525,10269,825.00,178.38,2024-07-14
34575,11525,20136,371.00,260.79,2026-09-09
34576,11526,16407,561.00,93.92,2025-03-19
34577,11526,15588,637.00,190.91,2024-06-04
34578,11526,5530,903.00,109.09,2024-09-01
34579,11527,28137,233.00,145.31,2025-10-08
34580,11527,12569,119.00,342.04,2025-12-25
34581,11527,27599,676.00,71.98,2025-04-08
34582,11528,21225,116.00,323.49,2024-03-22
34583,11528,24284,982.00,315.54,2024-05-29
34584,11528,26797,248.00,38.88,2026-09-23
34585,11529,1044,627.00,94.75,2026-11-09
34586,11529,27361,937.00,178.31,2023-10-09
34587,11529,6457,865.00,258.05,2023-08-29
34588,11530,22437,856.00,197.22,2023-10-18
34589,11530,311,833.00,426.92,2025-10-26
34590,11530,12576,775.00,105.61,2026-11-04
34591,11531,13152,77.00,278.60,2025-05-10
34592,11531,19504,178.00,259.89,2026-01-31
34593,11531,9130,992.00,69.82,2024-09-14
34594,11532,28121,589.00,336.61,2023-07-04
34595,11532,5873,624.00,103.81,2024-09-24
34596,11532,26467,261.00,363.41,2024-01-01
34597,11533,29085,596.00,65.66,2024-01-01
34598,11533,11195,248.00,305.71,2024-09-21
34599,11533,5344,165.00,340.29,2024-12-23
34600,11534,1136,486.00,283.89,2026-03-19
34601,11534,757,588.00,199.98,2023-06-08
34602,11534,11329,510.00,232.81,2023-05-21
34603,11535,1907,929.00,57.48,2023-02-03
34604,11535,8462,329.00,294.45,2026-11-24
34605,11535,7775,598.00,231.42,2025-02-25
34606,11536,3886,932.00,58.11,2025-08-16
34607,11536,19849,897.00,379.05,2024-12-17
34608,11536,17935,152.00,464.77,2026-08-02
34609,11537,2997,798.00,275.26,2025-06-20
34610,11537,21579,592.00,452.97,2024-06-21
34611,11537,26805,180.00,17.01,2026-07-22
34612,11538,26004,679.00,381.19,2023-07-23
34613,11538,25483,241.00,87.10,2024-03-14
34614,11538,558,367.00,354.27,2024-10-02
34615,11539,14370,623.00,353.71,2024-06-22
34616,11539,1919,575.00,468.29,2025-08-10
34617,11539,24822,816.00,195.40,2024-11-09
34618,11540,17354,498.00,179.56,2026-09-10
34619,11540,11447,583.00,7.91,2024-11-09
34620,11540,21895,122.00,346.19,2025-06-29
34621,11541,21943,445.00,83.89,2024-02-19
34622,11541,4563,898.00,390.12,2025-02-27
34623,11541,4510,365.00,242.91,2025-05-12
34624,11542,1640,813.00,196.41,2026-05-31
34625,11542,11706,866.00,130.41,2026-06-01
34626,11542,24476,733.00,120.96,2025-09-01
34627,11543,15384,51.00,483.71,2024-11-20
34628,11543,19094,255.00,152.57,2023-03-22
34629,11543,1887,625.00,310.82,2023-11-29
34630,11544,7408,434.00,154.90,2023-09-12
34631,11544,29780,364.00,308.78,2023-09-20
34632,11544,15409,843.00,406.59,2023-05-12
34633,11545,20074,407.00,401.11,2024-12-03
34634,11545,25530,979.00,462.39,2023-06-19
34635,11545,5967,601.00,92.06,2024-02-21
34636,11546,8131,884.00,430.41,2023-09-17
34637,11546,2590,53.00,404.34,2025-01-06
34638,11546,13741,288.00,347.29,2025-11-12
34639,11547,3698,681.00,84.07,2024-04-12
34640,11547,22056,869.00,134.72,2023-08-05
34641,11547,21556,204.00,36.31,2023-12-11
34642,11548,9850,641.00,40.53,2025-10-21
34643,11548,23022,987.00,110.50,2023-05-13
34644,11548,26942,926.00,31.55,2024-07-19
34645,11549,26769,229.00,243.28,2023-12-13
34646,11549,19827,485.00,363.48,2023-12-24
34647,11549,21267,850.00,170.80,2026-02-15
34648,11550,25844,103.00,495.46,2026-09-18
34649,11550,3105,122.00,160.16,2024-01-06
34650,11550,8226,950.00,490.44,2025-07-09
34651,11551,961,345.00,236.45,2026-09-11
34652,11551,19009,624.00,105.77,2023-03-01
34653,11551,21246,439.00,80.76,2023-08-27
34654,11552,13134,420.00,447.83,2025-02-17
34655,11552,21748,12.00,107.59,2024-07-26
34656,11552,29702,229.00,173.74,2026-02-24
34657,11553,14586,823.00,81.59,2023-08-02
34658,11553,24224,398.00,210.55,2024-01-17
34659,11553,19271,83.00,258.27,2023-06-09
34660,11554,14930,277.00,348.10,2024-08-16
34661,11554,29846,48.00,379.70,2026-03-19
34662,11554,29393,889.00,17.98,2025-08-30
34663,11555,19288,30.00,421.21,2024-12-01
34664,11555,25884,590.00,334.25,2026-01-31
34665,11555,28637,676.00,37.28,2024-09-22
34666,11556,10364,419.00,150.17,2026-07-06
34667,11556,28027,773.00,350.70,2025-11-21
34668,11556,11461,147.00,77.76,2024-12-09
34669,11557,20396,208.00,68.89,2023-10-20
34670,11557,28522,572.00,369.77,2026-07-03
34671,11557,19103,592.00,65.42,2026-09-26
34672,11558,9975,268.00,158.67,2025-02-22
34673,11558,24996,767.00,24.97,2025-12-27
34674,11558,28175,950.00,133.59,2024-08-27
34675,11559,28543,173.00,229.69,2023-12-30
34676,11559,16843,843.00,258.38,2024-11-10
34677,11559,7310,544.00,95.98,2025-07-16
34678,11560,28629,261.00,173.58,2026-07-14
34679,11560,2443,899.00,121.35,2024-02-29
34680,11560,6962,45.00,3.03,2025-09-18
34681,11561,18424,66.00,52.61,2026-07-28
34682,11561,20118,614.00,193.75,2026-02-12
34683,11561,21122,443.00,298.13,2026-08-14
34684,11562,18833,924.00,394.83,2023-10-02
34685,11562,2383,535.00,386.90,2024-01-28
34686,11562,13740,993.00,9.92,2026-04-02
34687,11563,26403,380.00,453.35,2024-02-21
34688,11563,26204,486.00,453.29,2026-06-20
34689,11563,29261,319.00,296.74,2025-02-09
34690,11564,18917,958.00,256.86,2024-05-05
34691,11564,20619,750.00,250.38,2026-05-02
34692,11564,28935,742.00,343.64,2025-12-02
34693,11565,17937,14.00,277.18,2026-09-03
34694,11565,11312,139.00,394.66,2025-06-03
34695,11565,19687,120.00,201.17,2025-04-12
34696,11566,2678,810.00,163.23,2023-08-11
34697,11566,9058,263.00,450.66,2023-10-29
34698,11566,28215,735.00,358.14,2026-04-16
34699,11567,16790,880.00,215.11,2024-03-05
34700,11567,6861,146.00,202.15,2025-09-11
34701,11567,1024,233.00,125.65,2023-06-18
34702,11568,10785,811.00,255.56,2025-01-31
34703,11568,17667,950.00,35.34,2025-04-03
34704,11568,1367,604.00,211.06,2025-12-20
34705,11569,29867,129.00,475.78,2023-06-10
34706,11569,12473,304.00,326.18,2023-03-26
34707,11569,20244,506.00,134.73,2024-04-25
34708,11570,21009,56.00,143.61,2026-09-08
34709,11570,28571,216.00,323.80,2024-03-18
34710,11570,12340,858.00,73.04,2026-05-08
34711,11571,11591,844.00,55.81,2026-02-09
34712,11571,8121,206.00,179.73,2024-08-01
34713,11571,943,143.00,63.21,2026-06-02
34714,11572,13502,552.00,287.35,2024-12-04
34715,11572,17057,796.00,212.77,2025-12-22
34716,11572,3642,690.00,91.65,2025-09-14
34717,11573,2415,573.00,121.82,2023-06-10
34718,11573,9110,202.00,379.70,2024-05-30
34719,11573,26540,370.00,400.14,2026-04-22
34720,11574,26951,989.00,446.27,2023-06-01
34721,11574,17460,682.00,487.44,2025-03-26
34722,11574,15413,770.00,239.12,2026-03-17
34723,11575,10864,230.00,246.78,2025-12-30
34724,11575,7406,133.00,483.23,2026-01-25
34725,11575,6877,776.00,427.57,2023-09-02
34726,11576,6267,722.00,310.07,2023-08-04
34727,11576,9431,370.00,37.04,2025-10-01
34728,11576,22686,139.00,397.21,2024-03-01
34729,11577,13288,279.00,38.19,2025-05-07
34730,11577,16078,113.00,21.01,2023-03-19
34731,11577,4634,309.00,409.54,2023-06-16
34732,11578,4043,193.00,315.06,2026-06-15
34733,11578,20884,925.00,436.42,2024-10-06
34734,11578,13043,389.00,276.03,2023-05-28
34735,11579,24796,155.00,9.55,2023-07-29
34736,11579,13763,901.00,395.35,2025-02-19
34737,11579,1226,643.00,322.43,2023-11-19
34738,11580,11765,352.00,427.48,2025-06-06
34739,11580,8943,471.00,129.02,2024-10-22
34740,11580,16087,972.00,485.18,2025-12-24
34741,11581,28317,371.00,442.43,2026-01-01
34742,11581,9390,972.00,495.43,2025-10-29
34743,11581,21455,68.00,30.71,2026-09-26
34744,11582,13900,897.00,29.42,2024-03-11
34745,11582,7390,608.00,245.70,2023-03-06
34746,11582,22150,949.00,75.97,2025-05-28
34747,11583,21688,93.00,474.74,2025-01-06
34748,11583,5564,878.00,469.55,2024-10-30
34749,11583,6956,253.00,154.72,2025-10-13
34750,11584,12807,283.00,97.71,2024-11-18
34751,11584,9142,611.00,363.23,2023-10-17
34752,11584,17039,344.00,211.12,2025-09-01
34753,11585,15296,75.00,112.07,2026-08-04
34754,11585,8505,239.00,68.80,2024-04-01
34755,11585,22365,40.00,390.92,2024-11-26
34756,11586,12814,735.00,435.33,2023-09-11
34757,11586,9523,844.00,205.86,2026-10-14
34758,11586,13120,953.00,412.54,2025-12-01
34759,11587,2702,437.00,317.55,2026-01-25
34760,11587,9112,850.00,148.38,2025-08-25
34761,11587,12137,283.00,91.21,2023-11-01
34762,11588,20865,309.00,360.31,2024-05-23
34763,11588,5206,366.00,98.59,2023-05-22
34764,11588,19327,267.00,404.09,2023-12-14
34765,11589,596,209.00,332.50,2025-10-27
34766,11589,2356,304.00,400.98,2023-09-21
34767,11589,18879,402.00,485.81,2023-05-31
34768,11590,18386,580.00,342.18,2025-09-30
34769,11590,22118,655.00,467.95,2026-01-23
34770,11590,25139,893.00,204.81,2023-07-09
34771,11591,24116,610.00,139.59,2024-09-25
34772,11591,19045,726.00,281.26,2025-07-12
34773,11591,27850,539.00,3.34,2024-12-29
34774,11592,16782,132.00,194.93,2025-08-13
34775,11592,4248,878.00,278.16,2024-09-11
34776,11592,11898,505.00,310.66,2023-12-01
34777,11593,29307,118.00,219.49,2024-04-04
34778,11593,7131,72.00,273.52,2024-06-29
34779,11593,4848,723.00,247.85,2025-09-13
34780,11594,15756,355.00,217.65,2024-06-16
34781,11594,9996,15.00,492.82,2024-09-17
34782,11594,11282,176.00,384.74,2026-07-28
34783,11595,20491,572.00,371.42,2025-10-21
34784,11595,10157,195.00,133.42,2024-05-02
34785,11595,11822,346.00,386.89,2026-07-18
34786,11596,25591,790.00,54.81,2024-09-14
34787,11596,7087,896.00,77.82,2024-02-10
34788,11596,4102,905.00,175.85,2023-06-24
34789,11597,19611,715.00,302.99,2026-09-17
34790,11597,17331,677.00,157.04,2026-04-16
34791,11597,23931,113.00,43.26,2024-10-20
34792,11598,3335,413.00,339.99,2026-06-15
34793,11598,14197,587.00,435.02,2026-01-25
34794,11598,26816,354.00,361.45,2024-10-17
34795,11599,21591,180.00,116.33,2024-02-03
34796,11599,18749,570.00,135.16,2026-02-14
34797,11599,20074,422.00,167.02,2026-09-22
34798,11600,13105,849.00,175.02,2026-01-14
34799,11600,63,470.00,439.89,2025-12-14
34800,11600,26065,518.00,166.21,2024-12-13
34801,11601,13641,428.00,275.22,2024-01-19
34802,11601,5657,432.00,48.22,2024-12-13
34803,11601,14600,657.00,330.74,2024-02-25
34804,11602,3577,948.00,138.98,2023-11-07
34805,11602,19572,679.00,102.16,2024-01-02
34806,11602,17469,73.00,16.22,2025-07-02
34807,11603,9007,788.00,8.53,2023-08-31
34808,11603,7240,973.00,135.27,2025-02-01
34809,11603,9902,475.00,172.71,2023-09-04
34810,11604,24847,736.00,312.24,2023-12-16
34811,11604,26794,281.00,164.52,2024-04-05
34812,11604,895,679.00,132.13,2023-08-05
34813,11605,2346,941.00,351.07,2024-12-17
34814,11605,1345,866.00,135.00,2025-12-18
34815,11605,17406,622.00,144.81,2024-08-08
34816,11606,29247,819.00,189.48,2026-02-22
34817,11606,20521,993.00,221.72,2023-06-12
34818,11606,16716,958.00,36.23,2026-02-05
34819,11607,27658,776.00,284.40,2025-12-03
34820,11607,7136,961.00,374.11,2023-02-08
34821,11607,15932,283.00,77.49,2026-02-15
34822,11608,29105,744.00,313.96,2026-08-30
34823,11608,28597,837.00,256.97,2024-03-22
34824,11608,16559,433.00,84.73,2026-01-15
34825,11609,11757,732.00,354.49,2025-09-07
34826,11609,21041,782.00,455.98,2024-08-03
34827,11609,635,415.00,345.80,2025-07-31
34828,11610,11662,68.00,67.44,2024-08-25
34829,11610,29965,70.00,310.65,2023-11-06
34830,11610,17531,57.00,77.47,2023-05-13
34831,11611,25986,833.00,310.57,2026-07-09
34832,11611,9827,854.00,36.10,2024-01-03
34833,11611,6076,920.00,103.79,2025-12-04
34834,11612,10698,534.00,238.87,2026-01-07
34835,11612,18828,214.00,202.84,2023-05-24
34836,11612,16852,124.00,3.65,2025-02-23
34837,11613,1563,428.00,308.53,2025-09-03
34838,11613,13009,172.00,498.83,2024-03-06
34839,11613,19034,366.00,488.71,2024-11-05
34840,11614,15141,517.00,33.23,2024-10-13
34841,11614,19435,760.00,241.85,2024-04-23
34842,11614,9698,790.00,242.71,2024-12-28
34843,11615,15117,438.00,341.86,2026-01-11
34844,11615,8157,65.00,184.92,2026-08-20
34845,11615,8455,340.00,119.68,2025-10-10
34846,11616,25991,700.00,166.69,2024-07-14
34847,11616,16728,289.00,42.29,2023-05-12
34848,11616,27153,214.00,394.60,2026-05-11
34849,11617,8532,27.00,334.58,2023-08-13
34850,11617,25394,470.00,204.51,2024-10-25
34851,11617,3162,314.00,202.65,2026-07-07
34852,11618,24695,503.00,305.60,2023-06-22
34853,11618,14853,933.00,215.99,2026-07-07
34854,11618,12874,777.00,34.48,2023-04-12
34855,11619,9981,395.00,407.32,2025-11-25
34856,11619,5744,665.00,304.29,2026-05-04
34857,11619,7410,960.00,481.02,2023-05-18
34858,11620,17141,132.00,267.58,2025-01-17
