NCR_ID,INSPECTION_ID,SUPPLIER_ID,PART_ID,PLANT_ID,NCR_DATE,SEVERITY,ROOT_CAUSE,DISPOSITION,STATUS
601,3099,112,21963,12,2025-03-09,CRITICAL,Unapproved substitution,RETURN,CLOSED
602,6045,495,17780,10,2025-09-07,MAJOR,Material contamination,SCRAP,CLOSED
603,4523,2,19541,4,2026-08-07,MAJOR,Unapproved substitution,REWORK,CLOSED
604,2890,406,13258,8,2023-06-20,CRITICAL,Documentation mismatch,REWORK,CLOSED
605,1931,432,11207,4,2023-04-24,CRITICAL,ESD damage in shipping,REWORK,CLOSED
606,3464,479,14400,6,2024-06-01,MINOR,Unapproved substitution,REWORK,OPEN
607,4549,247,24948,2,2023-12-20,CRITICAL,Electrical test failure,USE_AS_IS,CLOSED
608,775,327,9512,5,2025-11-11,MINOR,Electrical test failure,SCRAP,CLOSED
609,446,2,27947,3,2023-02-15,CRITICAL,Material contamination,USE_AS_IS,CLOSED
610,7990,2,9388,5,2025-07-09,CRITICAL,Wrong revision shipped,RETURN,CLOSED
611,8192,2,19201,9,2025-10-24,CRITICAL,Cracked substrate from shock,REWORK,CLOSED
612,7998,1,10038,3,2024-12-21,CRITICAL,Unapproved substitution,RETURN,CLOSED
613,487,375,11323,6,2025-01-16,MAJOR,ESD damage in shipping,REWORK,CLOSED
614,4542,365,644,4,2024-11-10,MAJOR,Electrical test failure,REWORK,CLOSED
615,2328,2,6081,9,2026-08-02,MINOR,ESD damage in shipping,USE_AS_IS,CLOSED
616,1836,176,20621,7,2023-01-24,CRITICAL,Solder joint defect,SCRAP,CLOSED
617,9120,36,16362,7,2025-09-30,MAJOR,Unapproved substitution,USE_AS_IS,CLOSED
618,4730,102,5020,6,2024-09-24,MAJOR,Wrong revision shipped,RETURN,OPEN
619,121,1,20737,2,2023-02-16,MAJOR,ESD damage in shipping,SCRAP,OPEN
620,2030,475,10806,3,2025-08-24,MINOR,Surface finish degradation,USE_AS_IS,CLOSED
621,955,473,4072,1,2025-02-23,MAJOR,Solder joint defect,REWORK,CLOSED
622,6151,98,4181,7,2023-12-26,CRITICAL,Electrical test failure,REWORK,CLOSED
623,29,439,24320,5,2026-08-22,MAJOR,Unapproved substitution,REWORK,CLOSED
624,6028,404,29586,7,2025-06-09,CRITICAL,Solder joint defect,USE_AS_IS,CLOSED
625,9122,314,4502,7,2024-07-16,MINOR,Material contamination,REWORK,CLOSED
626,5040,364,19237,11,2024-04-22,MAJOR,Electrical test failure,SCRAP,CLOSED
627,7696,157,22999,11,2026-02-10,CRITICAL,Documentation mismatch,REWORK,CLOSED
628,6069,202,7730,1,2023-02-13,MINOR,Electrical test failure,REWORK,CLOSED
629,5236,334,6995,5,2026-04-22,MINOR,Electrical test failure,USE_AS_IS,CLOSED
630,899,361,25951,8,2025-06-23,MINOR,Unapproved substitution,RETURN,CLOSED
631,8099,245,25056,4,2026-07-29,CRITICAL,Dimensional out-of-spec,SCRAP,CLOSED
632,3313,163,28948,3,2024-01-06,MINOR,Material contamination,SCRAP,CLOSED
633,5845,364,7454,10,2026-03-29,MINOR,Unapproved substitution,SCRAP,CLOSED
634,5654,137,10445,8,2023-04-23,MINOR,Surface finish degradation,USE_AS_IS,CLOSED
635,8095,2,26184,7,2023-09-18,CRITICAL,Surface finish degradation,USE_AS_IS,CLOSED
636,1281,245,1931,4,2024-02-19,CRITICAL,Wrong revision shipped,SCRAP,CLOSED
637,7796,1,12791,12,2025-07-29,MINOR,Cracked substrate from shock,RETURN,CLOSED
638,7908,324,28588,11,2024-01-09,MINOR,Surface finish degradation,RETURN,CLOSED
639,4240,488,27701,9,2026-03-08,MINOR,Cracked substrate from shock,RETURN,CLOSED
640,8580,345,418,8,2023-04-26,CRITICAL,Material contamination,USE_AS_IS,OPEN
641,277,42,21048,5,2026-04-18,MINOR,Material contamination,USE_AS_IS,CLOSED
642,9880,3,7022,11,2025-09-11,MINOR,Wrong revision shipped,USE_AS_IS,CLOSED
643,2919,423,15467,2,2024-09-18,MAJOR,Documentation mismatch,SCRAP,CLOSED
644,5798,2,13292,9,2025-09-21,MAJOR,Documentation mismatch,RETURN,CLOSED
645,602,83,13014,1,2024-03-19,MAJOR,Documentation mismatch,USE_AS_IS,OPEN
646,6455,2,6040,9,2025-11-22,CRITICAL,Wrong revision shipped,RETURN,CLOSED
647,3498,74,18198,1,2024-02-06,MINOR,Documentation mismatch,USE_AS_IS,CLOSED
648,2868,125,12246,3,2024-12-31,MAJOR,Surface finish degradation,USE_AS_IS,CLOSED
649,2372,2,484,2,2023-09-18,MINOR,Documentation mismatch,USE_AS_IS,CLOSED
650,1167,3,7902,11,2025-05-15,CRITICAL,Solder joint defect,REWORK,CLOSED
651,3759,314,13642,7,2026-04-03,MINOR,Surface finish degradation,RETURN,OPEN
652,7917,407,2055,12,2024-11-08,MAJOR,Dimensional out-of-spec,REWORK,CLOSED
653,3561,248,12376,8,2025-01-31,MAJOR,Cracked substrate from shock,RETURN,CLOSED
654,3541,104,5479,2,2023-08-10,MAJOR,Electrical test failure,SCRAP,CLOSED
655,3841,449,5840,10,2025-07-02,CRITICAL,Wrong revision shipped,SCRAP,CLOSED
656,9739,2,24548,3,2024-10-12,MINOR,Solder joint defect,USE_AS_IS,OPEN
657,7923,473,19801,1,2024-08-10,CRITICAL,Surface finish degradation,SCRAP,CLOSED
658,6554,1,11306,9,2026-06-19,CRITICAL,Material contamination,SCRAP,CLOSED
659,7496,473,28409,3,2026-03-07,CRITICAL,ESD damage in shipping,USE_AS_IS,CLOSED
660,6633,99,26793,3,2026-07-16,MINOR,Cracked substrate from shock,SCRAP,CLOSED
661,82,3,8198,9,2026-04-16,MAJOR,Cracked substrate from shock,REWORK,CLOSED
662,1594,3,20024,5,2024-03-14,CRITICAL,Wrong revision shipped,USE_AS_IS,CLOSED
663,649,487,2435,8,2025-01-06,MINOR,Cracked substrate from shock,SCRAP,CLOSED
664,2825,101,19255,4,2025-06-26,MAJOR,Material contamination,SCRAP,CLOSED
665,1297,408,29164,8,2025-09-27,MAJOR,ESD damage in shipping,REWORK,CLOSED
666,4670,152,4807,12,2024-11-03,MAJOR,Dimensional out-of-spec,USE_AS_IS,CLOSED
667,13,380,14664,3,2026-02-19,CRITICAL,Dimensional out-of-spec,USE_AS_IS,CLOSED
668,1970,301,6584,2,2025-12-10,MAJOR,Surface finish degradation,SCRAP,CLOSED
669,1482,3,29409,10,2024-06-28,MINOR,Material contamination,SCRAP,CLOSED
670,7642,490,26169,9,2023-11-11,CRITICAL,Cracked substrate from shock,RETURN,CLOSED
671,7933,1,26124,7,2024-02-09,CRITICAL,Material contamination,USE_AS_IS,CLOSED
672,5786,413,20618,3,2026-02-03,MAJOR,Solder joint defect,SCRAP,CLOSED
673,3573,2,9570,12,2026-05-24,MINOR,Cracked substrate from shock,RETURN,CLOSED
674,9031,298,10847,8,2023-01-27,MINOR,Dimensional out-of-spec,RETURN,CLOSED
675,2200,327,5826,11,2024-10-28,CRITICAL,Wrong revision shipped,SCRAP,CLOSED
676,6735,195,29468,6,2023-04-20,CRITICAL,Wrong revision shipped,REWORK,CLOSED
677,2374,254,5193,8,2026-08-12,MINOR,Cracked substrate from shock,RETURN,CLOSED
678,2323,479,25289,4,2023-02-06,MINOR,Dimensional out-of-spec,USE_AS_IS,CLOSED
679,7826,466,20480,8,2025-05-18,MINOR,Dimensional out-of-spec,USE_AS_IS,CLOSED
680,5699,253,4047,7,2025-12-29,MINOR,ESD damage in shipping,SCRAP,OPEN
681,2686,138,13034,3,2026-06-15,CRITICAL,Unapproved substitution,SCRAP,CLOSED
682,5068,1,5328,10,2023-02-03,CRITICAL,Solder joint defect,USE_AS_IS,CLOSED
683,7939,226,4574,5,2025-08-19,CRITICAL,Cracked substrate from shock,RETURN,CLOSED
684,565,2,10808,2,2026-07-16,MINOR,Solder joint defect,REWORK,CLOSED
685,3705,1,4938,6,2025-02-19,MAJOR,Dimensional out-of-spec,USE_AS_IS,OPEN
686,9518,1,28018,1,2023-05-21,MINOR,Solder joint defect,RETURN,CLOSED
687,4412,424,19985,4,2024-06-08,MINOR,ESD damage in shipping,USE_AS_IS,OPEN
688,3429,1,528,10,2025-06-29,CRITICAL,Surface finish degradation,REWORK,CLOSED
689,4821,438,27717,7,2023-05-14,MAJOR,ESD damage in shipping,SCRAP,CLOSED
690,341,434,8011,2,2026-04-12,CRITICAL,Surface finish degradation,REWORK,CLOSED
691,1807,2,22996,7,2023-06-30,MINOR,Solder joint defect,RETURN,CLOSED
692,9960,2,1607,4,2023-09-18,CRITICAL,Material contamination,RETURN,CLOSED
693,3086,51,22333,4,2026-07-06,CRITICAL,Dimensional out-of-spec,USE_AS_IS,CLOSED
694,2032,3,2759,8,2023-01-22,MAJOR,Surface finish degradation,USE_AS_IS,CLOSED
695,1539,490,6120,2,2023-02-06,MAJOR,Cracked substrate from shock,RETURN,CLOSED
696,3594,3,27641,7,2024-09-05,CRITICAL,Cracked substrate from shock,RETURN,CLOSED
697,9604,249,27852,3,2026-01-31,MINOR,ESD damage in shipping,USE_AS_IS,CLOSED
698,6998,2,7705,4,2023-12-12,CRITICAL,Electrical test failure,REWORK,CLOSED
699,1121,381,16015,2,2023-01-10,MAJOR,Documentation mismatch,SCRAP,OPEN
700,2573,368,6151,5,2025-10-02,CRITICAL,Material contamination,RETURN,CLOSED
701,4607,2,16169,8,2024-10-16,MINOR,Dimensional out-of-spec,RETURN,CLOSED
702,3242,64,26146,10,2025-04-15,CRITICAL,Surface finish degradation,USE_AS_IS,CLOSED
703,8009,2,26471,4,2023-02-21,MAJOR,Cracked substrate from shock,REWORK,CLOSED
704,5742,327,22135,1,2024-06-01,CRITICAL,Documentation mismatch,RETURN,CLOSED
705,1018,296,12175,5,2026-04-13,MAJOR,Dimensional out-of-spec,REWORK,CLOSED
706,1533,243,26329,2,2026-02-26,MINOR,Documentation mismatch,USE_AS_IS,CLOSED
707,8814,271,703,6,2026-04-14,MINOR,Unapproved substitution,RETURN,CLOSED
708,1443,434,14943,10,2026-07-13,CRITICAL,Cracked substrate from shock,USE_AS_IS,CLOSED
709,7481,9,19285,8,2023-06-20,CRITICAL,ESD damage in shipping,USE_AS_IS,CLOSED
710,4943,131,14928,8,2024-08-05,MAJOR,Surface finish degradation,SCRAP,CLOSED
711,341,168,6030,1,2025-02-19,MAJOR,Material contamination,REWORK,CLOSED
712,1291,407,5629,12,2025-06-28,MINOR,Unapproved substitution,SCRAP,CLOSED
713,287,2,9621,9,2024-06-15,MAJOR,Material contamination,REWORK,OPEN
714,5199,374,26647,4,2023-10-27,MAJOR,Material contamination,USE_AS_IS,CLOSED
715,3469,107,23505,2,2024-07-18,MINOR,Documentation mismatch,SCRAP,CLOSED
716,562,263,14574,10,2023-03-08,MINOR,Solder joint defect,USE_AS_IS,CLOSED
717,5193,223,4264,10,2023-01-15,MAJOR,Surface finish degradation,USE_AS_IS,CLOSED
718,396,4,21443,7,2024-09-09,MINOR,Dimensional out-of-spec,SCRAP,CLOSED
719,5598,150,20001,7,2023-06-18,MAJOR,Cracked substrate from shock,SCRAP,CLOSED
720,972,62,14122,6,2026-08-13,MINOR,ESD damage in shipping,REWORK,CLOSED
721,2781,441,24594,1,2025-06-06,CRITICAL,Solder joint defect,USE_AS_IS,CLOSED
722,3724,106,14278,11,2025-07-15,MAJOR,Documentation mismatch,REWORK,CLOSED
723,2752,494,28122,11,2023-09-25,MAJOR,Solder joint defect,USE_AS_IS,CLOSED
724,2461,276,5337,4,2026-03-08,MAJOR,Unapproved substitution,REWORK,CLOSED
725,4602,425,24989,2,2023-03-24,MAJOR,ESD damage in shipping,USE_AS_IS,CLOSED
726,6599,417,23389,9,2024-01-04,MINOR,Dimensional out-of-spec,SCRAP,CLOSED
727,4901,393,24667,10,2023-12-18,MINOR,Solder joint defect,SCRAP,CLOSED
728,359,23,10361,8,2026-05-27,MAJOR,Unapproved substitution,SCRAP,CLOSED
729,9224,3,23435,2,2024-07-14,MAJOR,Wrong revision shipped,REWORK,CLOSED
730,3920,353,9332,8,2023-01-10,CRITICAL,Dimensional out-of-spec,RETURN,CLOSED
731,1666,36,24041,2,2024-05-16,CRITICAL,Cracked substrate from shock,RETURN,CLOSED
732,870,51,4779,1,2026-01-04,CRITICAL,Surface finish degradation,SCRAP,CLOSED
733,1066,158,22455,1,2024-06-01,MAJOR,Surface finish degradation,REWORK,CLOSED
734,5098,148,12189,11,2024-10-26,MINOR,Surface finish degradation,SCRAP,CLOSED
735,9245,442,20422,9,2024-01-18,CRITICAL,ESD damage in shipping,REWORK,CLOSED
736,1560,28,193,12,2024-11-20,CRITICAL,Unapproved substitution,USE_AS_IS,CLOSED
737,6423,137,13,9,2023-11-08,MINOR,Dimensional out-of-spec,USE_AS_IS,CLOSED
738,2825,156,10236,11,2023-06-16,MINOR,Dimensional out-of-spec,USE_AS_IS,CLOSED
739,5920,67,10971,4,2023-08-09,CRITICAL,Solder joint defect,SCRAP,CLOSED
740,3281,430,2568,2,2026-08-11,MINOR,Solder joint defect,REWORK,CLOSED
741,5243,45,7169,4,2024-10-16,CRITICAL,Documentation mismatch,USE_AS_IS,OPEN
742,1061,3,5153,4,2025-11-30,CRITICAL,Electrical test failure,USE_AS_IS,CLOSED
743,2896,251,3577,3,2026-02-09,CRITICAL,Unapproved substitution,SCRAP,CLOSED
744,1239,278,27603,1,2023-10-31,CRITICAL,Cracked substrate from shock,REWORK,CLOSED
745,7306,445,26675,8,2025-02-04,CRITICAL,Solder joint defect,SCRAP,CLOSED
746,5780,1,22656,4,2024-07-10,CRITICAL,Surface finish degradation,USE_AS_IS,CLOSED
747,4988,409,18303,1,2023-03-17,MAJOR,Dimensional out-of-spec,SCRAP,OPEN
748,9107,159,1121,6,2023-06-25,CRITICAL,Documentation mismatch,SCRAP,CLOSED
749,6681,326,21545,9,2025-09-08,MINOR,Dimensional out-of-spec,SCRAP,CLOSED
750,7109,357,26156,6,2024-08-03,MINOR,ESD damage in shipping,RETURN,CLOSED
751,9368,3,14324,6,2026-06-08,MAJOR,Dimensional out-of-spec,REWORK,CLOSED
752,1364,64,24090,2,2025-06-22,MINOR,Wrong revision shipped,SCRAP,CLOSED
753,7964,329,555,7,2023-11-21,CRITICAL,Material contamination,REWORK,CLOSED
754,5113,2,26933,6,2023-05-29,MAJOR,Documentation mismatch,REWORK,CLOSED
755,5710,310,8171,4,2025-04-21,MAJOR,Dimensional out-of-spec,SCRAP,CLOSED
756,2272,254,14347,1,2026-05-10,CRITICAL,Electrical test failure,RETURN,CLOSED
757,1957,50,3948,3,2024-04-17,MINOR,Surface finish degradation,SCRAP,CLOSED
758,102,2,14630,2,2025-05-24,MINOR,ESD damage in shipping,SCRAP,CLOSED
759,4089,142,21606,10,2025-06-15,MINOR,Wrong revision shipped,USE_AS_IS,CLOSED
760,291,277,4560,8,2024-11-01,CRITICAL,Unapproved substitution,REWORK,CLOSED
761,8389,370,17177,2,2024-06-21,MAJOR,Solder joint defect,REWORK,CLOSED
762,2914,3,18602,4,2026-06-19,CRITICAL,Cracked substrate from shock,USE_AS_IS,CLOSED
763,9662,183,19504,11,2024-08-16,MINOR,Material contamination,SCRAP,CLOSED
764,9987,3,8572,10,2024-10-21,CRITICAL,Unapproved substitution,SCRAP,CLOSED
765,797,310,20180,11,2025-08-18,MINOR,Solder joint defect,RETURN,CLOSED
766,7572,3,7549,12,2026-01-08,MAJOR,Solder joint defect,USE_AS_IS,CLOSED
767,2836,286,7154,10,2024-08-14,MAJOR,ESD damage in shipping,SCRAP,CLOSED
768,7409,1,6265,2,2023-12-19,MINOR,ESD damage in shipping,RETURN,CLOSED
769,5362,377,5634,11,2024-05-03,CRITICAL,Documentation mismatch,RETURN,CLOSED
770,8628,319,11368,4,2026-08-02,MAJOR,ESD damage in shipping,REWORK,CLOSED
771,1946,2,10960,9,2026-07-18,CRITICAL,Surface finish degradation,RETURN,CLOSED
772,855,1,21701,4,2024-10-09,MINOR,Documentation mismatch,REWORK,CLOSED
773,5918,356,16761,2,2025-11-29,MAJOR,Unapproved substitution,USE_AS_IS,CLOSED
774,3248,171,4554,5,2023-07-06,CRITICAL,Material contamination,RETURN,CLOSED
775,6667,320,14963,12,2024-08-05,MINOR,Wrong revision shipped,REWORK,CLOSED
776,4618,427,21542,12,2026-08-18,CRITICAL,Dimensional out-of-spec,SCRAP,CLOSED
777,204,25,2949,3,2024-07-10,MAJOR,Dimensional out-of-spec,SCRAP,CLOSED
778,7715,102,24762,4,2024-08-27,CRITICAL,Material contamination,RETURN,CLOSED
779,1467,2,30000,4,2025-10-21,CRITICAL,Dimensional out-of-spec,SCRAP,CLOSED
780,4523,3,9570,10,2025-06-12,MAJOR,Cracked substrate from shock,SCRAP,CLOSED
781,6302,482,24890,10,2026-05-20,MAJOR,Solder joint defect,RETURN,CLOSED
782,9807,69,16920,4,2023-10-20,MINOR,Electrical test failure,USE_AS_IS,CLOSED
783,608,399,28015,3,2025-05-31,MAJOR,Surface finish degradation,USE_AS_IS,CLOSED
784,9627,451,29752,8,2024-03-31,MAJOR,Solder joint defect,RETURN,CLOSED
785,2615,190,16633,5,2026-09-09,MINOR,Surface finish degradation,RETURN,CLOSED
786,4070,1,25730,2,2024-04-12,CRITICAL,Wrong revision shipped,REWORK,CLOSED
787,2012,44,10630,2,2024-07-31,MAJOR,Surface finish degradation,RETURN,CLOSED
788,3881,198,28073,7,2024-12-24,CRITICAL,Unapproved substitution,SCRAP,OPEN
789,5977,2,16796,4,2025-02-04,CRITICAL,Dimensional out-of-spec,USE_AS_IS,CLOSED
790,2162,1,16380,6,2023-09-05,CRITICAL,Unapproved substitution,RETURN,CLOSED
791,5801,255,25393,12,2026-08-03,MAJOR,Surface finish degradation,RETURN,OPEN
792,2248,163,9438,5,2024-06-02,MINOR,Documentation mismatch,SCRAP,CLOSED
793,25,2,17799,12,2024-02-05,MAJOR,Unapproved substitution,SCRAP,CLOSED
794,9534,135,8590,4,2026-02-27,MAJOR,Documentation mismatch,USE_AS_IS,CLOSED
795,735,437,1480,12,2026-01-02,MINOR,Material contamination,SCRAP,CLOSED
796,9334,446,51,3,2025-05-02,MINOR,Wrong revision shipped,REWORK,CLOSED
797,3912,362,17689,12,2024-09-29,MINOR,Material contamination,USE_AS_IS,CLOSED
798,2691,2,19322,9,2023-12-04,MINOR,Solder joint defect,USE_AS_IS,CLOSED
799,6221,1,17339,12,2025-09-24,MINOR,Material contamination,USE_AS_IS,CLOSED
800,4450,481,7583,4,2024-06-20,CRITICAL,Cracked substrate from shock,USE_AS_IS,CLOSED
801,8906,469,13777,10,2023-04-30,CRITICAL,Unapproved substitution,USE_AS_IS,CLOSED
802,1002,3,14837,3,2024-03-21,MINOR,Electrical test failure,USE_AS_IS,CLOSED
803,2887,1,14964,6,2023-09-15,CRITICAL,Surface finish degradation,REWORK,CLOSED
804,9925,1,14831,9,2024-01-10,MAJOR,Electrical test failure,SCRAP,CLOSED
805,9866,306,22329,7,2024-09-03,MAJOR,Wrong revision shipped,USE_AS_IS,CLOSED
806,2636,198,29106,3,2025-03-21,MAJOR,Electrical test failure,USE_AS_IS,CLOSED
807,3158,161,11243,3,2024-07-22,CRITICAL,Electrical test failure,RETURN,CLOSED
808,2751,215,11542,4,2026-09-14,MAJOR,Solder joint defect,REWORK,CLOSED
809,140,384,24776,7,2023-10-09,MINOR,Wrong revision shipped,SCRAP,CLOSED
810,2637,448,4924,2,2024-06-21,MAJOR,Material contamination,RETURN,CLOSED
811,4779,72,11347,5,2024-09-23,MAJOR,ESD damage in shipping,REWORK,CLOSED
812,2192,176,27054,10,2026-02-13,CRITICAL,Documentation mismatch,SCRAP,CLOSED
813,1360,3,13483,11,2025-10-18,CRITICAL,Cracked substrate from shock,USE_AS_IS,CLOSED
814,8243,40,13913,2,2024-01-17,MAJOR,Documentation mismatch,RETURN,CLOSED
815,2811,332,18106,4,2024-02-02,CRITICAL,Dimensional out-of-spec,USE_AS_IS,CLOSED
816,5498,374,28392,8,2025-05-26,MINOR,Surface finish degradation,SCRAP,CLOSED
817,1248,316,641,5,2023-10-01,MAJOR,Documentation mismatch,USE_AS_IS,CLOSED
818,7923,338,13230,11,2025-10-23,CRITICAL,Material contamination,USE_AS_IS,CLOSED
819,6524,1,9439,7,2024-02-11,MINOR,Electrical test failure,SCRAP,CLOSED
820,9413,8,7150,5,2025-10-21,CRITICAL,Documentation mismatch,RETURN,CLOSED
821,6966,53,15746,1,2024-03-31,CRITICAL,Solder joint defect,SCRAP,CLOSED
822,760,158,3619,9,2026-05-04,MAJOR,Wrong revision shipped,RETURN,CLOSED
823,8329,354,10528,6,2026-08-23,MINOR,Electrical test failure,REWORK,CLOSED
824,1899,336,9051,7,2025-01-10,MINOR,Material contamination,SCRAP,CLOSED
825,4322,427,2515,1,2023-11-26,MAJOR,Wrong revision shipped,SCRAP,OPEN
826,6889,140,16424,2,2025-01-04,MAJOR,Unapproved substitution,RETURN,CLOSED
827,4444,2,2654,11,2024-11-18,CRITICAL,Dimensional out-of-spec,RETURN,OPEN
828,7836,3,19069,6,2026-07-19,MAJOR,Documentation mismatch,USE_AS_IS,CLOSED
829,8471,313,15832,6,2023-02-22,MAJOR,Electrical test failure,REWORK,CLOSED
830,9783,316,22055,5,2024-11-16,MINOR,Material contamination,RETURN,CLOSED
831,7333,344,9149,1,2026-08-15,CRITICAL,Dimensional out-of-spec,REWORK,CLOSED
832,2859,1,13042,8,2025-01-04,CRITICAL,ESD damage in shipping,USE_AS_IS,CLOSED
833,5613,2,13999,7,2024-07-26,MINOR,Documentation mismatch,RETURN,CLOSED
834,5873,11,14941,1,2024-11-27,CRITICAL,Unapproved substitution,USE_AS_IS,CLOSED
835,5618,1,16400,5,2025-02-21,MINOR,Material contamination,REWORK,CLOSED
836,4559,233,2000,11,2025-11-23,CRITICAL,Electrical test failure,USE_AS_IS,CLOSED
837,3070,2,22655,9,2024-07-21,MINOR,Surface finish degradation,REWORK,CLOSED
838,1972,336,10501,12,2025-07-04,MAJOR,Unapproved substitution,USE_AS_IS,CLOSED
839,4505,3,21845,2,2023-09-21,MINOR,Cracked substrate from shock,RETURN,CLOSED
840,2639,3,6184,12,2023-05-13,MAJOR,Dimensional out-of-spec,USE_AS_IS,OPEN
841,8639,40,22811,5,2026-09-02,MINOR,Documentation mismatch,USE_AS_IS,CLOSED
842,7421,491,10824,9,2023-08-02,CRITICAL,Electrical test failure,REWORK,OPEN
843,7946,1,26845,5,2025-06-30,MINOR,Wrong revision shipped,RETURN,CLOSED
844,1774,2,15030,3,2024-04-30,CRITICAL,ESD damage in shipping,RETURN,CLOSED
845,5409,3,22261,6,2025-12-22,MINOR,ESD damage in shipping,USE_AS_IS,CLOSED
846,9613,358,27310,12,2026-06-08,MAJOR,Documentation mismatch,SCRAP,CLOSED
847,7372,1,17519,5,2025-05-28,MAJOR,Wrong revision shipped,RETURN,CLOSED
848,6725,82,3128,10,2023-04-01,MAJOR,Material contamination,SCRAP,CLOSED
849,5662,442,10613,2,2026-01-13,MINOR,Surface finish degradation,USE_AS_IS,CLOSED
850,8097,458,1679,1,2025-08-15,MINOR,Cracked substrate from shock,SCRAP,CLOSED
851,6310,160,18145,2,2025-02-05,CRITICAL,Surface finish degradation,RETURN,CLOSED
852,8001,227,24595,11,2023-03-27,MINOR,Documentation mismatch,SCRAP,CLOSED
853,7740,2,16381,6,2025-04-19,MAJOR,Electrical test failure,REWORK,CLOSED
854,57,54,4519,3,2024-03-27,CRITICAL,Wrong revision shipped,USE_AS_IS,CLOSED
855,4145,1,7479,2,2023-10-16,CRITICAL,Solder joint defect,SCRAP,CLOSED
856,4601,126,4632,10,2025-04-04,MAJOR,Cracked substrate from shock,SCRAP,CLOSED
857,6957,114,1597,11,2023-02-10,CRITICAL,Wrong revision shipped,RETURN,CLOSED
858,3802,92,15944,3,2026-05-12,MINOR,Electrical test failure,USE_AS_IS,CLOSED
859,9983,1,26877,12,2023-03-01,MINOR,Solder joint defect,SCRAP,CLOSED
860,8774,416,14706,12,2026-09-24,CRITICAL,Wrong revision shipped,REWORK,CLOSED
861,7260,251,4246,3,2024-11-20,MINOR,Dimensional out-of-spec,REWORK,CLOSED
862,8531,375,29981,11,2026-06-15,MAJOR,Documentation mismatch,USE_AS_IS,CLOSED
863,3522,198,23759,2,2023-06-13,CRITICAL,Unapproved substitution,RETURN,OPEN
864,743,279,10482,6,2023-04-09,MAJOR,Documentation mismatch,SCRAP,CLOSED
865,1441,5,8552,10,2023-10-17,MAJOR,Wrong revision shipped,USE_AS_IS,CLOSED
866,1940,219,7051,4,2026-06-17,MAJOR,Surface finish degradation,RETURN,CLOSED
867,1089,3,5016,2,2026-01-16,CRITICAL,Wrong revision shipped,RETURN,CLOSED
868,6337,244,3613,12,2026-03-10,MAJOR,Solder joint defect,REWORK,CLOSED
869,7406,497,1870,3,2025-08-17,MINOR,Wrong revision shipped,REWORK,CLOSED
870,5911,2,10018,6,2026-01-16,MAJOR,ESD damage in shipping,USE_AS_IS,CLOSED
871,6808,15,1503,12,2024-11-20,CRITICAL,Wrong revision shipped,SCRAP,CLOSED
872,120,15,21631,5,2023-08-09,MINOR,Unapproved substitution,REWORK,CLOSED
873,1840,393,17240,7,2025-01-31,MAJOR,Cracked substrate from shock,RETURN,CLOSED
874,6957,226,14391,6,2026-01-04,MINOR,Unapproved substitution,SCRAP,OPEN
875,118,412,17079,10,2023-11-08,MINOR,Electrical test failure,SCRAP,CLOSED
876,5793,418,4800,11,2023-01-28,MINOR,Unapproved substitution,RETURN,CLOSED
877,7229,61,9706,7,2023-10-29,MAJOR,Surface finish degradation,USE_AS_IS,CLOSED
878,8529,58,9316,5,2023-06-10,MAJOR,Wrong revision shipped,USE_AS_IS,CLOSED
879,9783,3,2536,2,2026-02-14,MINOR,Solder joint defect,SCRAP,CLOSED
880,3443,2,6158,8,2025-10-31,MINOR,Electrical test failure,RETURN,CLOSED
881,9977,351,14643,9,2026-04-19,MAJOR,Electrical test failure,SCRAP,CLOSED
882,4108,1,5924,4,2025-02-16,MAJOR,Solder joint defect,REWORK,CLOSED
883,3890,61,14701,1,2025-06-22,CRITICAL,Surface finish degradation,USE_AS_IS,CLOSED
884,6737,31,16730,11,2023-08-26,CRITICAL,Cracked substrate from shock,REWORK,CLOSED
885,6341,2,28320,5,2025-10-29,MAJOR,Documentation mismatch,SCRAP,CLOSED
886,9867,68,4576,6,2025-07-31,CRITICAL,Wrong revision shipped,RETURN,CLOSED
887,2044,435,22021,10,2024-09-30,MAJOR,Material contamination,USE_AS_IS,CLOSED
888,3577,2,26990,6,2023-10-18,CRITICAL,Wrong revision shipped,SCRAP,CLOSED
889,5735,445,25744,8,2023-10-30,MAJOR,Dimensional out-of-spec,REWORK,OPEN
890,6325,270,12832,10,2025-11-27,CRITICAL,Surface finish degradation,REWORK,CLOSED
891,9927,206,22611,1,2023-05-13,MAJOR,Wrong revision shipped,REWORK,CLOSED
892,9669,1,18629,7,2025-12-30,CRITICAL,Wrong revision shipped,USE_AS_IS,CLOSED
893,2979,3,29120,6,2023-05-07,MINOR,ESD damage in shipping,REWORK,CLOSED
894,9904,54,12930,7,2023-11-02,MINOR,Solder joint defect,REWORK,CLOSED
895,284,1,16836,12,2025-09-11,MINOR,Dimensional out-of-spec,REWORK,CLOSED
896,1068,2,4480,8,2025-02-26,MINOR,Documentation mismatch,SCRAP,CLOSED
897,7564,2,28532,1,2025-03-02,MINOR,Wrong revision shipped,USE_AS_IS,CLOSED
898,7055,2,8591,4,2023-03-20,MINOR,Material contamination,RETURN,CLOSED
899,3164,202,15391,1,2023-12-01,MINOR,ESD damage in shipping,RETURN,OPEN
