APPROVAL_ID,SUPPLIER_ID,SITE_ID,PART_ID,APPROVAL_DATE,STATUS
19142,184,403,3516,2024-10-16,APPROVED
19143,313,88,17003,2024-02-18,APPROVED
19144,231,960,21751,2024-08-09,APPROVED
19145,500,691,6026,2024-03-11,APPROVED
19146,294,174,18180,2024-07-31,APPROVED
19147,292,668,25547,2023-08-03,APPROVED
19148,263,362,16411,2024-10-04,APPROVED
19149,274,1021,15758,2025-06-26,APPROVED
19150,283,936,4701,2025-01-22,APPROVED
19151,498,1056,27470,2023-12-16,APPROVED
19152,25,474,24145,2024-08-30,APPROVED
19153,152,215,7440,2024-04-26,APPROVED
19154,169,705,13331,2023-12-03,APPROVED
19155,467,232,20427,2025-07-18,APPROVED
19156,268,985,1257,2024-08-09,APPROVED
19157,36,661,15263,2023-04-01,APPROVED
19158,486,1129,27424,2024-12-29,APPROVED
19159,96,738,17374,2024-06-27,APPROVED
19160,142,1048,27968,2024-12-07,APPROVED
19161,324,121,9937,2025-02-01,APPROVED
19162,175,527,24539,2023-11-02,APPROVED
19163,222,769,17239,2025-07-08,APPROVED
19164,380,996,18335,2023-08-31,APPROVED
19165,403,676,6930,2024-03-31,APPROVED
19166,67,1044,20449,2025-03-24,APPROVED
19167,119,583,26137,2023-04-21,APPROVED
19168,57,87,25950,2025-08-18,APPROVED
19169,409,696,1770,2024-07-07,APPROVED
19170,211,909,18696,2025-04-01,APPROVED
19171,66,1088,27154,2024-07-07,APPROVED
19172,332,982,5879,2025-08-27,APPROVED
19173,168,370,26839,2024-04-03,APPROVED
19174,136,848,12351,2023-11-20,APPROVED
19175,203,1057,5406,2024-11-10,APPROVED
19176,388,992,21078,2025-02-23,APPROVED
19177,406,816,8354,2024-04-11,APPROVED
19178,382,686,10817,2024-09-21,APPROVED
19179,378,1019,15316,2023-12-04,APPROVED
19180,125,741,23294,2024-06-26,APPROVED
19181,372,546,21477,2024-05-02,APPROVED
19182,260,753,9792,2023-06-19,APPROVED
19183,98,156,29424,2025-01-09,APPROVED
19184,179,951,7504,2024-11-24,APPROVED
19185,71,865,23342,2025-02-13,APPROVED
19186,452,736,328,2023-10-18,APPROVED
19187,282,822,13130,2023-08-02,APPROVED
19188,471,1143,17414,2023-06-13,APPROVED
19189,281,425,18592,2024-06-26,APPROVED
19190,123,558,11913,2024-03-27,APPROVED
19191,266,86,6269,2025-08-27,APPROVED
19192,455,817,199,2023-09-19,APPROVED
19193,371,1113,6844,2025-02-05,APPROVED
19194,441,86,518,2024-04-17,APPROVED
19195,391,275,23921,2024-06-14,APPROVED
19196,348,962,5544,2024-08-23,APPROVED
19197,135,813,12938,2024-05-28,APPROVED
19198,151,915,5111,2025-07-12,APPROVED
19199,285,1169,23719,2024-12-28,APPROVED
19200,204,880,5135,2023-10-13,APPROVED
19201,241,1118,18472,2025-09-22,APPROVED
19202,403,578,28551,2023-08-08,APPROVED
19203,424,702,18000,2023-04-04,APPROVED
19204,139,998,29886,2024-06-10,APPROVED
19205,497,220,8827,2023-10-23,APPROVED
19206,321,796,9745,2025-04-23,APPROVED
19207,477,930,15903,2024-04-15,APPROVED
19208,262,1102,21014,2024-03-13,APPROVED
19209,403,563,29528,2024-03-14,APPROVED
19210,495,700,12678,2025-02-25,APPROVED
19211,457,1152,22064,2025-05-27,APPROVED
19212,22,755,15086,2023-05-30,APPROVED
19213,159,88,4440,2025-08-06,APPROVED
19214,101,874,5338,2023-11-14,APPROVED
19215,361,44,27963,2023-02-20,APPROVED
19216,124,265,19928,2024-08-28,APPROVED
19217,154,693,21084,2025-06-01,APPROVED
19218,378,1137,16170,2023-07-17,APPROVED
19219,24,602,16548,2023-09-03,APPROVED
19220,498,247,15813,2025-08-09,APPROVED
19221,282,530,27527,2025-04-26,APPROVED
19222,110,480,29402,2024-04-24,APPROVED
19223,366,227,29997,2024-07-30,APPROVED
19224,377,1092,19860,2024-09-29,APPROVED
19225,444,551,5422,2024-05-11,APPROVED
19226,294,169,11197,2024-07-11,APPROVED
19227,437,107,5324,2023-01-23,APPROVED
19228,410,694,28057,2023-12-19,APPROVED
19229,248,1171,14699,2023-03-07,APPROVED
19230,487,86,3774,2024-11-29,APPROVED
19231,208,1014,10314,2024-05-20,APPROVED
19232,90,111,4599,2023-03-28,APPROVED
19233,305,731,29375,2024-11-18,APPROVED
19234,192,1185,28456,2025-06-12,APPROVED
19235,306,207,20011,2023-02-02,APPROVED
19236,224,1160,6856,2024-01-09,APPROVED
19237,384,357,20170,2025-08-27,APPROVED
19238,401,922,4688,2024-02-28,APPROVED
19239,420,120,1928,2023-06-06,APPROVED
19240,25,1055,26239,2024-02-02,APPROVED
19241,224,460,12492,2023-06-01,APPROVED
19242,336,432,2079,2024-10-01,APPROVED
19243,309,714,15807,2024-10-08,APPROVED
19244,15,118,10115,2025-01-18,APPROVED
19245,79,117,290,2024-08-01,APPROVED
19246,427,616,15721,2025-04-09,APPROVED
19247,311,179,24276,2024-08-20,APPROVED
19248,451,647,3813,2023-03-10,APPROVED
19249,411,1124,28079,2025-06-20,APPROVED
19250,9,1131,16987,2024-10-25,APPROVED
19251,440,880,6177,2024-01-12,APPROVED
19252,49,761,14885,2024-10-08,APPROVED
19253,115,1165,15529,2024-04-30,APPROVED
19254,37,536,9908,2024-04-06,APPROVED
19255,115,1150,24309,2023-10-12,APPROVED
19256,223,235,15878,2023-05-08,APPROVED
19257,81,674,12168,2023-08-05,APPROVED
19258,347,363,26825,2023-09-26,APPROVED
19259,152,327,28153,2025-08-15,APPROVED
19260,293,928,25033,2025-01-01,APPROVED
19261,406,330,3222,2023-01-24,APPROVED
19262,374,615,3859,2023-05-28,APPROVED
19263,189,515,22466,2024-04-28,APPROVED
19264,158,1166,16669,2025-06-21,APPROVED
19265,311,613,19086,2023-10-24,APPROVED
19266,113,213,12393,2024-02-14,APPROVED
19267,37,955,4459,2024-11-02,APPROVED
19268,28,528,17891,2025-07-17,APPROVED
19269,234,1176,21247,2023-10-31,APPROVED
19270,388,1081,13322,2024-05-18,APPROVED
19271,344,721,1588,2025-08-03,APPROVED
19272,318,1085,12786,2024-11-02,APPROVED
19273,332,486,29108,2023-01-30,APPROVED
19274,98,459,23074,2024-12-20,APPROVED
19275,294,707,17915,2023-02-05,APPROVED
19276,239,355,18610,2025-05-19,APPROVED
19277,50,911,21879,2023-01-12,APPROVED
19278,456,356,19959,2023-07-11,APPROVED
19279,449,274,7374,2023-04-15,APPROVED
19280,243,538,6401,2024-05-01,APPROVED
19281,308,250,20710,2024-05-11,APPROVED
19282,155,342,5091,2024-06-21,APPROVED
19283,75,339,3227,2025-02-16,APPROVED
19284,301,492,12105,2023-08-29,APPROVED
19285,43,923,6564,2025-03-02,APPROVED
19286,338,430,23267,2025-06-20,APPROVED
19287,180,225,16482,2024-06-15,APPROVED
19288,420,706,2289,2023-10-02,APPROVED
19289,397,822,23795,2025-08-01,APPROVED
19290,431,523,19896,2023-11-12,APPROVED
19291,482,540,13038,2025-03-06,APPROVED
19292,357,444,26712,2023-11-16,APPROVED
19293,15,793,11303,2024-08-31,APPROVED
19294,361,265,26641,2024-05-23,APPROVED
19295,10,240,20022,2023-03-02,APPROVED
19296,374,886,2203,2024-07-03,APPROVED
19297,54,122,21894,2024-12-28,APPROVED
19298,322,1053,15445,2023-03-27,APPROVED
19299,416,844,10877,2023-08-28,APPROVED
19300,447,1130,1442,2024-03-25,APPROVED
19301,3,654,10613,2025-07-12,APPROVED
19302,292,397,26822,2024-08-15,APPROVED
19303,431,614,25738,2023-10-02,APPROVED
19304,83,209,7370,2024-01-31,APPROVED
19305,360,945,8178,2024-03-13,APPROVED
19306,216,1109,10798,2023-12-16,APPROVED
19307,494,933,19321,2025-08-14,APPROVED
19308,82,358,1098,2024-08-23,APPROVED
19309,62,73,22831,2023-08-25,APPROVED
19310,204,229,5215,2023-12-23,APPROVED
19311,218,646,15652,2023-08-30,APPROVED
19312,89,433,21470,2024-02-10,APPROVED
19313,435,213,20168,2023-03-23,APPROVED
19314,64,414,22197,2023-03-08,APPROVED
19315,25,310,2561,2024-05-14,APPROVED
19316,321,507,8569,2024-01-25,APPROVED
19317,227,23,17860,2025-03-20,APPROVED
19318,61,1115,6567,2024-02-19,APPROVED
19319,130,890,25938,2024-07-16,APPROVED
19320,7,538,6626,2024-01-25,APPROVED
19321,68,60,1922,2024-11-03,APPROVED
19322,314,356,14951,2025-08-01,APPROVED
19323,459,114,22405,2023-07-25,APPROVED
19324,44,791,2160,2023-04-04,APPROVED
19325,116,860,15161,2023-02-07,APPROVED
19326,249,548,12587,2024-03-18,APPROVED
19327,238,790,703,2024-10-13,APPROVED
19328,360,73,10166,2024-07-09,APPROVED
19329,174,110,1000,2024-12-24,APPROVED
19330,233,284,94,2024-09-17,APPROVED
19331,26,255,23182,2023-02-25,APPROVED
19332,199,373,2785,2023-08-31,APPROVED
19333,9,454,9833,2024-08-23,APPROVED
19334,176,1036,25093,2025-01-25,APPROVED
19335,36,82,10474,2024-05-28,APPROVED
19336,327,1097,11442,2023-06-08,APPROVED
19337,454,623,11801,2024-11-05,APPROVED
19338,9,523,23954,2024-05-25,APPROVED
19339,390,498,4634,2024-07-21,APPROVED
19340,249,942,25034,2024-10-22,APPROVED
19341,263,992,31,2023-06-29,APPROVED
19342,427,228,406,2024-04-23,APPROVED
19343,124,809,11250,2024-02-08,APPROVED
19344,148,802,3251,2024-12-22,APPROVED
19345,372,1168,28194,2025-06-24,APPROVED
19346,163,835,14280,2025-03-19,APPROVED
19347,195,670,4738,2023-12-27,APPROVED
19348,59,869,22590,2023-11-28,APPROVED
19349,33,1120,14958,2023-11-26,APPROVED
19350,181,304,8408,2023-06-26,APPROVED
19351,345,1058,9652,2024-06-25,APPROVED
19352,164,768,18929,2023-01-30,APPROVED
19353,169,563,7815,2024-10-28,APPROVED
19354,122,616,3654,2025-05-20,APPROVED
19355,379,881,11440,2025-04-04,APPROVED
19356,164,850,25416,2024-07-21,APPROVED
19357,107,773,53,2025-03-18,APPROVED
19358,273,209,25982,2024-04-18,APPROVED
19359,123,258,13668,2024-08-07,APPROVED
19360,244,503,24566,2023-03-09,APPROVED
19361,252,129,8911,2024-02-22,APPROVED
19362,28,688,10810,2024-12-18,APPROVED
19363,66,427,7864,2025-02-16,APPROVED
19364,396,274,28171,2024-06-27,APPROVED
19365,164,641,6385,2025-07-17,APPROVED
19366,281,1059,27369,2024-03-22,APPROVED
19367,128,892,3654,2024-05-24,APPROVED
19368,302,563,27341,2025-07-26,APPROVED
19369,492,450,21671,2023-03-28,APPROVED
19370,420,227,20081,2025-08-12,APPROVED
19371,228,790,26927,2024-03-01,APPROVED
19372,310,1149,24190,2024-12-01,APPROVED
19373,386,774,23940,2024-11-22,APPROVED
19374,138,666,6729,2023-03-17,APPROVED
19375,468,165,24982,2023-06-01,APPROVED
19376,143,171,13756,2024-02-29,APPROVED
19377,145,90,3581,2024-04-26,APPROVED
19378,409,942,12805,2023-07-14,APPROVED
19379,90,232,26434,2023-07-14,APPROVED
19380,382,412,7907,2023-06-14,APPROVED
19381,385,497,26983,2024-10-12,APPROVED
19382,256,56,10297,2023-07-25,APPROVED
19383,98,781,10439,2025-04-02,APPROVED
19384,452,770,28137,2024-07-05,APPROVED
19385,187,565,5295,2025-09-24,APPROVED
19386,103,113,18438,2024-02-25,APPROVED
19387,408,118,12848,2024-06-01,APPROVED
19388,220,801,24541,2024-11-30,APPROVED
19389,369,859,25646,2024-02-10,APPROVED
19390,423,1119,18068,2025-01-08,APPROVED
19391,315,448,8420,2024-12-15,APPROVED
19392,355,1182,5739,2024-01-26,APPROVED
19393,50,1118,26488,2023-02-08,APPROVED
19394,318,243,28090,2025-07-08,APPROVED
19395,293,1045,1531,2025-07-28,APPROVED
19396,213,71,9337,2024-10-10,APPROVED
19397,87,388,4848,2025-04-27,APPROVED
19398,336,590,22152,2024-09-10,APPROVED
19399,441,333,13498,2025-03-10,APPROVED
19400,171,292,13247,2024-01-16,APPROVED
19401,152,111,6913,2025-07-16,APPROVED
19402,296,345,4320,2024-03-08,APPROVED
19403,146,190,25480,2024-10-14,APPROVED
19404,294,984,20376,2025-01-01,APPROVED
19405,486,660,6101,2023-11-03,APPROVED
19406,493,1184,24310,2024-03-24,APPROVED
19407,227,9,21939,2023-11-16,APPROVED
19408,345,1133,17507,2024-02-01,APPROVED
19409,242,760,27519,2024-01-17,APPROVED
19410,148,1161,12892,2023-05-08,APPROVED
19411,277,969,26524,2025-04-21,APPROVED
19412,273,324,2301,2024-08-10,APPROVED
19413,350,1088,4264,2024-04-05,APPROVED
19414,289,59,10827,2023-07-20,APPROVED
19415,2,361,17394,2025-07-11,APPROVED
19416,13,868,15348,2025-04-21,APPROVED
19417,288,641,11574,2023-07-07,APPROVED
19418,38,1186,21838,2024-07-23,APPROVED
19419,158,311,20732,2025-03-12,APPROVED
19420,215,163,3046,2023-11-29,APPROVED
19421,217,70,25768,2023-07-01,APPROVED
19422,430,645,20616,2025-02-02,APPROVED
19423,465,816,27000,2024-08-14,APPROVED
19424,74,423,15461,2024-09-08,APPROVED
19425,124,723,3322,2023-05-28,APPROVED
19426,489,739,2165,2024-11-24,APPROVED
19427,260,95,23869,2023-05-10,APPROVED
19428,423,855,9921,2024-01-22,APPROVED
19429,66,669,17985,2025-03-29,APPROVED
19430,205,84,9502,2024-01-15,APPROVED
19431,375,958,3130,2023-04-11,APPROVED
19432,397,1069,18958,2025-03-30,APPROVED
19433,171,868,19590,2024-04-04,APPROVED
19434,169,540,7702,2025-02-09,APPROVED
19435,490,209,1877,2024-07-14,APPROVED
19436,200,47,12280,2025-06-17,APPROVED
19437,351,1125,9513,2025-06-25,APPROVED
19438,348,950,15569,2024-04-29,APPROVED
19439,274,50,6845,2023-07-25,APPROVED
19440,452,20,20483,2024-02-21,APPROVED
19441,327,602,10400,2023-03-23,APPROVED
19442,126,61,29877,2023-03-09,APPROVED
19443,473,323,16536,2025-01-26,APPROVED
19444,286,710,18447,2025-09-18,APPROVED
19445,339,578,12833,2024-07-13,APPROVED
19446,258,24,8316,2024-12-13,APPROVED
19447,317,1121,3413,2024-03-29,APPROVED
19448,107,1087,28681,2025-03-26,APPROVED
19449,340,602,25995,2024-06-17,APPROVED
19450,295,208,29595,2025-08-16,APPROVED
19451,30,54,22092,2025-04-17,APPROVED
19452,441,642,29654,2024-04-05,APPROVED
19453,408,1159,1337,2024-07-17,APPROVED
19454,343,342,24111,2024-06-22,APPROVED
19455,204,922,28126,2025-09-12,APPROVED
19456,340,659,22601,2023-10-01,APPROVED
19457,491,607,1901,2024-03-14,APPROVED
19458,194,821,7066,2023-05-29,APPROVED
19459,104,338,9649,2024-02-12,APPROVED
19460,52,154,7940,2023-07-26,APPROVED
19461,448,513,2038,2023-06-26,APPROVED
19462,259,1137,12503,2024-08-16,APPROVED
19463,447,523,10874,2024-08-23,APPROVED
19464,473,761,23677,2024-05-10,APPROVED
19465,55,652,15949,2024-11-26,APPROVED
19466,291,170,5167,2023-07-15,APPROVED
19467,361,411,15007,2023-01-23,APPROVED
19468,348,1047,7992,2023-03-11,APPROVED
19469,40,292,6010,2024-08-04,APPROVED
19470,267,933,28723,2023-06-14,APPROVED
19471,188,287,13285,2023-09-26,APPROVED
19472,495,474,19349,2023-06-22,APPROVED
19473,358,807,4116,2024-03-27,APPROVED
19474,162,523,6997,2024-12-16,APPROVED
19475,97,246,24543,2023-09-26,APPROVED
19476,455,64,8024,2023-10-21,APPROVED
19477,322,731,6197,2025-02-05,APPROVED
19478,8,969,5983,2025-06-11,APPROVED
19479,101,363,15761,2024-04-12,APPROVED
19480,96,1029,24023,2025-06-15,APPROVED
19481,392,403,21910,2025-08-23,APPROVED
19482,237,681,29637,2024-06-28,APPROVED
19483,240,480,6404,2023-04-25,APPROVED
19484,287,413,21788,2025-08-28,APPROVED
19485,257,156,66,2024-02-12,APPROVED
19486,252,342,28007,2023-03-08,APPROVED
19487,300,836,11253,2024-09-06,APPROVED
19488,492,357,25619,2025-02-01,APPROVED
19489,9,776,16270,2023-04-29,APPROVED
19490,288,746,9736,2023-11-08,APPROVED
19491,313,238,2188,2024-01-21,APPROVED
19492,66,624,17240,2024-05-26,APPROVED
19493,32,881,12538,2025-05-30,APPROVED
19494,202,306,11093,2023-02-05,APPROVED
19495,471,533,23436,2024-11-18,APPROVED
19496,26,287,18177,2024-12-28,APPROVED
19497,493,986,5383,2023-06-26,APPROVED
19498,112,125,950,2024-01-29,APPROVED
19499,245,1149,5228,2023-12-06,APPROVED
19500,445,659,13770,2023-10-19,APPROVED
19501,86,233,21149,2024-09-07,APPROVED
19502,103,1155,27497,2025-03-27,APPROVED
19503,90,552,27342,2024-12-28,APPROVED
19504,68,1111,19353,2024-09-10,APPROVED
19505,467,631,6406,2025-01-12,APPROVED
19506,215,717,5032,2024-10-29,APPROVED
19507,96,901,12894,2023-08-08,APPROVED
19508,285,573,8813,2025-03-26,APPROVED
19509,138,532,29672,2023-02-01,APPROVED
19510,442,229,23432,2023-08-11,APPROVED
19511,282,1069,6653,2023-01-21,APPROVED
19512,24,343,23400,2025-07-20,APPROVED
19513,45,1195,13269,2023-08-06,APPROVED
19514,269,539,29933,2024-06-10,APPROVED
19515,401,814,14004,2024-07-21,APPROVED
19516,54,454,8918,2025-08-26,APPROVED
19517,134,1178,8011,2025-03-22,APPROVED
19518,207,597,5888,2023-04-25,APPROVED
19519,496,3,18529,2023-05-10,APPROVED
19520,136,934,12902,2023-09-04,APPROVED
19521,249,953,1705,2025-03-24,APPROVED
19522,350,537,22975,2025-05-15,APPROVED
19523,285,987,18517,2024-07-19,APPROVED
19524,108,681,4412,2023-12-30,APPROVED
19525,379,22,10247,2024-06-08,APPROVED
19526,387,1080,19038,2024-03-22,APPROVED
19527,460,717,3307,2025-05-24,APPROVED
19528,393,784,1943,2024-10-16,APPROVED
19529,87,58,630,2024-08-11,APPROVED
19530,48,801,29291,2024-12-06,APPROVED
19531,56,1077,11142,2024-04-21,APPROVED
19532,190,500,6758,2025-09-05,APPROVED
19533,383,204,3411,2025-01-22,APPROVED
19534,417,336,10137,2024-06-25,APPROVED
19535,377,456,22107,2024-02-19,APPROVED
19536,459,1014,14050,2023-04-01,APPROVED
19537,441,825,12073,2024-07-21,APPROVED
19538,341,278,21200,2024-02-04,APPROVED
19539,347,1091,22001,2024-06-30,APPROVED
19540,382,140,27379,2023-12-24,APPROVED
19541,173,1115,9185,2024-05-13,APPROVED
19542,79,27,19760,2025-07-01,APPROVED
19543,214,948,10277,2023-12-12,APPROVED
19544,361,713,27841,2023-01-28,APPROVED
19545,145,1035,29292,2023-04-01,APPROVED
19546,243,950,28580,2024-12-06,APPROVED
19547,187,253,12735,2024-02-17,APPROVED
19548,319,540,18559,2025-01-30,APPROVED
19549,450,31,18310,2025-01-01,APPROVED
19550,448,231,1432,2023-02-08,APPROVED
19551,145,649,23952,2024-10-09,APPROVED
19552,458,924,11109,2025-06-28,APPROVED
19553,441,627,7432,2024-03-23,APPROVED
19554,185,1102,5810,2025-02-16,APPROVED
19555,331,689,7796,2025-01-15,APPROVED
19556,161,139,14926,2023-04-05,APPROVED
19557,472,27,15165,2024-06-05,APPROVED
19558,383,17,19679,2024-02-26,APPROVED
19559,461,366,27817,2024-03-04,APPROVED
19560,56,604,3478,2023-12-12,APPROVED
19561,366,1098,8881,2023-03-25,APPROVED
19562,309,450,26374,2024-10-31,APPROVED
19563,252,480,6270,2023-07-17,APPROVED
19564,115,275,21092,2024-11-04,APPROVED
19565,233,635,2992,2025-04-24,APPROVED
19566,297,111,19314,2024-11-10,APPROVED
19567,306,257,9046,2024-12-24,APPROVED
19568,2,806,2916,2024-05-02,APPROVED
19569,392,645,28365,2023-06-25,APPROVED
19570,416,858,27206,2023-12-11,APPROVED
19571,177,327,23294,2025-01-21,APPROVED
19572,344,632,16551,2024-07-24,APPROVED
19573,120,959,28136,2025-04-21,APPROVED
19574,270,855,13243,2023-11-28,APPROVED
19575,453,523,26823,2024-05-20,APPROVED
19576,500,305,22700,2024-03-19,APPROVED
19577,384,165,22614,2023-08-15,APPROVED
19578,214,127,10075,2023-11-01,APPROVED
19579,366,348,5666,2025-03-01,APPROVED
19580,69,825,25730,2025-02-14,APPROVED
19581,241,381,23648,2023-08-30,APPROVED
19582,60,634,22613,2024-11-24,APPROVED
19583,370,532,22907,2023-01-04,APPROVED
19584,451,216,1623,2024-01-07,APPROVED
19585,84,760,7629,2023-11-02,APPROVED
19586,232,88,8963,2024-01-25,APPROVED
19587,298,25,1912,2023-08-13,APPROVED
19588,461,1162,26694,2024-11-20,APPROVED
19589,500,691,26723,2024-11-18,APPROVED
19590,486,460,21196,2023-05-26,APPROVED
19591,217,1021,27501,2024-11-30,APPROVED
19592,400,155,13809,2024-07-10,APPROVED
19593,104,150,333,2024-08-27,APPROVED
19594,35,528,1871,2025-07-11,APPROVED
19595,52,491,29739,2023-10-27,APPROVED
19596,499,828,17766,2023-10-28,APPROVED
19597,14,1015,21119,2025-09-12,APPROVED
19598,301,709,2953,2024-01-05,APPROVED
19599,18,69,24237,2023-01-09,APPROVED
19600,72,565,29029,2025-04-15,APPROVED
19601,342,751,6642,2025-07-11,APPROVED
19602,316,841,3069,2023-07-16,APPROVED
19603,113,810,21788,2023-02-21,APPROVED
19604,264,647,11430,2024-10-20,APPROVED
19605,380,1072,13176,2023-03-29,APPROVED
19606,77,98,11897,2023-08-05,APPROVED
19607,247,1086,26336,2024-05-01,APPROVED
19608,354,727,16525,2024-09-27,APPROVED
19609,302,663,18959,2023-12-26,APPROVED
19610,186,677,24393,2025-09-16,APPROVED
19611,388,596,23831,2024-12-30,APPROVED
19612,226,1152,26379,2025-05-13,APPROVED
19613,440,1064,26088,2024-05-08,APPROVED
19614,217,330,29566,2025-08-21,APPROVED
19615,137,986,28448,2023-11-26,APPROVED
19616,481,779,6428,2023-09-18,APPROVED
19617,66,978,11099,2023-07-22,APPROVED
19618,54,1005,25020,2024-08-21,APPROVED
19619,136,973,19728,2023-03-23,APPROVED
19620,66,40,26843,2024-04-06,APPROVED
19621,282,597,11112,2023-07-02,APPROVED
19622,332,616,6644,2024-04-25,APPROVED
19623,349,133,23502,2025-02-10,APPROVED
19624,415,356,2056,2025-06-24,APPROVED
19625,392,798,3657,2024-09-10,APPROVED
19626,107,718,25204,2024-04-20,APPROVED
19627,417,144,10248,2024-09-24,APPROVED
19628,183,525,2007,2024-06-28,APPROVED
19629,96,942,29795,2023-05-13,APPROVED
19630,119,140,11228,2025-04-21,APPROVED
19631,460,1098,17672,2024-07-28,APPROVED
19632,395,769,9532,2024-12-11,APPROVED
19633,199,899,2153,2024-01-14,APPROVED
19634,44,337,21642,2024-01-15,APPROVED
19635,135,1129,5997,2025-02-01,APPROVED
19636,363,857,1733,2025-01-05,APPROVED
19637,439,847,18338,2023-12-16,APPROVED
19638,120,1109,21100,2023-06-29,APPROVED
19639,204,5,11651,2025-05-26,APPROVED
19640,448,378,4421,2025-08-29,APPROVED
19641,433,30,12529,2023-06-13,APPROVED
19642,100,207,6164,2023-09-21,APPROVED
19643,366,336,5529,2023-09-24,APPROVED
19644,355,1141,19375,2024-07-28,APPROVED
19645,385,151,17734,2024-06-28,APPROVED
19646,432,7,3852,2025-04-14,APPROVED
19647,432,649,11676,2025-07-15,APPROVED
19648,291,493,29195,2023-03-18,APPROVED
19649,442,1046,19242,2025-05-12,APPROVED
19650,229,119,22985,2023-03-08,APPROVED
19651,307,439,18730,2024-03-09,APPROVED
19652,331,935,29592,2025-02-21,APPROVED
19653,24,849,24176,2025-05-11,APPROVED
19654,272,312,850,2024-08-15,APPROVED
19655,126,166,27437,2023-04-26,APPROVED
19656,438,672,4567,2023-03-15,APPROVED
19657,137,530,6751,2025-07-05,APPROVED
19658,356,980,6643,2024-05-09,APPROVED
19659,257,518,2385,2023-08-15,APPROVED
19660,201,1039,5477,2025-05-30,APPROVED
19661,396,878,24900,2023-03-01,APPROVED
19662,110,713,23979,2023-06-22,APPROVED
19663,173,606,16561,2023-11-18,APPROVED
19664,219,617,18699,2024-06-13,APPROVED
19665,197,782,12792,2024-06-26,APPROVED
19666,240,739,1228,2023-03-20,APPROVED
19667,256,299,25985,2023-08-15,APPROVED
19668,40,815,9431,2023-05-25,APPROVED
19669,148,301,18219,2024-12-06,APPROVED
19670,223,213,9454,2025-04-01,APPROVED
19671,427,9,15798,2023-01-02,APPROVED
19672,202,227,17024,2023-02-14,APPROVED
19673,261,460,20552,2023-11-11,APPROVED
19674,8,309,8582,2023-12-30,APPROVED
19675,43,113,18351,2023-01-06,APPROVED
19676,390,616,12215,2025-01-20,APPROVED
19677,303,399,19841,2023-10-07,APPROVED
19678,224,313,3038,2025-08-21,APPROVED
19679,480,198,17327,2023-04-16,APPROVED
19680,149,765,25972,2024-01-28,APPROVED
19681,46,107,775,2023-06-12,APPROVED
19682,292,99,17392,2024-01-21,APPROVED
19683,433,184,6197,2024-08-24,APPROVED
19684,406,419,12016,2024-04-17,APPROVED
19685,107,1026,17931,2024-12-15,APPROVED
19686,400,29,29498,2023-02-16,APPROVED
19687,12,62,8562,2024-01-23,APPROVED
19688,240,266,3138,2024-08-11,APPROVED
19689,121,206,14954,2025-07-21,APPROVED
19690,238,1049,2336,2025-08-13,APPROVED
19691,416,202,10757,2023-06-21,APPROVED
19692,431,945,2246,2025-05-11,APPROVED
19693,277,12,3347,2024-11-25,APPROVED
19694,437,666,2730,2023-06-02,APPROVED
19695,424,602,26052,2025-03-28,APPROVED
19696,265,283,6529,2023-03-20,APPROVED
19697,497,624,15368,2024-11-16,APPROVED
19698,150,133,18303,2024-03-27,APPROVED
19699,500,122,11300,2025-03-28,APPROVED
19700,464,528,22551,2024-03-28,APPROVED
19701,306,1106,6155,2025-02-17,APPROVED
19702,498,1085,3545,2024-10-27,APPROVED
19703,63,127,22673,2023-09-17,APPROVED
19704,224,525,995,2025-02-24,APPROVED
19705,451,690,17353,2024-07-22,APPROVED
19706,18,1094,12444,2023-07-01,APPROVED
19707,437,113,27511,2023-12-16,APPROVED
19708,343,765,13037,2023-02-01,APPROVED
19709,126,290,23761,2023-12-09,APPROVED
19710,201,681,10120,2024-02-11,APPROVED
19711,344,1136,18912,2024-07-25,APPROVED
19712,213,228,27106,2023-09-05,APPROVED
19713,134,321,7788,2024-06-16,APPROVED
19714,291,90,22163,2024-11-30,APPROVED
19715,328,955,21254,2024-02-29,APPROVED
19716,135,1149,28144,2025-07-22,APPROVED
19717,492,339,21249,2024-05-20,APPROVED
19718,140,468,24702,2023-07-29,APPROVED
19719,192,225,10923,2025-02-23,APPROVED
19720,66,534,14875,2023-02-10,APPROVED
19721,33,866,8664,2023-08-24,APPROVED
19722,92,1150,19662,2024-08-29,APPROVED
19723,226,765,20411,2025-04-05,APPROVED
19724,297,61,26668,2023-09-15,APPROVED
19725,11,1007,29404,2023-11-25,APPROVED
19726,340,1026,3352,2025-06-01,APPROVED
19727,32,311,24561,2023-07-31,APPROVED
19728,239,257,18083,2023-03-13,APPROVED
19729,121,369,6465,2023-11-30,APPROVED
19730,201,328,4884,2024-10-14,APPROVED
19731,115,64,25508,2025-04-18,APPROVED
19732,284,92,19558,2023-07-03,APPROVED
19733,96,620,24078,2024-04-29,APPROVED
19734,441,1140,24385,2025-05-22,APPROVED
19735,182,853,2385,2024-12-20,APPROVED
19736,158,14,24613,2023-03-26,APPROVED
19737,235,737,23462,2023-09-24,APPROVED
19738,335,1016,10755,2025-01-14,APPROVED
19739,11,135,11961,2023-04-23,APPROVED
19740,362,286,28244,2023-09-12,APPROVED
19741,411,813,2408,2025-04-24,APPROVED
19742,275,1119,15904,2024-05-01,APPROVED
19743,264,52,7725,2024-12-07,APPROVED
