ORDER_ID,ORDER_NUMBER,CUSTOMER_ID,ORDER_DATE,PLANT_ID,STATUS
5056,SO-0005056,28,2023-06-10,12,SHIPPED
5057,SO-0005057,31,2025-12-03,7,PARTIAL
5058,SO-0005058,57,2023-09-10,6,PARTIAL
5059,SO-0005059,71,2026-03-17,6,SHIPPED
5060,SO-0005060,30,2026-08-31,9,SHIPPED
5061,SO-0005061,45,2023-01-22,1,SHIPPED
5062,SO-0005062,52,2024-08-14,11,SHIPPED
5063,SO-0005063,48,2024-10-12,8,SHIPPED
5064,SO-0005064,58,2026-06-05,2,SHIPPED
5065,SO-0005065,3,2023-12-20,11,SHIPPED
5066,SO-0005066,31,2026-08-25,10,SHIPPED
5067,SO-0005067,41,2023-07-01,1,OPEN
5068,SO-0005068,55,2026-05-09,2,SHIPPED
5069,SO-0005069,12,2025-06-26,9,SHIPPED
5070,SO-0005070,24,2023-02-22,4,OPEN
5071,SO-0005071,46,2023-05-16,2,PARTIAL
5072,SO-0005072,66,2025-07-10,5,PARTIAL
5073,SO-0005073,8,2026-03-21,5,OPEN
5074,SO-0005074,70,2026-01-21,1,SHIPPED
5075,SO-0005075,32,2026-09-13,9,SHIPPED
5076,SO-0005076,49,2024-06-09,10,SHIPPED
5077,SO-0005077,56,2025-12-10,4,OPEN
5078,SO-0005078,5,2025-11-05,3,OPEN
5079,SO-0005079,26,2024-10-21,8,SHIPPED
5080,SO-0005080,27,2025-12-05,9,SHIPPED
5081,SO-0005081,9,2024-01-26,2,SHIPPED
5082,SO-0005082,29,2024-10-30,8,OPEN
5083,SO-0005083,59,2026-07-10,5,PARTIAL
5084,SO-0005084,32,2023-12-09,3,SHIPPED
5085,SO-0005085,30,2023-02-01,6,SHIPPED
5086,SO-0005086,50,2024-07-22,10,SHIPPED
5087,SO-0005087,27,2025-08-11,8,OPEN
5088,SO-0005088,58,2024-10-27,3,SHIPPED
5089,SO-0005089,45,2026-08-10,3,SHIPPED
5090,SO-0005090,52,2024-06-09,6,OPEN
5091,SO-0005091,5,2025-02-22,11,SHIPPED
5092,SO-0005092,3,2024-02-24,2,PARTIAL
5093,SO-0005093,52,2025-01-24,8,PARTIAL
5094,SO-0005094,67,2024-02-27,6,PARTIAL
5095,SO-0005095,56,2023-05-04,12,SHIPPED
5096,SO-0005096,62,2026-03-12,8,PARTIAL
5097,SO-0005097,47,2025-11-10,9,SHIPPED
5098,SO-0005098,33,2023-07-25,8,PARTIAL
5099,SO-0005099,59,2026-04-16,8,OPEN
5100,SO-0005100,3,2023-07-22,3,OPEN
5101,SO-0005101,73,2026-07-30,5,PARTIAL
5102,SO-0005102,13,2023-10-21,9,SHIPPED
5103,SO-0005103,19,2026-07-08,2,SHIPPED
5104,SO-0005104,26,2023-04-25,3,OPEN
5105,SO-0005105,14,2026-01-04,8,SHIPPED
5106,SO-0005106,77,2026-03-20,8,SHIPPED
5107,SO-0005107,5,2025-09-04,4,PARTIAL
5108,SO-0005108,73,2026-05-05,3,SHIPPED
5109,SO-0005109,4,2024-09-25,4,SHIPPED
5110,SO-0005110,63,2023-12-20,3,SHIPPED
5111,SO-0005111,8,2023-03-12,9,SHIPPED
5112,SO-0005112,56,2023-11-09,9,SHIPPED
5113,SO-0005113,18,2024-02-12,3,PARTIAL
5114,SO-0005114,14,2025-06-07,6,SHIPPED
5115,SO-0005115,26,2025-09-11,12,SHIPPED
5116,SO-0005116,42,2024-04-30,8,SHIPPED
5117,SO-0005117,21,2026-04-14,2,SHIPPED
5118,SO-0005118,80,2023-12-07,10,OPEN
5119,SO-0005119,77,2025-10-06,9,SHIPPED
5120,SO-0005120,43,2023-03-28,8,SHIPPED
5121,SO-0005121,43,2023-07-07,12,SHIPPED
5122,SO-0005122,71,2024-08-07,6,PARTIAL
5123,SO-0005123,35,2023-05-30,9,SHIPPED
5124,SO-0005124,72,2026-08-06,3,PARTIAL
5125,SO-0005125,47,2025-04-13,6,PARTIAL
5126,SO-0005126,61,2024-11-28,11,SHIPPED
5127,SO-0005127,7,2023-05-09,6,SHIPPED
5128,SO-0005128,5,2024-05-16,11,OPEN
5129,SO-0005129,11,2025-12-04,7,SHIPPED
5130,SO-0005130,64,2024-01-10,4,OPEN
5131,SO-0005131,68,2023-05-28,1,OPEN
5132,SO-0005132,1,2023-05-25,5,SHIPPED
5133,SO-0005133,34,2024-09-22,8,OPEN
5134,SO-0005134,35,2023-05-19,9,SHIPPED
5135,SO-0005135,54,2023-03-28,8,PARTIAL
5136,SO-0005136,57,2023-12-13,2,SHIPPED
5137,SO-0005137,1,2026-01-26,3,PARTIAL
5138,SO-0005138,43,2026-06-04,1,PARTIAL
5139,SO-0005139,16,2025-12-28,3,SHIPPED
5140,SO-0005140,67,2026-07-09,9,OPEN
5141,SO-0005141,34,2026-02-07,6,SHIPPED
5142,SO-0005142,45,2025-01-11,2,PARTIAL
5143,SO-0005143,41,2024-12-17,10,OPEN
5144,SO-0005144,54,2024-04-09,6,PARTIAL
5145,SO-0005145,29,2023-04-04,12,OPEN
5146,SO-0005146,25,2026-02-03,5,PARTIAL
5147,SO-0005147,50,2023-07-01,3,PARTIAL
5148,SO-0005148,18,2023-01-31,11,SHIPPED
5149,SO-0005149,61,2023-03-14,11,SHIPPED
5150,SO-0005150,2,2024-10-31,1,SHIPPED
5151,SO-0005151,59,2024-01-31,8,OPEN
5152,SO-0005152,8,2024-06-20,3,SHIPPED
5153,SO-0005153,55,2023-02-12,1,PARTIAL
5154,SO-0005154,49,2026-08-02,6,SHIPPED
5155,SO-0005155,19,2026-04-04,11,SHIPPED
5156,SO-0005156,17,2024-08-10,8,SHIPPED
5157,SO-0005157,74,2023-03-06,10,SHIPPED
5158,SO-0005158,19,2023-08-26,2,SHIPPED
5159,SO-0005159,73,2023-06-28,3,SHIPPED
5160,SO-0005160,61,2024-10-24,6,OPEN
5161,SO-0005161,15,2025-01-02,7,SHIPPED
5162,SO-0005162,29,2023-07-23,7,SHIPPED
5163,SO-0005163,5,2025-10-14,11,SHIPPED
5164,SO-0005164,45,2023-12-06,8,SHIPPED
5165,SO-0005165,69,2026-03-08,9,SHIPPED
5166,SO-0005166,23,2026-08-11,8,PARTIAL
5167,SO-0005167,10,2023-02-12,3,PARTIAL
5168,SO-0005168,31,2025-09-08,4,SHIPPED
5169,SO-0005169,76,2026-05-07,2,SHIPPED
5170,SO-0005170,3,2024-02-15,1,PARTIAL
5171,SO-0005171,35,2025-01-18,7,PARTIAL
5172,SO-0005172,50,2023-07-19,6,OPEN
5173,SO-0005173,75,2025-06-23,1,SHIPPED
5174,SO-0005174,53,2025-01-26,1,SHIPPED
5175,SO-0005175,74,2026-05-03,11,PARTIAL
5176,SO-0005176,54,2025-05-23,6,SHIPPED
5177,SO-0005177,72,2023-11-24,2,PARTIAL
5178,SO-0005178,27,2023-06-01,2,SHIPPED
5179,SO-0005179,44,2026-07-16,5,OPEN
5180,SO-0005180,66,2025-09-18,12,SHIPPED
5181,SO-0005181,46,2025-11-28,11,SHIPPED
5182,SO-0005182,75,2025-01-15,11,OPEN
5183,SO-0005183,6,2026-04-22,2,PARTIAL
5184,SO-0005184,72,2025-08-03,5,PARTIAL
5185,SO-0005185,28,2026-06-01,12,OPEN
5186,SO-0005186,63,2025-08-07,4,SHIPPED
5187,SO-0005187,47,2026-03-30,12,OPEN
5188,SO-0005188,78,2025-10-02,9,SHIPPED
5189,SO-0005189,1,2024-01-22,11,SHIPPED
5190,SO-0005190,13,2023-06-25,3,SHIPPED
5191,SO-0005191,49,2024-06-16,9,SHIPPED
5192,SO-0005192,5,2023-09-29,6,OPEN
5193,SO-0005193,47,2024-10-22,2,SHIPPED
5194,SO-0005194,65,2024-07-25,9,SHIPPED
5195,SO-0005195,54,2025-11-09,1,SHIPPED
5196,SO-0005196,37,2025-08-03,11,SHIPPED
5197,SO-0005197,35,2023-08-26,5,SHIPPED
5198,SO-0005198,61,2023-08-22,9,SHIPPED
5199,SO-0005199,30,2026-07-29,11,PARTIAL
5200,SO-0005200,52,2024-10-01,12,SHIPPED
5201,SO-0005201,56,2024-11-09,11,SHIPPED
5202,SO-0005202,75,2023-02-28,6,SHIPPED
5203,SO-0005203,13,2026-02-06,5,SHIPPED
5204,SO-0005204,31,2026-06-26,6,PARTIAL
5205,SO-0005205,65,2026-09-11,1,OPEN
5206,SO-0005206,73,2023-03-13,3,SHIPPED
5207,SO-0005207,4,2025-08-31,5,SHIPPED
5208,SO-0005208,71,2023-03-07,11,SHIPPED
5209,SO-0005209,39,2025-04-15,11,SHIPPED
5210,SO-0005210,6,2025-12-06,2,OPEN
5211,SO-0005211,67,2024-03-09,10,SHIPPED
5212,SO-0005212,15,2025-09-24,8,OPEN
5213,SO-0005213,78,2024-07-30,10,SHIPPED
5214,SO-0005214,71,2025-06-21,3,SHIPPED
5215,SO-0005215,75,2023-04-29,6,SHIPPED
5216,SO-0005216,59,2023-04-29,8,SHIPPED
5217,SO-0005217,61,2024-07-26,8,SHIPPED
5218,SO-0005218,58,2025-10-25,1,SHIPPED
5219,SO-0005219,28,2024-05-17,7,PARTIAL
5220,SO-0005220,37,2025-06-08,11,OPEN
5221,SO-0005221,24,2024-12-30,3,SHIPPED
5222,SO-0005222,56,2026-06-26,9,SHIPPED
5223,SO-0005223,79,2024-09-12,4,OPEN
5224,SO-0005224,29,2024-03-23,12,SHIPPED
5225,SO-0005225,69,2026-07-20,2,SHIPPED
5226,SO-0005226,23,2023-03-04,3,PARTIAL
5227,SO-0005227,14,2026-04-30,7,SHIPPED
5228,SO-0005228,63,2025-11-07,1,OPEN
5229,SO-0005229,14,2025-05-03,9,SHIPPED
5230,SO-0005230,57,2024-06-28,4,OPEN
5231,SO-0005231,61,2025-02-21,8,SHIPPED
5232,SO-0005232,67,2024-10-31,1,SHIPPED
5233,SO-0005233,58,2025-11-22,8,SHIPPED
5234,SO-0005234,43,2023-06-14,4,OPEN
5235,SO-0005235,79,2024-02-18,4,SHIPPED
5236,SO-0005236,59,2023-12-13,4,OPEN
5237,SO-0005237,56,2025-04-09,6,OPEN
5238,SO-0005238,22,2024-03-06,4,OPEN
5239,SO-0005239,37,2025-01-23,5,PARTIAL
5240,SO-0005240,44,2025-10-09,5,PARTIAL
5241,SO-0005241,66,2024-12-05,3,SHIPPED
5242,SO-0005242,51,2024-12-01,10,SHIPPED
5243,SO-0005243,35,2026-04-14,6,OPEN
5244,SO-0005244,15,2024-11-08,5,OPEN
5245,SO-0005245,22,2025-06-26,10,SHIPPED
5246,SO-0005246,44,2025-06-29,6,PARTIAL
5247,SO-0005247,9,2025-02-11,2,OPEN
5248,SO-0005248,80,2023-06-07,3,SHIPPED
5249,SO-0005249,76,2024-12-06,3,OPEN
5250,SO-0005250,79,2023-04-02,10,OPEN
5251,SO-0005251,35,2024-07-10,4,SHIPPED
5252,SO-0005252,28,2026-06-25,10,SHIPPED
5253,SO-0005253,52,2025-05-13,6,SHIPPED
5254,SO-0005254,58,2024-10-14,9,PARTIAL
5255,SO-0005255,56,2024-03-07,4,SHIPPED
5256,SO-0005256,57,2023-01-18,4,SHIPPED
5257,SO-0005257,23,2023-08-31,2,SHIPPED
5258,SO-0005258,66,2024-09-14,3,SHIPPED
5259,SO-0005259,22,2025-10-11,2,PARTIAL
5260,SO-0005260,78,2023-11-12,4,PARTIAL
5261,SO-0005261,52,2024-07-31,1,SHIPPED
5262,SO-0005262,27,2025-04-20,12,SHIPPED
5263,SO-0005263,62,2023-02-14,12,SHIPPED
5264,SO-0005264,25,2026-06-15,5,SHIPPED
5265,SO-0005265,20,2024-01-29,11,SHIPPED
5266,SO-0005266,24,2024-11-06,5,OPEN
5267,SO-0005267,44,2025-06-23,5,SHIPPED
5268,SO-0005268,52,2023-11-11,8,SHIPPED
5269,SO-0005269,27,2026-02-15,10,SHIPPED
5270,SO-0005270,17,2026-02-10,9,SHIPPED
5271,SO-0005271,33,2024-04-29,12,SHIPPED
5272,SO-0005272,2,2024-12-20,7,PARTIAL
5273,SO-0005273,23,2025-12-30,11,SHIPPED
5274,SO-0005274,37,2025-12-05,4,SHIPPED
5275,SO-0005275,39,2025-06-29,1,OPEN
5276,SO-0005276,56,2024-03-09,2,OPEN
5277,SO-0005277,42,2023-11-27,11,PARTIAL
5278,SO-0005278,69,2023-02-23,10,PARTIAL
5279,SO-0005279,27,2024-08-18,6,SHIPPED
5280,SO-0005280,68,2023-01-08,3,SHIPPED
5281,SO-0005281,18,2026-03-08,1,SHIPPED
5282,SO-0005282,78,2023-02-17,3,OPEN
5283,SO-0005283,35,2023-08-10,12,SHIPPED
5284,SO-0005284,55,2023-02-13,12,SHIPPED
5285,SO-0005285,52,2023-06-30,11,OPEN
5286,SO-0005286,15,2025-01-16,10,SHIPPED
5287,SO-0005287,4,2026-03-08,5,SHIPPED
5288,SO-0005288,56,2025-08-27,3,SHIPPED
5289,SO-0005289,41,2026-01-21,12,SHIPPED
5290,SO-0005290,62,2025-12-06,9,SHIPPED
5291,SO-0005291,75,2026-03-19,2,OPEN
5292,SO-0005292,29,2023-05-02,6,SHIPPED
5293,SO-0005293,65,2025-01-17,8,OPEN
5294,SO-0005294,13,2023-07-03,3,SHIPPED
5295,SO-0005295,6,2026-09-05,3,PARTIAL
5296,SO-0005296,64,2024-10-08,4,OPEN
5297,SO-0005297,21,2026-08-08,4,SHIPPED
5298,SO-0005298,79,2025-02-27,2,OPEN
5299,SO-0005299,37,2024-04-03,8,OPEN
5300,SO-0005300,65,2023-08-11,8,PARTIAL
5301,SO-0005301,57,2026-07-19,12,PARTIAL
5302,SO-0005302,57,2026-07-25,10,SHIPPED
5303,SO-0005303,15,2023-04-09,3,PARTIAL
5304,SO-0005304,52,2025-08-14,6,PARTIAL
5305,SO-0005305,15,2024-10-04,12,OPEN
5306,SO-0005306,63,2025-06-06,10,OPEN
5307,SO-0005307,20,2026-04-23,5,SHIPPED
5308,SO-0005308,33,2023-01-08,1,PARTIAL
5309,SO-0005309,17,2026-02-27,9,SHIPPED
5310,SO-0005310,4,2025-09-14,4,OPEN
5311,SO-0005311,12,2024-11-16,8,OPEN
5312,SO-0005312,17,2025-10-27,6,SHIPPED
5313,SO-0005313,39,2024-08-06,5,SHIPPED
5314,SO-0005314,53,2026-02-02,10,SHIPPED
5315,SO-0005315,49,2025-04-18,1,OPEN
5316,SO-0005316,26,2023-04-30,5,SHIPPED
5317,SO-0005317,45,2026-07-21,8,OPEN
5318,SO-0005318,15,2024-04-18,2,SHIPPED
5319,SO-0005319,67,2025-09-16,7,OPEN
5320,SO-0005320,30,2023-08-03,7,SHIPPED
5321,SO-0005321,39,2023-05-07,4,SHIPPED
5322,SO-0005322,24,2023-11-07,9,SHIPPED
5323,SO-0005323,26,2024-09-10,5,PARTIAL
5324,SO-0005324,7,2024-07-13,9,PARTIAL
5325,SO-0005325,78,2024-10-02,11,SHIPPED
5326,SO-0005326,54,2024-11-05,12,PARTIAL
5327,SO-0005327,20,2023-02-10,3,OPEN
5328,SO-0005328,38,2026-07-29,7,PARTIAL
5329,SO-0005329,10,2024-06-13,5,OPEN
5330,SO-0005330,39,2023-04-17,7,SHIPPED
5331,SO-0005331,68,2026-09-04,7,OPEN
5332,SO-0005332,33,2023-09-03,7,OPEN
5333,SO-0005333,17,2025-06-18,6,OPEN
5334,SO-0005334,75,2026-07-28,9,SHIPPED
5335,SO-0005335,29,2025-06-24,6,OPEN
5336,SO-0005336,55,2024-09-10,6,SHIPPED
5337,SO-0005337,27,2026-02-07,1,OPEN
5338,SO-0005338,57,2023-04-23,3,SHIPPED
5339,SO-0005339,7,2026-02-04,9,PARTIAL
5340,SO-0005340,35,2023-12-28,1,SHIPPED
5341,SO-0005341,5,2026-09-10,2,SHIPPED
5342,SO-0005342,61,2023-11-09,9,PARTIAL
5343,SO-0005343,27,2025-01-20,3,PARTIAL
5344,SO-0005344,27,2023-07-06,12,SHIPPED
5345,SO-0005345,32,2024-09-05,7,OPEN
5346,SO-0005346,70,2025-07-08,8,SHIPPED
5347,SO-0005347,49,2025-08-01,11,PARTIAL
5348,SO-0005348,63,2024-03-25,10,OPEN
5349,SO-0005349,31,2023-09-22,3,SHIPPED
5350,SO-0005350,11,2026-06-07,9,OPEN
5351,SO-0005351,70,2024-06-06,5,OPEN
5352,SO-0005352,47,2025-07-11,7,SHIPPED
5353,SO-0005353,58,2025-01-21,6,SHIPPED
5354,SO-0005354,49,2024-09-27,4,OPEN
5355,SO-0005355,12,2025-02-22,3,SHIPPED
5356,SO-0005356,73,2024-07-23,2,PARTIAL
5357,SO-0005357,29,2026-09-16,5,OPEN
5358,SO-0005358,72,2023-06-03,7,SHIPPED
5359,SO-0005359,25,2026-05-12,12,PARTIAL
5360,SO-0005360,53,2023-12-09,1,OPEN
5361,SO-0005361,30,2025-04-20,6,SHIPPED
5362,SO-0005362,65,2024-09-09,12,SHIPPED
5363,SO-0005363,12,2025-12-14,3,SHIPPED
5364,SO-0005364,4,2024-04-29,3,SHIPPED
5365,SO-0005365,68,2026-07-18,6,SHIPPED
5366,SO-0005366,42,2024-01-02,2,SHIPPED
5367,SO-0005367,66,2023-05-22,7,SHIPPED
5368,SO-0005368,24,2026-03-29,9,PARTIAL
5369,SO-0005369,18,2023-11-01,3,SHIPPED
5370,SO-0005370,46,2024-10-20,5,SHIPPED
5371,SO-0005371,24,2026-08-20,9,SHIPPED
5372,SO-0005372,54,2023-04-28,9,PARTIAL
5373,SO-0005373,38,2023-12-20,4,SHIPPED
5374,SO-0005374,21,2026-07-28,4,OPEN
5375,SO-0005375,39,2024-12-16,11,SHIPPED
5376,SO-0005376,5,2025-04-22,2,SHIPPED
5377,SO-0005377,2,2023-04-12,8,PARTIAL
5378,SO-0005378,28,2024-07-29,7,SHIPPED
5379,SO-0005379,43,2025-02-03,3,SHIPPED
5380,SO-0005380,24,2025-05-17,12,SHIPPED
5381,SO-0005381,55,2025-01-10,6,OPEN
5382,SO-0005382,45,2025-11-15,3,PARTIAL
5383,SO-0005383,39,2023-10-21,6,SHIPPED
5384,SO-0005384,25,2024-05-28,3,SHIPPED
5385,SO-0005385,3,2026-06-14,9,OPEN
5386,SO-0005386,75,2023-05-02,1,SHIPPED
5387,SO-0005387,80,2025-04-15,8,OPEN
5388,SO-0005388,37,2024-04-01,11,OPEN
5389,SO-0005389,31,2026-09-27,5,PARTIAL
5390,SO-0005390,51,2024-11-17,5,SHIPPED
5391,SO-0005391,32,2025-04-24,12,OPEN
5392,SO-0005392,37,2023-10-02,9,PARTIAL
5393,SO-0005393,74,2024-11-08,12,PARTIAL
5394,SO-0005394,40,2026-02-08,6,SHIPPED
5395,SO-0005395,9,2025-08-16,3,SHIPPED
5396,SO-0005396,32,2025-11-21,12,SHIPPED
5397,SO-0005397,71,2024-10-16,7,SHIPPED
5398,SO-0005398,13,2023-11-06,2,PARTIAL
5399,SO-0005399,32,2025-10-29,3,SHIPPED
5400,SO-0005400,43,2023-03-22,3,PARTIAL
5401,SO-0005401,47,2024-10-22,3,SHIPPED
5402,SO-0005402,37,2024-10-13,10,SHIPPED
5403,SO-0005403,27,2023-11-22,8,SHIPPED
5404,SO-0005404,64,2026-02-11,12,OPEN
5405,SO-0005405,49,2025-03-24,7,SHIPPED
5406,SO-0005406,50,2023-11-23,12,OPEN
5407,SO-0005407,53,2026-07-20,1,OPEN
5408,SO-0005408,7,2025-04-02,9,PARTIAL
5409,SO-0005409,29,2024-05-18,4,PARTIAL
5410,SO-0005410,34,2025-05-21,4,SHIPPED
5411,SO-0005411,31,2023-07-12,12,SHIPPED
5412,SO-0005412,35,2023-10-05,6,PARTIAL
5413,SO-0005413,71,2024-09-07,7,PARTIAL
5414,SO-0005414,64,2023-12-02,11,SHIPPED
5415,SO-0005415,49,2025-02-27,2,SHIPPED
5416,SO-0005416,45,2026-06-15,2,SHIPPED
5417,SO-0005417,3,2023-08-23,4,OPEN
5418,SO-0005418,39,2026-06-16,12,OPEN
5419,SO-0005419,20,2024-03-27,2,OPEN
5420,SO-0005420,34,2023-09-10,1,OPEN
5421,SO-0005421,18,2026-09-01,9,OPEN
5422,SO-0005422,1,2026-07-04,12,SHIPPED
5423,SO-0005423,18,2023-08-01,7,SHIPPED
5424,SO-0005424,65,2024-07-31,11,SHIPPED
5425,SO-0005425,46,2024-10-31,4,SHIPPED
5426,SO-0005426,45,2023-09-25,10,PARTIAL
5427,SO-0005427,9,2025-02-02,1,SHIPPED
5428,SO-0005428,18,2023-04-09,10,OPEN
5429,SO-0005429,11,2024-05-14,12,OPEN
5430,SO-0005430,2,2023-04-10,2,SHIPPED
5431,SO-0005431,6,2024-06-30,6,PARTIAL
5432,SO-0005432,4,2024-08-15,6,SHIPPED
5433,SO-0005433,13,2026-01-02,6,SHIPPED
5434,SO-0005434,31,2024-05-11,11,SHIPPED
5435,SO-0005435,37,2026-07-31,7,SHIPPED
5436,SO-0005436,46,2024-04-15,7,SHIPPED
5437,SO-0005437,64,2025-03-28,4,SHIPPED
5438,SO-0005438,19,2024-08-01,6,SHIPPED
5439,SO-0005439,69,2023-02-11,8,PARTIAL
5440,SO-0005440,51,2024-06-25,12,SHIPPED
5441,SO-0005441,32,2026-01-12,5,OPEN
5442,SO-0005442,23,2023-01-27,5,SHIPPED
5443,SO-0005443,5,2023-08-31,1,SHIPPED
5444,SO-0005444,38,2025-01-15,12,PARTIAL
5445,SO-0005445,61,2024-09-04,2,SHIPPED
5446,SO-0005446,77,2023-05-25,5,SHIPPED
5447,SO-0005447,3,2024-03-12,11,SHIPPED
5448,SO-0005448,21,2026-05-11,11,SHIPPED
5449,SO-0005449,57,2026-09-21,6,SHIPPED
5450,SO-0005450,50,2025-10-20,2,SHIPPED
5451,SO-0005451,29,2025-02-09,6,OPEN
5452,SO-0005452,71,2024-02-22,9,SHIPPED
5453,SO-0005453,79,2026-08-16,4,OPEN
5454,SO-0005454,21,2026-04-05,3,SHIPPED
5455,SO-0005455,54,2025-10-21,10,SHIPPED
5456,SO-0005456,42,2023-08-19,8,SHIPPED
5457,SO-0005457,40,2026-06-27,12,SHIPPED
5458,SO-0005458,79,2026-02-17,8,OPEN
5459,SO-0005459,51,2025-04-01,6,SHIPPED
5460,SO-0005460,79,2026-09-16,1,SHIPPED
5461,SO-0005461,19,2025-05-03,8,PARTIAL
5462,SO-0005462,71,2023-02-01,8,SHIPPED
5463,SO-0005463,58,2023-07-03,2,SHIPPED
5464,SO-0005464,79,2023-03-06,8,SHIPPED
5465,SO-0005465,47,2025-06-23,2,SHIPPED
5466,SO-0005466,46,2024-09-21,5,PARTIAL
5467,SO-0005467,5,2023-02-25,8,SHIPPED
5468,SO-0005468,39,2025-03-19,4,OPEN
5469,SO-0005469,12,2026-05-17,2,SHIPPED
5470,SO-0005470,61,2023-10-14,10,PARTIAL
5471,SO-0005471,40,2023-08-07,9,PARTIAL
5472,SO-0005472,40,2025-12-09,11,SHIPPED
5473,SO-0005473,41,2024-08-24,7,PARTIAL
5474,SO-0005474,2,2023-09-10,6,SHIPPED
5475,SO-0005475,23,2025-12-12,12,PARTIAL
5476,SO-0005476,25,2023-11-28,4,OPEN
5477,SO-0005477,29,2025-08-15,7,SHIPPED
5478,SO-0005478,65,2026-05-11,3,SHIPPED
5479,SO-0005479,49,2026-01-18,5,PARTIAL
5480,SO-0005480,25,2024-10-31,9,SHIPPED
5481,SO-0005481,52,2023-05-04,3,SHIPPED
5482,SO-0005482,17,2025-10-09,6,SHIPPED
5483,SO-0005483,79,2024-08-24,1,SHIPPED
5484,SO-0005484,50,2023-02-06,9,SHIPPED
5485,SO-0005485,22,2023-08-04,7,SHIPPED
5486,SO-0005486,54,2025-01-03,11,SHIPPED
5487,SO-0005487,30,2024-01-07,5,SHIPPED
5488,SO-0005488,53,2023-07-21,5,SHIPPED
5489,SO-0005489,18,2025-06-20,10,OPEN
5490,SO-0005490,11,2025-05-23,8,SHIPPED
5491,SO-0005491,53,2025-02-07,9,SHIPPED
5492,SO-0005492,18,2026-02-09,3,SHIPPED
5493,SO-0005493,64,2023-09-14,10,SHIPPED
5494,SO-0005494,21,2025-02-12,5,SHIPPED
5495,SO-0005495,42,2025-02-12,12,OPEN
5496,SO-0005496,66,2025-03-15,3,SHIPPED
5497,SO-0005497,57,2024-08-24,7,OPEN
5498,SO-0005498,59,2024-08-30,11,SHIPPED
5499,SO-0005499,7,2025-08-17,5,SHIPPED
5500,SO-0005500,3,2024-12-10,12,OPEN
5501,SO-0005501,56,2024-11-17,8,OPEN
5502,SO-0005502,76,2026-04-25,5,PARTIAL
5503,SO-0005503,63,2025-10-25,9,SHIPPED
5504,SO-0005504,45,2024-09-18,8,OPEN
5505,SO-0005505,10,2025-04-05,11,PARTIAL
5506,SO-0005506,27,2026-05-16,12,SHIPPED
5507,SO-0005507,30,2023-11-29,9,SHIPPED
5508,SO-0005508,30,2024-07-26,6,OPEN
5509,SO-0005509,35,2023-02-09,8,OPEN
5510,SO-0005510,71,2024-08-21,3,SHIPPED
5511,SO-0005511,43,2026-07-15,3,SHIPPED
5512,SO-0005512,62,2023-01-25,9,SHIPPED
5513,SO-0005513,45,2025-11-05,5,OPEN
5514,SO-0005514,62,2025-11-22,6,SHIPPED
5515,SO-0005515,30,2025-04-08,11,SHIPPED
5516,SO-0005516,2,2026-06-11,1,PARTIAL
5517,SO-0005517,56,2023-07-28,5,SHIPPED
5518,SO-0005518,20,2024-06-05,7,PARTIAL
5519,SO-0005519,29,2023-10-13,2,OPEN
5520,SO-0005520,43,2025-01-24,10,SHIPPED
5521,SO-0005521,55,2025-10-17,2,SHIPPED
5522,SO-0005522,22,2024-06-27,6,SHIPPED
5523,SO-0005523,72,2026-02-12,12,SHIPPED
5524,SO-0005524,36,2023-03-05,10,OPEN
5525,SO-0005525,66,2026-08-17,10,SHIPPED
5526,SO-0005526,35,2026-03-28,2,SHIPPED
5527,SO-0005527,12,2025-08-22,9,OPEN
5528,SO-0005528,55,2025-08-07,4,SHIPPED
5529,SO-0005529,54,2026-02-08,8,OPEN
5530,SO-0005530,46,2024-04-10,12,SHIPPED
5531,SO-0005531,35,2023-01-02,12,PARTIAL
5532,SO-0005532,10,2023-07-07,11,OPEN
5533,SO-0005533,43,2026-03-27,12,SHIPPED
5534,SO-0005534,15,2025-01-10,5,SHIPPED
5535,SO-0005535,79,2024-11-24,4,SHIPPED
5536,SO-0005536,73,2025-09-21,4,SHIPPED
5537,SO-0005537,8,2024-12-13,7,SHIPPED
5538,SO-0005538,7,2024-04-01,1,OPEN
5539,SO-0005539,45,2024-07-01,6,SHIPPED
5540,SO-0005540,69,2026-08-24,5,SHIPPED
5541,SO-0005541,63,2026-04-14,5,PARTIAL
5542,SO-0005542,70,2023-11-25,2,SHIPPED
5543,SO-0005543,13,2024-12-29,4,SHIPPED
5544,SO-0005544,70,2025-11-29,5,PARTIAL
5545,SO-0005545,17,2025-11-29,11,OPEN
5546,SO-0005546,36,2024-10-03,4,OPEN
5547,SO-0005547,57,2025-07-07,4,SHIPPED
5548,SO-0005548,38,2024-12-08,1,SHIPPED
5549,SO-0005549,55,2024-06-12,11,SHIPPED
5550,SO-0005550,28,2023-03-10,2,OPEN
5551,SO-0005551,77,2025-05-12,3,OPEN
5552,SO-0005552,4,2023-10-23,9,SHIPPED
5553,SO-0005553,76,2024-10-23,6,PARTIAL
5554,SO-0005554,26,2024-10-19,8,SHIPPED
5555,SO-0005555,2,2025-08-12,10,PARTIAL
5556,SO-0005556,12,2023-07-11,12,SHIPPED
5557,SO-0005557,18,2024-01-09,3,PARTIAL
5558,SO-0005558,37,2023-02-13,11,SHIPPED
5559,SO-0005559,56,2024-01-26,8,SHIPPED
5560,SO-0005560,45,2023-03-24,10,SHIPPED
5561,SO-0005561,69,2023-12-01,2,SHIPPED
