BOM_ID,PRODUCT_ID,BOM_VERSION,EFFECTIVE_DATE,STATUS
1375,375,C,2023-04-16,ACTIVE
1376,376,C,2023-07-18,ACTIVE
1377,377,C,2023-11-23,ACTIVE
1378,378,C,2023-06-08,ACTIVE
1379,379,C,2025-04-28,ACTIVE
1380,380,C,2023-03-16,ACTIVE
1381,381,C,2023-08-27,ACTIVE
1382,382,C,2024-12-22,ACTIVE
1383,383,C,2023-10-26,ACTIVE
1384,384,C,2025-08-15,ACTIVE
1385,385,C,2025-04-26,ACTIVE
1386,386,C,2024-02-25,ACTIVE
1387,387,C,2025-07-09,ACTIVE
1388,388,C,2025-07-31,ACTIVE
1389,389,C,2023-06-10,ACTIVE
1390,390,C,2024-05-30,ACTIVE
1391,391,C,2024-04-19,ACTIVE
1392,392,C,2024-08-19,ACTIVE
1393,393,C,2025-06-18,ACTIVE
1394,394,C,2024-03-13,ACTIVE
1395,395,C,2024-05-22,ACTIVE
1396,396,C,2024-11-17,ACTIVE
1397,397,C,2023-01-16,ACTIVE
1398,398,C,2023-05-19,ACTIVE
1399,399,C,2025-02-05,ACTIVE
1400,400,C,2023-04-09,ACTIVE
1401,401,C,2023-02-12,ACTIVE
1402,402,C,2025-01-28,ACTIVE
1403,403,C,2025-08-17,ACTIVE
1404,404,C,2024-07-15,ACTIVE
1405,405,C,2024-03-03,ACTIVE
1406,406,C,2024-10-10,ACTIVE
1407,407,C,2025-01-18,ACTIVE
1408,408,C,2023-06-19,ACTIVE
1409,409,C,2024-05-29,ACTIVE
1410,410,C,2024-10-21,ACTIVE
1411,411,C,2023-12-14,ACTIVE
1412,412,C,2024-12-11,ACTIVE
1413,413,C,2024-06-07,ACTIVE
1414,414,C,2024-07-15,ACTIVE
1415,415,C,2023-07-06,ACTIVE
1416,416,C,2023-12-12,ACTIVE
1417,417,C,2025-04-28,ACTIVE
1418,418,C,2024-10-16,ACTIVE
1419,419,C,2023-07-17,ACTIVE
1420,420,C,2023-11-19,ACTIVE
1421,421,C,2025-03-17,ACTIVE
1422,422,C,2025-02-15,ACTIVE
1423,423,C,2023-06-08,ACTIVE
1424,424,C,2023-07-23,ACTIVE
1425,425,C,2024-03-26,ACTIVE
1426,426,C,2024-03-30,ACTIVE
1427,427,C,2024-12-01,ACTIVE
1428,428,C,2025-07-20,ACTIVE
1429,429,C,2025-08-14,ACTIVE
1430,430,C,2024-06-14,ACTIVE
1431,431,C,2024-03-19,ACTIVE
1432,432,C,2024-04-10,ACTIVE
1433,433,C,2023-07-22,ACTIVE
1434,434,C,2023-06-02,ACTIVE
1435,435,C,2025-02-12,ACTIVE
1436,436,C,2024-04-17,ACTIVE
1437,437,C,2023-07-13,ACTIVE
1438,438,C,2024-04-02,ACTIVE
1439,439,C,2024-09-20,ACTIVE
1440,440,C,2024-03-18,ACTIVE
1441,441,C,2024-02-12,ACTIVE
1442,442,C,2024-09-25,ACTIVE
1443,443,C,2024-11-29,ACTIVE
1444,444,C,2023-08-09,ACTIVE
1445,445,C,2025-05-12,ACTIVE
1446,446,C,2025-04-08,ACTIVE
1447,447,C,2025-07-27,ACTIVE
1448,448,C,2025-05-07,ACTIVE
1449,449,C,2024-01-18,ACTIVE
1450,450,C,2023-12-02,ACTIVE
1451,451,C,2025-04-12,ACTIVE
1452,452,C,2024-11-09,ACTIVE
1453,453,C,2023-11-23,ACTIVE
1454,454,C,2024-12-12,ACTIVE
1455,455,C,2023-05-26,ACTIVE
1456,456,C,2024-12-10,ACTIVE
1457,457,C,2025-01-04,ACTIVE
1458,458,C,2024-06-11,ACTIVE
1459,459,C,2025-05-31,ACTIVE
1460,460,C,2023-05-04,ACTIVE
1461,461,C,2025-08-22,ACTIVE
1462,462,C,2025-07-05,ACTIVE
1463,463,C,2023-01-09,ACTIVE
1464,464,C,2024-10-08,ACTIVE
1465,465,C,2023-09-05,ACTIVE
1466,466,C,2024-10-10,ACTIVE
1467,467,C,2025-02-15,ACTIVE
1468,468,C,2024-04-08,ACTIVE
1469,469,C,2024-08-14,ACTIVE
1470,470,C,2024-06-16,ACTIVE
1471,471,C,2024-08-16,ACTIVE
1472,472,C,2025-05-03,ACTIVE
1473,473,C,2025-03-10,ACTIVE
1474,474,C,2023-04-19,ACTIVE
1475,475,C,2023-12-31,ACTIVE
1476,476,C,2024-09-30,ACTIVE
1477,477,C,2024-11-20,ACTIVE
1478,478,C,2023-08-28,ACTIVE
1479,479,C,2025-01-01,ACTIVE
1480,480,C,2025-03-09,ACTIVE
1481,481,C,2025-04-22,ACTIVE
1482,482,C,2025-06-25,ACTIVE
1483,483,C,2025-06-01,ACTIVE
1484,484,C,2024-10-13,ACTIVE
1485,485,C,2023-01-25,ACTIVE
1486,486,C,2024-11-03,ACTIVE
1487,487,C,2025-02-26,ACTIVE
1488,488,C,2025-04-05,ACTIVE
1489,489,C,2024-10-07,ACTIVE
1490,490,C,2025-02-13,ACTIVE
1491,491,C,2024-03-21,ACTIVE
1492,492,C,2023-09-27,ACTIVE
1493,493,C,2025-03-10,ACTIVE
1494,494,C,2023-06-03,ACTIVE
1495,495,C,2024-03-18,ACTIVE
1496,496,C,2023-02-04,ACTIVE
1497,497,C,2023-05-16,ACTIVE
1498,498,C,2024-04-07,ACTIVE
1499,499,C,2025-01-15,ACTIVE
1500,500,C,2024-12-16,ACTIVE
