SHIPMENT_LINE_ID,SHIPMENT_ID,ORDER_LINE_ID,PO_LINE_ID,QUANTITY
26384,8384,,50524,79.00
26385,8385,12350,,359.00
26386,8386,,1380,178.00
26387,8387,4139,,416.00
26388,8388,,14814,428.00
26389,8389,25275,,196.00
26390,8390,,52967,352.00
26391,8391,8910,,393.00
26392,8392,,37135,59.00
26393,8393,1736,,23.00
26394,8394,,31987,351.00
26395,8395,15075,,351.00
26396,8396,,9693,263.00
26397,8397,38637,,422.00
26398,8398,,7418,140.00
26399,8399,21761,,365.00
26400,8400,,16872,180.00
26401,8401,22657,,210.00
26402,8402,,30912,408.00
26403,8403,5977,,101.00
26404,8404,,20648,47.00
26405,8405,38374,,117.00
26406,8406,,52449,132.00
26407,8407,175,,495.00
26408,8408,,28536,296.00
26409,8409,12814,,198.00
26410,8410,,21796,71.00
26411,8411,19987,,235.00
26412,8412,,31106,377.00
26413,8413,31095,,201.00
26414,8414,,23566,155.00
26415,8415,15243,,115.00
26416,8416,,27645,5.00
26417,8417,5935,,158.00
26418,8418,,48863,294.00
26419,8419,31649,,171.00
26420,8420,,23295,206.00
26421,8421,14552,,219.00
26422,8422,,26776,484.00
26423,8423,10610,,29.00
26424,8424,,31047,379.00
26425,8425,30383,,346.00
26426,8426,,54077,302.00
26427,8427,34875,,394.00
26428,8428,,59152,318.00
26429,8429,18689,,396.00
26430,8430,,43888,32.00
26431,8431,20694,,281.00
26432,8432,,8620,69.00
26433,8433,11006,,249.00
26434,8434,,9565,288.00
26435,8435,11548,,301.00
26436,8436,,59990,78.00
26437,8437,12224,,453.00
26438,8438,,5202,311.00
26439,8439,8718,,324.00
26440,8440,,13047,231.00
26441,8441,5364,,126.00
26442,8442,,46940,48.00
26443,8443,33331,,317.00
26444,8444,,20237,314.00
26445,8445,26187,,289.00
26446,8446,,13659,445.00
26447,8447,30281,,310.00
26448,8448,,21086,331.00
26449,8449,3553,,445.00
26450,8450,,38816,145.00
26451,8451,27718,,85.00
26452,8452,,46057,98.00
26453,8453,2403,,380.00
26454,8454,,18360,83.00
26455,8455,34172,,154.00
26456,8456,,38836,16.00
26457,8457,27294,,310.00
26458,8458,,49833,405.00
26459,8459,3603,,313.00
26460,8460,,46662,65.00
26461,8461,28518,,443.00
26462,8462,,22088,495.00
26463,8463,25771,,236.00
26464,8464,,49312,250.00
26465,8465,3130,,433.00
26466,8466,,57119,117.00
26467,8467,11155,,272.00
26468,8468,,33536,280.00
26469,8469,23909,,228.00
26470,8470,,15715,432.00
26471,8471,39571,,278.00
26472,8472,,47898,289.00
26473,8473,406,,61.00
26474,8474,,59323,405.00
26475,8475,26040,,499.00
26476,8476,,8730,438.00
26477,8477,12743,,464.00
26478,8478,,48822,16.00
26479,8479,28223,,128.00
26480,8480,,2278,264.00
26481,8481,5140,,351.00
26482,8482,,15625,172.00
26483,8483,19308,,238.00
26484,8484,,2315,15.00
26485,8485,37191,,410.00
26486,8486,,15780,125.00
26487,8487,9208,,15.00
26488,8488,,6903,430.00
26489,8489,6125,,406.00
26490,8490,,31688,440.00
26491,8491,22950,,73.00
26492,8492,,53555,139.00
26493,8493,14188,,259.00
26494,8494,,33349,363.00
26495,8495,29014,,221.00
26496,8496,,38891,434.00
26497,8497,33167,,16.00
26498,8498,,39771,224.00
26499,8499,12249,,489.00
26500,8500,,3030,457.00
26501,8501,39207,,176.00
26502,8502,,23497,21.00
26503,8503,26480,,308.00
26504,8504,,52187,488.00
26505,8505,37483,,427.00
26506,8506,,55241,75.00
26507,8507,30722,,61.00
26508,8508,,16731,389.00
26509,8509,14998,,380.00
26510,8510,,32732,346.00
26511,8511,33664,,462.00
26512,8512,,48711,103.00
26513,8513,15780,,158.00
26514,8514,,5134,255.00
26515,8515,21763,,105.00
26516,8516,,50769,86.00
26517,8517,308,,43.00
26518,8518,,27342,268.00
26519,8519,19263,,15.00
26520,8520,,660,321.00
26521,8521,15264,,194.00
26522,8522,,49641,475.00
26523,8523,10114,,58.00
26524,8524,,5229,317.00
26525,8525,2794,,136.00
26526,8526,,32937,464.00
26527,8527,35936,,297.00
26528,8528,,43858,250.00
26529,8529,1365,,79.00
26530,8530,,20189,58.00
26531,8531,14661,,411.00
26532,8532,,50810,334.00
26533,8533,5976,,476.00
26534,8534,,1302,56.00
26535,8535,12214,,325.00
26536,8536,,54109,309.00
26537,8537,8027,,72.00
26538,8538,,46805,41.00
26539,8539,38257,,131.00
26540,8540,,43118,393.00
26541,8541,14363,,96.00
26542,8542,,48556,312.00
26543,8543,39067,,139.00
26544,8544,,39586,485.00
26545,8545,5479,,134.00
26546,8546,,29124,177.00
26547,8547,3617,,226.00
26548,8548,,51598,92.00
26549,8549,14865,,461.00
26550,8550,,25587,479.00
26551,8551,11474,,285.00
26552,8552,,47382,202.00
26553,8553,21177,,267.00
26554,8554,,16529,288.00
26555,8555,19508,,212.00
26556,8556,,55070,440.00
26557,8557,16633,,432.00
26558,8558,,34724,474.00
26559,8559,31070,,349.00
26560,8560,,16158,419.00
26561,8561,6117,,333.00
26562,8562,,36427,179.00
26563,8563,27692,,291.00
26564,8564,,1271,413.00
26565,8565,17904,,453.00
26566,8566,,26643,283.00
26567,8567,22189,,83.00
26568,8568,,25010,496.00
26569,8569,27772,,365.00
26570,8570,,46504,332.00
26571,8571,18358,,297.00
26572,8572,,31527,224.00
26573,8573,28822,,125.00
26574,8574,,20428,74.00
26575,8575,4969,,303.00
26576,8576,,35490,158.00
26577,8577,33205,,432.00
26578,8578,,17420,303.00
26579,8579,4899,,395.00
26580,8580,,42042,171.00
26581,8581,23634,,416.00
26582,8582,,3541,146.00
26583,8583,9973,,106.00
26584,8584,,51630,403.00
26585,8585,4268,,165.00
26586,8586,,23022,61.00
26587,8587,16236,,372.00
26588,8588,,23779,346.00
26589,8589,26776,,257.00
26590,8590,,55059,461.00
26591,8591,7628,,71.00
26592,8592,,30891,35.00
26593,8593,19126,,216.00
26594,8594,,1099,436.00
26595,8595,2115,,348.00
26596,8596,,21310,483.00
26597,8597,5421,,118.00
26598,8598,,4920,263.00
26599,8599,31899,,154.00
26600,8600,,27013,206.00
26601,8601,34472,,274.00
26602,8602,,24566,452.00
26603,8603,36248,,138.00
26604,8604,,6734,83.00
26605,8605,17968,,256.00
26606,8606,,21661,178.00
26607,8607,3546,,55.00
26608,8608,,5066,378.00
26609,8609,8650,,482.00
26610,8610,,40389,350.00
26611,8611,12544,,42.00
26612,8612,,58022,439.00
26613,8613,85,,303.00
26614,8614,,8214,447.00
26615,8615,36915,,145.00
26616,8616,,41023,46.00
26617,8617,7098,,214.00
26618,8618,,6787,225.00
26619,8619,22405,,320.00
26620,8620,,23505,259.00
26621,8621,29759,,367.00
26622,8622,,19558,326.00
26623,8623,36324,,183.00
26624,8624,,12049,188.00
26625,8625,15281,,72.00
26626,8626,,30985,85.00
26627,8627,27462,,104.00
26628,8628,,33408,345.00
26629,8629,30097,,247.00
26630,8630,,46254,395.00
26631,8631,29071,,447.00
26632,8632,,48621,10.00
26633,8633,36759,,438.00
26634,8634,,59955,235.00
26635,8635,25346,,219.00
26636,8636,,7534,438.00
26637,8637,20320,,430.00
26638,8638,,37906,455.00
26639,8639,30101,,264.00
26640,8640,,27279,486.00
26641,8641,33451,,283.00
26642,8642,,4742,267.00
26643,8643,18649,,344.00
26644,8644,,11217,323.00
26645,8645,33770,,307.00
26646,8646,,11646,31.00
26647,8647,31651,,132.00
26648,8648,,4571,66.00
26649,8649,39802,,309.00
26650,8650,,44530,461.00
26651,8651,21728,,387.00
26652,8652,,53952,462.00
26653,8653,24393,,465.00
26654,8654,,21074,397.00
26655,8655,39539,,432.00
26656,8656,,52324,307.00
26657,8657,21592,,486.00
26658,8658,,20129,111.00
26659,8659,38015,,255.00
26660,8660,,55542,338.00
26661,8661,869,,28.00
26662,8662,,54105,446.00
26663,8663,33055,,442.00
26664,8664,,1449,197.00
26665,8665,2385,,324.00
26666,8666,,14644,250.00
26667,8667,28152,,42.00
26668,8668,,52779,170.00
26669,8669,24949,,180.00
26670,8670,,7159,332.00
26671,8671,21553,,49.00
26672,8672,,18574,148.00
26673,8673,31536,,339.00
26674,8674,,16648,201.00
26675,8675,28252,,93.00
26676,8676,,6215,144.00
26677,8677,15864,,81.00
26678,8678,,29008,185.00
26679,8679,32267,,433.00
26680,8680,,5842,21.00
26681,8681,2168,,141.00
26682,8682,,31463,482.00
26683,8683,25043,,132.00
26684,8684,,21,482.00
26685,8685,27779,,49.00
26686,8686,,3366,82.00
26687,8687,27533,,31.00
26688,8688,,42868,115.00
26689,8689,14451,,50.00
26690,8690,,48558,377.00
26691,8691,19028,,216.00
26692,8692,,51569,223.00
26693,8693,34539,,114.00
26694,8694,,11455,349.00
26695,8695,31513,,376.00
26696,8696,,49284,179.00
26697,8697,2358,,137.00
26698,8698,,22745,336.00
26699,8699,6635,,87.00
26700,8700,,5538,351.00
26701,8701,29103,,197.00
26702,8702,,12641,175.00
26703,8703,32865,,5.00
26704,8704,,55064,307.00
26705,8705,11618,,21.00
26706,8706,,38495,29.00
26707,8707,30391,,421.00
26708,8708,,39601,102.00
26709,8709,20459,,226.00
26710,8710,,23803,131.00
26711,8711,7655,,332.00
26712,8712,,45764,164.00
26713,8713,19087,,186.00
26714,8714,,46655,387.00
26715,8715,39063,,312.00
26716,8716,,40601,125.00
26717,8717,33316,,12.00
26718,8718,,18280,144.00
26719,8719,7586,,53.00
26720,8720,,11036,347.00
26721,8721,18308,,295.00
26722,8722,,51332,317.00
26723,8723,22364,,427.00
26724,8724,,51596,274.00
26725,8725,36497,,416.00
26726,8726,,57930,72.00
26727,8727,6248,,109.00
26728,8728,,14984,54.00
26729,8729,36780,,246.00
26730,8730,,54050,51.00
26731,8731,19668,,167.00
26732,8732,,56109,459.00
26733,8733,19623,,347.00
26734,8734,,43474,469.00
26735,8735,18548,,258.00
26736,8736,,52687,117.00
26737,8737,14346,,260.00
26738,8738,,59436,63.00
26739,8739,7384,,403.00
26740,8740,,38294,204.00
26741,8741,10095,,287.00
26742,8742,,59839,166.00
26743,8743,7607,,151.00
26744,8744,,46732,226.00
26745,8745,30511,,20.00
26746,8746,,29143,129.00
26747,8747,36247,,143.00
26748,8748,,51866,143.00
26749,8749,14539,,247.00
26750,8750,,33835,274.00
26751,8751,38154,,178.00
26752,8752,,16056,123.00
26753,8753,6202,,335.00
26754,8754,,56052,63.00
26755,8755,21514,,244.00
26756,8756,,59073,422.00
26757,8757,13043,,408.00
26758,8758,,7261,202.00
26759,8759,39236,,450.00
26760,8760,,49897,15.00
26761,8761,26316,,341.00
26762,8762,,2210,72.00
26763,8763,6337,,361.00
26764,8764,,20575,42.00
26765,8765,14936,,197.00
26766,8766,,38848,369.00
26767,8767,20426,,311.00
26768,8768,,12989,116.00
26769,8769,9531,,229.00
26770,8770,,27241,186.00
26771,8771,25248,,187.00
26772,8772,,12111,343.00
26773,8773,7348,,253.00
26774,8774,,7010,182.00
26775,8775,26642,,364.00
26776,8776,,43688,345.00
26777,8777,13419,,60.00
26778,8778,,7294,146.00
26779,8779,37275,,25.00
26780,8780,,29512,120.00
26781,8781,9730,,299.00
26782,8782,,32328,417.00
26783,8783,10766,,205.00
26784,8784,,946,426.00
26785,8785,31697,,288.00
26786,8786,,51671,252.00
26787,8787,31586,,460.00
26788,8788,,10355,241.00
26789,8789,28431,,140.00
26790,8790,,734,246.00
26791,8791,35888,,285.00
26792,8792,,24232,303.00
26793,8793,27533,,219.00
26794,8794,,33008,410.00
26795,8795,17570,,205.00
26796,8796,,58248,473.00
26797,8797,30328,,89.00
26798,8798,,6879,80.00
26799,8799,2011,,130.00
26800,8800,,4982,140.00
26801,8801,21354,,165.00
26802,8802,,46429,72.00
26803,8803,100,,419.00
26804,8804,,39992,64.00
26805,8805,28466,,367.00
26806,8806,,668,77.00
26807,8807,3270,,263.00
26808,8808,,21153,106.00
26809,8809,16554,,211.00
26810,8810,,20096,390.00
26811,8811,39046,,471.00
26812,8812,,23594,233.00
26813,8813,39200,,178.00
26814,8814,,13103,284.00
26815,8815,12580,,374.00
26816,8816,,12499,263.00
26817,8817,21406,,280.00
26818,8818,,49163,50.00
26819,8819,19625,,323.00
26820,8820,,10962,132.00
26821,8821,29328,,90.00
26822,8822,,58098,110.00
26823,8823,29845,,138.00
26824,8824,,6148,417.00
26825,8825,36947,,44.00
26826,8826,,12686,73.00
26827,8827,7132,,13.00
26828,8828,,2975,293.00
26829,8829,3187,,289.00
26830,8830,,33941,396.00
26831,8831,36531,,489.00
26832,8832,,14682,232.00
26833,8833,4627,,480.00
26834,8834,,51528,212.00
26835,8835,12970,,224.00
26836,8836,,50010,128.00
26837,8837,17014,,460.00
26838,8838,,56391,355.00
26839,8839,6408,,462.00
26840,8840,,11052,390.00
26841,8841,22717,,285.00
26842,8842,,2450,189.00
26843,8843,14659,,437.00
26844,8844,,51386,380.00
26845,8845,7140,,392.00
26846,8846,,14702,52.00
26847,8847,36974,,316.00
26848,8848,,27568,9.00
26849,8849,21733,,401.00
26850,8850,,19135,417.00
26851,8851,6798,,104.00
26852,8852,,13192,128.00
26853,8853,32568,,445.00
26854,8854,,38293,396.00
26855,8855,22634,,317.00
26856,8856,,18401,279.00
26857,8857,5769,,357.00
26858,8858,,35082,110.00
26859,8859,18228,,38.00
26860,8860,,22403,249.00
26861,8861,14465,,342.00
26862,8862,,2846,99.00
26863,8863,25702,,67.00
26864,8864,,38390,432.00
26865,8865,36608,,107.00
26866,8866,,13131,160.00
26867,8867,37587,,379.00
26868,8868,,59839,191.00
26869,8869,33849,,310.00
26870,8870,,42947,342.00
26871,8871,36315,,282.00
26872,8872,,17380,323.00
26873,8873,12571,,140.00
26874,8874,,52578,170.00
26875,8875,32817,,252.00
26876,8876,,10629,398.00
26877,8877,34276,,142.00
26878,8878,,55744,394.00
26879,8879,33727,,461.00
26880,8880,,6352,455.00
26881,8881,10803,,405.00
26882,8882,,18497,236.00
26883,8883,32900,,211.00
26884,8884,,32018,60.00
26885,8885,18375,,262.00
26886,8886,,57553,177.00
26887,8887,8506,,338.00
26888,8888,,55845,117.00
26889,8889,3001,,320.00
26890,8890,,7902,414.00
26891,8891,17793,,363.00
26892,8892,,1261,138.00
26893,8893,2783,,280.00
26894,8894,,32591,78.00
26895,8895,3662,,409.00
26896,8896,,59868,480.00
26897,8897,459,,42.00
26898,8898,,57907,40.00
26899,8899,33829,,106.00
26900,8900,,3628,117.00
26901,8901,21812,,286.00
26902,8902,,31912,95.00
26903,8903,37045,,330.00
26904,8904,,5750,245.00
26905,8905,379,,427.00
26906,8906,,22682,459.00
26907,8907,22827,,351.00
26908,8908,,12771,34.00
26909,8909,31312,,334.00
26910,8910,,27125,52.00
26911,8911,10280,,98.00
26912,8912,,35007,6.00
26913,8913,11549,,245.00
26914,8914,,3611,166.00
26915,8915,31712,,477.00
26916,8916,,17821,230.00
26917,8917,7637,,155.00
26918,8918,,21108,353.00
26919,8919,28797,,386.00
26920,8920,,19383,370.00
26921,8921,9299,,280.00
26922,8922,,22062,205.00
26923,8923,8528,,494.00
26924,8924,,13436,37.00
26925,8925,11376,,26.00
26926,8926,,11440,32.00
26927,8927,24727,,60.00
26928,8928,,3772,184.00
26929,8929,1137,,5.00
26930,8930,,43613,332.00
26931,8931,97,,263.00
26932,8932,,54268,140.00
26933,8933,24462,,130.00
26934,8934,,50551,314.00
26935,8935,12428,,163.00
26936,8936,,99,108.00
26937,8937,24467,,110.00
26938,8938,,17328,406.00
26939,8939,1153,,110.00
26940,8940,,19513,307.00
26941,8941,31897,,418.00
26942,8942,,14987,204.00
26943,8943,15073,,250.00
26944,8944,,33642,372.00
26945,8945,31918,,165.00
26946,8946,,55656,145.00
26947,8947,28134,,20.00
26948,8948,,33729,324.00
26949,8949,15923,,132.00
26950,8950,,44273,56.00
26951,8951,11476,,261.00
26952,8952,,19662,247.00
26953,8953,30419,,313.00
26954,8954,,53122,268.00
26955,8955,36406,,430.00
26956,8956,,39862,317.00
26957,8957,1309,,318.00
26958,8958,,59340,485.00
26959,8959,34608,,103.00
26960,8960,,39178,464.00
26961,8961,19588,,40.00
26962,8962,,26631,133.00
26963,8963,17637,,357.00
26964,8964,,40209,12.00
26965,8965,898,,198.00
26966,8966,,17626,154.00
26967,8967,511,,386.00
26968,8968,,56161,378.00
26969,8969,23685,,337.00
26970,8970,,32762,485.00
26971,8971,6677,,438.00
26972,8972,,15346,147.00
26973,8973,3696,,438.00
26974,8974,,17582,242.00
26975,8975,34862,,34.00
26976,8976,,23129,366.00
26977,8977,13245,,216.00
26978,8978,,53025,31.00
26979,8979,36899,,443.00
26980,8980,,55770,81.00
26981,8981,37773,,425.00
26982,8982,,2589,188.00
26983,8983,8534,,255.00
26984,8984,,28291,464.00
26985,8985,9388,,449.00
26986,8986,,48681,106.00
26987,8987,12492,,480.00
26988,8988,,57649,435.00
26989,8989,21377,,354.00
26990,8990,,31753,338.00
26991,8991,19642,,277.00
26992,8992,,44723,111.00
26993,8993,11694,,440.00
26994,8994,,9555,483.00
26995,8995,7040,,454.00
26996,8996,,27211,124.00
26997,8997,29290,,169.00
26998,8998,,12276,5.00
26999,8999,14442,,331.00
27000,9000,,34120,334.00
27001,9001,25381,,464.00
27002,9002,,37443,343.00
27003,9003,36897,,494.00
27004,9004,,8482,318.00
27005,9005,28558,,200.00
27006,9006,,59193,181.00
27007,9007,34330,,298.00
27008,9008,,12512,490.00
27009,9009,20488,,164.00
27010,9010,,23844,85.00
27011,9011,23914,,210.00
27012,9012,,43362,93.00
27013,9013,26240,,117.00
27014,9014,,15622,241.00
27015,9015,24310,,465.00
27016,9016,,30604,106.00
27017,9017,38252,,210.00
27018,9018,,45157,51.00
27019,9019,7170,,284.00
27020,9020,,1324,366.00
27021,9021,36548,,449.00
27022,9022,,23732,215.00
27023,9023,39612,,123.00
27024,9024,,14015,136.00
27025,9025,10360,,22.00
27026,9026,,40737,172.00
27027,9027,19411,,125.00
27028,9028,,58592,454.00
27029,9029,22665,,87.00
27030,9030,,2977,289.00
27031,9031,23412,,488.00
27032,9032,,24980,426.00
27033,9033,25600,,349.00
27034,9034,,6259,247.00
27035,9035,33547,,337.00
27036,9036,,18896,82.00
27037,9037,14600,,334.00
27038,9038,,29989,114.00
27039,9039,31045,,14.00
27040,9040,,2382,209.00
27041,9041,20090,,489.00
27042,9042,,18831,351.00
27043,9043,7494,,143.00
27044,9044,,9235,81.00
27045,9045,23737,,13.00
27046,9046,,43433,467.00
27047,9047,17551,,438.00
27048,9048,,43419,24.00
27049,9049,30006,,69.00
27050,9050,,45265,435.00
27051,9051,4277,,304.00
27052,9052,,56984,485.00
27053,9053,4536,,131.00
27054,9054,,11614,488.00
27055,9055,23926,,334.00
27056,9056,,53565,187.00
27057,9057,31389,,343.00
27058,9058,,22938,35.00
27059,9059,34187,,347.00
27060,9060,,15008,467.00
27061,9061,918,,159.00
27062,9062,,8827,488.00
27063,9063,2795,,390.00
27064,9064,,12506,212.00
27065,9065,3054,,461.00
27066,9066,,42549,51.00
27067,9067,16581,,230.00
27068,9068,,15676,313.00
27069,9069,38465,,218.00
27070,9070,,42855,133.00
27071,9071,38407,,186.00
27072,9072,,32061,425.00
27073,9073,37801,,218.00
27074,9074,,43110,381.00
27075,9075,24850,,490.00
27076,9076,,27227,187.00
27077,9077,29984,,50.00
27078,9078,,809,420.00
27079,9079,6795,,156.00
27080,9080,,58066,32.00
27081,9081,16857,,497.00
27082,9082,,677,275.00
27083,9083,39254,,264.00
27084,9084,,13604,307.00
27085,9085,17575,,167.00
27086,9086,,28350,108.00
27087,9087,8639,,483.00
27088,9088,,10661,339.00
27089,9089,12129,,475.00
27090,9090,,23524,111.00
27091,9091,833,,175.00
27092,9092,,22365,58.00
27093,9093,6488,,394.00
27094,9094,,15505,160.00
27095,9095,24031,,240.00
27096,9096,,54433,448.00
27097,9097,26934,,47.00
27098,9098,,12390,373.00
27099,9099,19959,,200.00
27100,9100,,45640,237.00
27101,9101,2179,,128.00
27102,9102,,4643,484.00
27103,9103,2921,,34.00
27104,9104,,35831,187.00
27105,9105,21870,,58.00
27106,9106,,55205,237.00
27107,9107,19784,,231.00
27108,9108,,18540,235.00
27109,9109,36090,,54.00
27110,9110,,6441,234.00
27111,9111,13890,,219.00
27112,9112,,23336,7.00
27113,9113,5956,,260.00
27114,9114,,55088,415.00
27115,9115,26663,,67.00
27116,9116,,45964,315.00
27117,9117,34529,,293.00
27118,9118,,41450,156.00
27119,9119,25684,,158.00
27120,9120,,8261,149.00
27121,9121,38137,,320.00
27122,9122,,8582,333.00
27123,9123,39823,,206.00
27124,9124,,34673,80.00
27125,9125,15630,,386.00
27126,9126,,15440,209.00
27127,9127,25860,,329.00
27128,9128,,37390,13.00
27129,9129,36863,,426.00
27130,9130,,8071,490.00
27131,9131,11873,,334.00
27132,9132,,38245,275.00
27133,9133,29899,,393.00
27134,9134,,56520,13.00
27135,9135,28997,,321.00
27136,9136,,32263,59.00
27137,9137,24598,,25.00
27138,9138,,49156,388.00
27139,9139,1134,,147.00
27140,9140,,29581,324.00
27141,9141,26615,,195.00
27142,9142,,21226,413.00
27143,9143,21270,,48.00
27144,9144,,53056,14.00
27145,9145,9610,,50.00
27146,9146,,22312,421.00
27147,9147,11452,,233.00
27148,9148,,22957,264.00
27149,9149,33433,,194.00
27150,9150,,17277,294.00
27151,9151,29560,,137.00
27152,9152,,12546,235.00
27153,9153,11946,,122.00
27154,9154,,37642,201.00
27155,9155,29087,,404.00
27156,9156,,59784,321.00
27157,9157,3285,,204.00
27158,9158,,26279,204.00
27159,9159,38367,,368.00
27160,9160,,25302,302.00
27161,9161,18394,,367.00
27162,9162,,35686,86.00
27163,9163,20728,,156.00
27164,9164,,39129,183.00
27165,9165,9703,,474.00
27166,9166,,15490,116.00
27167,9167,18898,,37.00
27168,9168,,6411,76.00
27169,9169,5843,,445.00
27170,9170,,2154,50.00
27171,9171,29746,,26.00
27172,9172,,56925,12.00
27173,9173,30967,,171.00
27174,9174,,44980,272.00
27175,9175,37854,,33.00
27176,9176,,56445,498.00
27177,9177,36566,,396.00
27178,9178,,13235,429.00
27179,9179,35226,,45.00
27180,9180,,56869,138.00
27181,9181,6694,,187.00
27182,9182,,9822,53.00
27183,9183,28021,,309.00
27184,9184,,29306,496.00
27185,9185,17571,,214.00
27186,9186,,45160,370.00
27187,9187,24966,,499.00
27188,9188,,20076,467.00
27189,9189,38898,,63.00
27190,9190,,56454,220.00
27191,9191,9924,,469.00
27192,9192,,34514,251.00
27193,9193,17692,,294.00
27194,9194,,51743,497.00
27195,9195,30229,,155.00
27196,9196,,19553,357.00
27197,9197,26872,,202.00
27198,9198,,27126,454.00
27199,9199,19166,,170.00
27200,9200,,32902,486.00
27201,9201,5294,,449.00
27202,9202,,33043,292.00
27203,9203,20128,,310.00
27204,9204,,53005,337.00
27205,9205,39603,,147.00
27206,9206,,54816,89.00
27207,9207,6197,,126.00
27208,9208,,53440,386.00
27209,9209,37104,,399.00
27210,9210,,22078,246.00
27211,9211,15445,,114.00
27212,9212,,19954,444.00
27213,9213,27216,,474.00
27214,9214,,14505,212.00
27215,9215,6549,,29.00
27216,9216,,3939,366.00
27217,9217,6762,,168.00
27218,9218,,39678,479.00
27219,9219,9981,,469.00
27220,9220,,29291,446.00
27221,9221,816,,144.00
27222,9222,,56511,297.00
27223,9223,10594,,330.00
27224,9224,,39959,395.00
27225,9225,30122,,456.00
27226,9226,,10935,294.00
27227,9227,10285,,57.00
27228,9228,,813,26.00
27229,9229,14789,,116.00
27230,9230,,24698,182.00
27231,9231,9836,,113.00
27232,9232,,2398,191.00
27233,9233,25028,,104.00
27234,9234,,55574,366.00
27235,9235,15935,,327.00
27236,9236,,21450,179.00
27237,9237,37954,,114.00
27238,9238,,21580,328.00
27239,9239,28924,,434.00
27240,9240,,51877,148.00
27241,9241,32225,,87.00
27242,9242,,19643,223.00
27243,9243,35274,,395.00
27244,9244,,19853,284.00
27245,9245,27008,,334.00
27246,9246,,43951,148.00
27247,9247,35519,,167.00
27248,9248,,9576,257.00
27249,9249,20819,,217.00
27250,9250,,24120,497.00
27251,9251,34928,,25.00
27252,9252,,55912,78.00
27253,9253,18207,,287.00
27254,9254,,1301,480.00
27255,9255,18140,,243.00
27256,9256,,32605,151.00
27257,9257,17899,,196.00
27258,9258,,28981,407.00
27259,9259,13499,,402.00
27260,9260,,51215,452.00
27261,9261,3630,,192.00
27262,9262,,23580,409.00
27263,9263,14243,,382.00
27264,9264,,39310,311.00
27265,9265,35121,,204.00
27266,9266,,10058,80.00
27267,9267,25544,,121.00
27268,9268,,32730,31.00
27269,9269,16586,,49.00
27270,9270,,46329,487.00
27271,9271,17849,,183.00
27272,9272,,29227,457.00
27273,9273,6254,,395.00
27274,9274,,49625,326.00
27275,9275,16102,,449.00
27276,9276,,8979,489.00
27277,9277,21464,,385.00
27278,9278,,21646,66.00
27279,9279,34062,,395.00
27280,9280,,34195,26.00
27281,9281,28848,,262.00
27282,9282,,3493,19.00
27283,9283,11746,,420.00
27284,9284,,56146,17.00
27285,9285,7337,,290.00
27286,9286,,45967,433.00
27287,9287,22774,,215.00
27288,9288,,46991,69.00
27289,9289,2958,,290.00
27290,9290,,17806,477.00
27291,9291,25721,,364.00
27292,9292,,18099,489.00
27293,9293,12599,,412.00
27294,9294,,21923,251.00
27295,9295,36501,,159.00
27296,9296,,9604,292.00
27297,9297,25499,,284.00
27298,9298,,54612,266.00
27299,9299,3042,,463.00
27300,9300,,41497,206.00
27301,9301,17745,,259.00
27302,9302,,16234,468.00
27303,9303,25004,,349.00
27304,9304,,8641,215.00
27305,9305,15177,,417.00
27306,9306,,35864,426.00
27307,9307,11090,,274.00
27308,9308,,41982,478.00
27309,9309,22774,,79.00
27310,9310,,58992,229.00
27311,9311,13207,,471.00
27312,9312,,38069,19.00
27313,9313,16423,,211.00
27314,9314,,32002,207.00
27315,9315,23043,,434.00
27316,9316,,24025,24.00
27317,9317,30651,,408.00
27318,9318,,2350,85.00
27319,9319,15566,,299.00
27320,9320,,14907,21.00
27321,9321,38782,,305.00
27322,9322,,55498,121.00
27323,9323,1539,,175.00
27324,9324,,13503,101.00
27325,9325,10801,,497.00
27326,9326,,15874,302.00
27327,9327,31782,,156.00
27328,9328,,41232,466.00
27329,9329,13106,,491.00
27330,9330,,7696,435.00
27331,9331,17861,,364.00
27332,9332,,46287,408.00
27333,9333,7842,,120.00
27334,9334,,22575,310.00
27335,9335,218,,439.00
27336,9336,,31327,286.00
27337,9337,23974,,483.00
27338,9338,,7303,433.00
27339,9339,17154,,65.00
27340,9340,,24574,446.00
27341,9341,30423,,165.00
27342,9342,,50098,286.00
27343,9343,14550,,295.00
27344,9344,,51856,431.00
27345,9345,37919,,384.00
27346,9346,,27450,489.00
27347,9347,29261,,256.00
27348,9348,,46219,269.00
27349,9349,4636,,265.00
27350,9350,,56721,160.00
27351,9351,33630,,446.00
27352,9352,,5741,316.00
27353,9353,12611,,255.00
27354,9354,,32447,157.00
27355,9355,32402,,33.00
27356,9356,,44576,246.00
27357,9357,12030,,100.00
27358,9358,,4678,275.00
27359,9359,4920,,307.00
27360,9360,,20189,433.00
27361,9361,30593,,66.00
27362,9362,,25748,102.00
27363,9363,11587,,6.00
27364,9364,,7498,488.00
27365,9365,4399,,283.00
27366,9366,,11417,417.00
27367,9367,1447,,231.00
27368,9368,,12578,428.00
27369,9369,27936,,336.00
27370,9370,,49175,120.00
27371,9371,13144,,240.00
27372,9372,,30085,348.00
27373,9373,2141,,395.00
27374,9374,,26461,327.00
27375,9375,33691,,472.00
27376,9376,,9221,424.00
27377,9377,29485,,320.00
27378,9378,,28745,463.00
27379,9379,30891,,321.00
27380,9380,,59850,488.00
