INSPECTION_ID,RECEIPT_ID,PART_ID,SUPPLIER_ID,INSPECTION_DATE,SAMPLE_SIZE,DEFECT_COUNT,RESULT,PPM
4681,4688,10844,48,2025-06-16,618,2,PASS,3236.2
4682,53648,8024,150,2025-08-09,714,4,CONDITIONAL,5602.2
4683,65958,22100,387,2023-02-01,707,2,PASS,2828.9
4684,30582,10946,453,2026-03-03,928,3,PASS,3232.8
4685,26713,1207,303,2023-04-30,974,2,PASS,2053.4
4686,30561,28896,321,2025-08-28,366,4,CONDITIONAL,10929.0
4687,38127,2506,238,2023-09-06,869,2,PASS,2301.5
4688,76055,5877,500,2024-03-27,387,1,PASS,2584.0
4689,72915,10215,457,2023-11-11,636,4,CONDITIONAL,6289.3
4690,2340,3822,180,2025-06-10,131,4,CONDITIONAL,30534.4
4691,4279,22142,448,2024-09-11,450,0,PASS,0.0
4692,6116,7603,367,2023-03-15,712,3,PASS,4213.5
4693,45191,10035,105,2023-11-21,599,1,PASS,1669.4
4694,8883,28436,116,2025-02-25,315,2,PASS,6349.2
4695,60838,22504,197,2026-02-26,538,1,PASS,1858.7
4696,81697,29704,45,2024-07-04,532,4,CONDITIONAL,7518.8
4697,61780,21377,209,2026-08-07,188,4,CONDITIONAL,21276.6
4698,46150,1045,1,2025-08-10,595,12,FAIL,20168.1
4699,73257,17551,78,2026-09-16,747,1,PASS,1338.7
4700,37564,27495,484,2026-07-27,234,1,PASS,4273.5
4701,39158,18129,196,2024-07-15,781,2,PASS,2560.8
4702,84417,13836,421,2026-01-19,523,1,PASS,1912.0
4703,73578,11627,400,2024-09-29,869,0,PASS,0.0
4704,54285,18693,297,2024-06-12,224,2,PASS,8928.6
4705,65714,22057,334,2025-08-12,457,3,PASS,6564.6
4706,22908,29619,110,2023-12-30,675,3,PASS,4444.4
4707,55984,47,470,2025-08-03,120,4,CONDITIONAL,33333.3
4708,64886,1103,146,2026-09-17,142,1,PASS,7042.3
4709,14376,18140,167,2026-01-16,445,0,PASS,0.0
4710,79954,20138,442,2025-04-16,666,3,PASS,4504.5
4711,36506,28469,282,2025-11-24,412,3,PASS,7281.6
4712,418,20332,407,2024-03-24,580,0,PASS,0.0
4713,40067,25518,181,2026-09-02,777,4,CONDITIONAL,5148.0
4714,39283,11789,183,2025-10-12,980,3,PASS,3061.2
4715,17770,18960,208,2024-06-25,745,1,PASS,1342.3
4716,33507,13648,78,2025-09-25,383,1,PASS,2611.0
4717,30965,22128,378,2025-05-20,220,1,PASS,4545.5
4718,72811,24270,387,2023-02-24,132,0,PASS,0.0
4719,54650,27048,251,2024-12-07,979,2,PASS,2042.9
4720,38932,26208,199,2024-03-18,452,2,PASS,4424.8
4721,37777,9081,393,2023-09-01,180,4,CONDITIONAL,22222.2
4722,49399,9400,133,2025-02-08,584,2,PASS,3424.7
4723,73406,22942,323,2023-07-02,273,0,PASS,0.0
4724,80705,11266,27,2026-08-12,294,2,PASS,6802.7
4725,53643,5399,213,2026-08-29,900,2,PASS,2222.2
4726,15670,20565,409,2024-01-05,847,1,PASS,1180.6
4727,33206,7510,256,2026-04-21,980,0,PASS,0.0
4728,42950,1101,400,2024-01-23,912,3,PASS,3289.5
4729,62642,25878,426,2024-01-23,793,0,PASS,0.0
4730,80695,28014,260,2025-05-17,493,2,PASS,4056.8
4731,42597,16271,410,2025-06-10,603,0,PASS,0.0
4732,50274,24541,275,2025-03-02,338,0,PASS,0.0
4733,1975,3684,436,2023-05-12,818,2,PASS,2445.0
4734,19771,19105,296,2024-12-06,422,4,CONDITIONAL,9478.7
4735,48694,12363,424,2025-03-15,329,0,PASS,0.0
4736,18913,2576,191,2025-09-27,218,4,CONDITIONAL,18348.6
4737,47597,28791,17,2025-09-10,604,1,PASS,1655.6
4738,18100,26235,159,2023-06-04,941,1,PASS,1062.7
4739,15276,19843,31,2025-12-07,950,2,PASS,2105.3
4740,59535,2128,88,2026-04-18,580,0,PASS,0.0
4741,62932,235,211,2024-03-18,256,0,PASS,0.0
4742,78586,29399,294,2025-08-23,827,2,PASS,2418.4
4743,18477,20940,468,2026-07-21,215,3,PASS,13953.5
4744,22714,29034,337,2025-07-13,197,4,CONDITIONAL,20304.6
4745,4002,11511,207,2023-02-06,230,1,PASS,4347.8
4746,30129,22691,431,2023-01-29,331,0,PASS,0.0
4747,52817,20927,492,2025-01-21,193,4,CONDITIONAL,20725.4
4748,15690,22840,416,2024-10-14,626,2,PASS,3194.9
4749,89350,19300,202,2024-04-24,808,1,PASS,1237.6
4750,16113,3077,144,2023-02-02,863,3,PASS,3476.2
4751,44221,20526,158,2024-03-03,163,1,PASS,6135.0
4752,38506,211,291,2026-09-23,335,0,PASS,0.0
4753,75253,18625,265,2025-07-09,586,0,PASS,0.0
4754,61286,12799,308,2023-07-04,718,1,PASS,1392.8
4755,29595,29648,391,2023-01-15,452,3,PASS,6637.2
4756,9983,23223,228,2024-10-03,301,2,PASS,6644.5
4757,73908,7680,275,2025-03-08,101,4,CONDITIONAL,39604.0
4758,31791,11419,249,2026-06-24,404,2,PASS,4950.5
4759,53406,545,82,2026-05-16,171,1,PASS,5848.0
4760,65258,2606,403,2025-02-23,862,2,PASS,2320.2
4761,201,26888,101,2025-06-18,484,4,CONDITIONAL,8264.5
4762,33095,25954,490,2023-01-17,544,2,PASS,3676.5
4763,33049,13277,237,2026-09-26,325,4,CONDITIONAL,12307.7
4764,1950,16338,429,2024-09-06,161,1,PASS,6211.2
4765,23282,19336,343,2026-08-13,956,2,PASS,2092.1
4766,25118,29986,463,2023-09-12,216,0,PASS,0.0
4767,23604,9283,310,2025-06-12,516,4,CONDITIONAL,7751.9
4768,19812,22850,156,2024-05-03,904,3,PASS,3318.6
4769,60288,6628,194,2024-07-25,344,0,PASS,0.0
4770,75433,27908,165,2023-06-14,680,4,CONDITIONAL,5882.4
4771,9365,19227,14,2025-02-12,220,1,PASS,4545.5
4772,19466,6015,221,2025-05-23,880,3,PASS,3409.1
4773,63629,13826,312,2025-07-22,696,4,CONDITIONAL,5747.1
4774,46265,12411,145,2023-11-06,608,4,CONDITIONAL,6578.9
4775,32174,14372,33,2023-12-05,748,2,PASS,2673.8
4776,6418,6261,455,2025-06-04,606,2,PASS,3300.3
4777,68522,27681,219,2025-04-13,467,4,CONDITIONAL,8565.3
4778,30287,15938,403,2026-07-01,697,4,CONDITIONAL,5738.9
4779,46763,14295,78,2023-10-16,681,4,CONDITIONAL,5873.7
4780,20656,27919,17,2025-05-14,384,0,PASS,0.0
4781,25176,15671,5,2025-03-30,124,1,PASS,8064.5
4782,8768,29730,152,2024-07-11,441,1,PASS,2267.6
4783,17951,25330,62,2024-06-08,224,3,PASS,13392.9
4784,50590,23845,108,2025-10-13,632,2,PASS,3164.6
4785,21704,7339,198,2025-09-12,193,2,PASS,10362.7
4786,3505,24850,323,2025-05-14,197,2,PASS,10152.3
4787,12468,26477,34,2025-12-07,605,3,PASS,4958.7
4788,67690,27674,78,2023-05-21,506,2,PASS,3952.6
4789,5313,4704,9,2025-02-25,576,4,CONDITIONAL,6944.4
4790,40362,11010,303,2026-07-20,698,2,PASS,2865.3
4791,36349,29551,364,2025-12-30,640,1,PASS,1562.5
4792,51479,3501,311,2023-12-27,381,3,PASS,7874.0
4793,32449,17170,29,2025-10-11,864,3,PASS,3472.2
4794,84950,20687,144,2024-07-17,964,1,PASS,1037.3
4795,54009,23646,125,2024-04-09,733,0,PASS,0.0
4796,5015,19577,192,2025-04-22,658,0,PASS,0.0
4797,59700,5596,323,2023-09-21,283,4,CONDITIONAL,14134.3
4798,26557,20198,99,2025-03-22,604,0,PASS,0.0
4799,79096,4200,441,2024-03-18,306,0,PASS,0.0
4800,17338,11096,376,2023-08-04,335,1,PASS,2985.1
4801,36651,2852,84,2025-09-29,395,1,PASS,2531.6
4802,2287,25651,111,2024-08-25,763,0,PASS,0.0
4803,82302,29942,91,2024-12-06,116,3,PASS,25862.1
4804,13678,25069,32,2024-05-31,714,4,CONDITIONAL,5602.2
4805,43847,16285,131,2024-08-20,337,4,CONDITIONAL,11869.4
4806,57843,20676,60,2023-12-16,911,2,PASS,2195.4
4807,31943,20484,494,2024-02-21,719,4,CONDITIONAL,5563.3
4808,62563,14561,362,2024-07-30,161,3,PASS,18633.5
4809,81728,24373,121,2025-12-05,840,0,PASS,0.0
4810,14885,19049,5,2025-04-12,114,3,PASS,26315.8
4811,52767,4236,221,2025-03-06,262,3,PASS,11450.4
4812,35688,27422,340,2024-04-09,830,3,PASS,3614.5
4813,44679,18001,471,2024-11-19,105,0,PASS,0.0
4814,35794,9055,80,2024-10-27,994,2,PASS,2012.1
4815,30913,22940,289,2023-05-09,325,3,PASS,9230.8
4816,61303,13339,281,2023-01-01,792,2,PASS,2525.3
4817,13489,11120,443,2023-07-17,280,4,CONDITIONAL,14285.7
4818,66147,25924,65,2026-01-09,503,2,PASS,3976.1
4819,62627,4042,310,2023-08-26,653,1,PASS,1531.4
4820,11981,21909,397,2024-08-22,405,0,PASS,0.0
4821,46278,8471,273,2024-05-28,999,0,PASS,0.0
4822,54161,24694,58,2023-09-05,945,3,PASS,3174.6
4823,32252,8327,327,2023-04-21,977,3,PASS,3070.6
4824,83876,6713,100,2023-09-30,842,1,PASS,1187.6
4825,79054,11927,474,2025-12-01,450,4,CONDITIONAL,8888.9
4826,28093,22530,71,2024-10-03,637,1,PASS,1569.9
4827,44818,23772,335,2024-03-14,725,4,CONDITIONAL,5517.2
4828,54543,12112,454,2026-07-23,250,4,CONDITIONAL,16000.0
4829,63798,19043,119,2024-06-08,354,0,PASS,0.0
4830,39236,18926,105,2024-09-30,801,1,PASS,1248.4
4831,24519,25152,179,2024-08-23,263,1,PASS,3802.3
4832,52802,24618,256,2023-05-14,289,1,PASS,3460.2
4833,76245,16440,394,2024-11-12,968,1,PASS,1033.1
4834,51566,11429,168,2024-06-12,688,3,PASS,4360.5
4835,54971,5233,270,2025-05-10,506,2,PASS,3952.6
4836,793,27277,95,2026-06-24,991,2,PASS,2018.2
4837,225,40,363,2025-05-31,847,3,PASS,3541.9
4838,32817,5540,478,2024-07-03,621,3,PASS,4830.9
4839,18777,22771,38,2025-08-04,451,0,PASS,0.0
4840,44291,16840,335,2023-03-05,649,4,CONDITIONAL,6163.3
4841,12319,16466,455,2025-09-07,797,0,PASS,0.0
4842,33066,21302,52,2024-09-03,689,4,CONDITIONAL,5805.5
4843,40854,18924,199,2024-02-18,818,0,PASS,0.0
4844,55667,9378,124,2026-04-10,792,1,PASS,1262.6
4845,32859,19170,332,2024-06-08,649,2,PASS,3081.7
4846,32507,19332,59,2025-04-05,170,3,PASS,17647.1
4847,45027,28521,34,2024-02-24,779,1,PASS,1283.7
4848,27368,14222,293,2023-02-18,801,1,PASS,1248.4
4849,75887,29065,437,2025-11-06,485,4,CONDITIONAL,8247.4
4850,38163,7231,262,2025-08-19,102,2,PASS,19607.8
4851,55185,13337,401,2024-01-14,741,2,PASS,2699.1
4852,21546,9048,380,2025-02-25,465,1,PASS,2150.5
4853,82271,14430,139,2023-11-11,814,3,PASS,3685.5
4854,63782,5070,160,2023-09-06,327,4,CONDITIONAL,12232.4
4855,9346,1329,440,2023-03-15,803,2,PASS,2490.7
4856,55203,2838,320,2023-06-15,760,1,PASS,1315.8
4857,34481,14510,141,2023-05-28,967,4,CONDITIONAL,4136.5
4858,56449,17340,125,2024-12-17,748,3,PASS,4010.7
4859,73551,19764,112,2026-07-02,938,4,CONDITIONAL,4264.4
4860,14305,9348,355,2024-09-13,750,3,PASS,4000.0
4861,54226,20275,6,2024-11-28,961,2,PASS,2081.2
4862,85454,2698,132,2024-01-27,683,0,PASS,0.0
4863,51116,18237,279,2026-06-06,735,1,PASS,1360.5
4864,75267,4395,187,2025-09-20,337,3,PASS,8902.1
4865,19178,11295,89,2025-06-09,313,4,CONDITIONAL,12779.6
4866,12250,23523,310,2023-11-04,490,0,PASS,0.0
4867,37918,23943,356,2023-09-21,568,2,PASS,3521.1
4868,13010,23144,245,2025-09-20,193,2,PASS,10362.7
4869,54094,7878,475,2024-06-30,468,0,PASS,0.0
4870,19507,9173,303,2024-08-22,798,2,PASS,2506.3
4871,74545,22826,128,2025-07-07,502,1,PASS,1992.0
4872,63023,6771,123,2025-05-13,102,4,CONDITIONAL,39215.7
4873,47878,28313,280,2025-06-18,990,1,PASS,1010.1
4874,41013,28352,333,2025-10-10,769,2,PASS,2600.8
4875,35891,11304,75,2025-01-27,660,3,PASS,4545.5
4876,32933,3977,180,2023-07-26,489,3,PASS,6135.0
4877,14028,22831,278,2023-02-26,998,3,PASS,3006.0
4878,82174,12219,114,2025-05-10,689,2,PASS,2902.8
4879,59747,7843,336,2024-06-11,681,1,PASS,1468.4
4880,52782,8414,224,2025-04-30,526,0,PASS,0.0
4881,55227,16025,294,2024-02-01,732,2,PASS,2732.2
4882,56428,15803,215,2024-11-29,445,4,CONDITIONAL,8988.8
4883,37776,7985,325,2024-03-19,647,1,PASS,1545.6
4884,77650,21658,430,2025-02-12,754,3,PASS,3978.8
4885,67043,21472,489,2023-12-06,506,0,PASS,0.0
4886,37739,21251,165,2024-01-16,804,2,PASS,2487.6
4887,7824,11496,347,2023-09-29,785,1,PASS,1273.9
4888,7205,21936,111,2023-12-02,977,2,PASS,2047.1
4889,47589,2521,79,2024-08-06,552,4,CONDITIONAL,7246.4
4890,50373,14864,66,2025-03-17,596,2,PASS,3355.7
4891,36135,13607,115,2026-04-06,826,0,PASS,0.0
4892,60113,26477,167,2024-08-20,427,1,PASS,2341.9
4893,9528,25482,267,2024-03-05,995,2,PASS,2010.1
4894,74350,2478,444,2024-05-01,256,2,PASS,7812.5
4895,4787,14910,302,2026-08-22,334,1,PASS,2994.0
4896,82409,6472,389,2024-06-30,132,3,PASS,22727.3
4897,82778,5524,113,2026-01-28,637,0,PASS,0.0
4898,8924,29586,83,2023-06-25,126,2,PASS,15873.0
4899,88153,9922,109,2024-10-01,620,3,PASS,4838.7
4900,42814,451,130,2026-08-04,165,4,CONDITIONAL,24242.4
4901,86176,26354,4,2023-10-20,185,2,PASS,10810.8
4902,34931,27585,467,2025-01-23,710,0,PASS,0.0
4903,44082,15500,73,2023-10-30,117,1,PASS,8547.0
4904,25337,661,187,2026-01-27,138,2,PASS,14492.8
4905,1683,1493,204,2024-07-08,937,1,PASS,1067.2
4906,10311,2804,483,2025-07-12,850,3,PASS,3529.4
4907,71115,3443,441,2025-12-12,384,0,PASS,0.0
4908,42156,3158,407,2024-10-27,736,3,PASS,4076.1
4909,60554,14349,221,2025-09-06,774,1,PASS,1292.0
4910,12731,29082,198,2024-12-26,754,1,PASS,1326.3
4911,35075,12257,362,2023-07-06,711,4,CONDITIONAL,5625.9
4912,74251,19125,291,2024-12-24,922,0,PASS,0.0
4913,70724,13267,161,2023-03-16,152,2,PASS,13157.9
4914,28336,19192,13,2025-11-28,597,4,CONDITIONAL,6700.2
4915,75338,3957,424,2024-04-11,297,0,PASS,0.0
4916,3092,28502,145,2023-10-24,809,4,CONDITIONAL,4944.4
4917,30181,5602,354,2024-08-20,257,2,PASS,7782.1
4918,7659,4426,95,2023-01-29,350,0,PASS,0.0
4919,88227,24896,90,2023-03-03,689,3,PASS,4354.1
4920,40749,1257,92,2025-02-06,473,2,PASS,4228.3
4921,83321,1893,265,2024-01-07,765,0,PASS,0.0
4922,72959,15062,426,2024-11-16,202,0,PASS,0.0
4923,14607,15478,386,2023-06-05,680,0,PASS,0.0
4924,63278,11556,138,2023-07-11,868,3,PASS,3456.2
4925,67113,5312,464,2025-06-20,989,3,PASS,3033.4
4926,69714,16134,178,2025-04-30,224,1,PASS,4464.3
4927,51911,1982,416,2023-07-04,786,2,PASS,2544.5
4928,905,559,283,2024-09-26,217,2,PASS,9216.6
4929,7769,9904,184,2025-07-17,756,0,PASS,0.0
4930,56091,9734,408,2023-12-22,266,3,PASS,11278.2
4931,36036,14357,301,2026-04-20,687,4,CONDITIONAL,5822.4
4932,36406,19128,164,2024-12-28,914,0,PASS,0.0
4933,15472,25444,461,2023-08-16,913,3,PASS,3285.9
4934,40324,4812,161,2025-09-29,137,4,CONDITIONAL,29197.1
4935,47282,6305,60,2023-05-24,540,4,CONDITIONAL,7407.4
4936,59052,3437,271,2024-05-19,867,3,PASS,3460.2
4937,52388,24897,246,2024-09-14,516,2,PASS,3876.0
4938,46837,28166,400,2024-03-12,508,1,PASS,1968.5
4939,10215,9292,95,2024-04-08,851,4,CONDITIONAL,4700.4
4940,24393,21282,158,2026-09-22,431,1,PASS,2320.2
4941,5871,29143,159,2025-10-10,342,1,PASS,2924.0
4942,23199,2268,413,2023-01-15,240,1,PASS,4166.7
4943,13730,12940,339,2023-05-27,519,3,PASS,5780.3
4944,23103,11988,363,2024-11-12,488,2,PASS,4098.4
4945,24474,11514,114,2025-09-20,711,3,PASS,4219.4
4946,78895,20452,280,2023-11-24,692,3,PASS,4335.3
4947,76184,6862,144,2024-05-18,779,4,CONDITIONAL,5134.8
4948,12448,23902,111,2026-06-17,349,0,PASS,0.0
4949,34261,15986,29,2024-06-25,952,3,PASS,3151.3
4950,46598,4064,432,2026-08-16,344,1,PASS,2907.0
4951,601,6917,61,2023-11-15,509,0,PASS,0.0
4952,49511,20194,462,2026-07-29,541,4,CONDITIONAL,7393.7
4953,59225,17835,394,2024-12-30,746,4,CONDITIONAL,5361.9
4954,44347,16911,112,2023-03-16,342,3,PASS,8771.9
4955,2699,28596,165,2026-06-05,584,0,PASS,0.0
4956,70923,5662,242,2023-12-04,164,4,CONDITIONAL,24390.2
4957,64730,1108,424,2023-06-14,343,2,PASS,5830.9
4958,9178,9320,187,2025-05-29,477,1,PASS,2096.4
4959,26645,20940,230,2024-03-12,619,3,PASS,4846.5
4960,21502,26533,9,2025-03-09,362,4,CONDITIONAL,11049.7
4961,29766,23157,37,2024-02-29,373,2,PASS,5361.9
4962,41164,18578,494,2024-07-31,896,1,PASS,1116.1
4963,303,16208,133,2026-08-23,817,3,PASS,3672.0
4964,77541,27018,393,2023-03-27,421,2,PASS,4750.6
4965,14661,29496,370,2024-08-26,756,4,CONDITIONAL,5291.0
4966,13522,25640,28,2026-06-11,654,3,PASS,4587.2
4967,41927,7652,91,2026-05-18,151,2,PASS,13245.0
4968,5084,3884,415,2026-08-05,344,4,CONDITIONAL,11627.9
4969,50453,10742,353,2024-04-14,932,0,PASS,0.0
4970,55837,4251,264,2024-11-21,708,0,PASS,0.0
4971,72680,10080,256,2025-07-28,190,1,PASS,5263.2
4972,41196,19569,427,2024-01-04,535,1,PASS,1869.2
4973,2991,21730,458,2024-01-05,665,2,PASS,3007.5
4974,5496,5697,361,2024-11-29,395,1,PASS,2531.6
4975,88723,19164,4,2025-04-02,641,0,PASS,0.0
4976,55663,25210,408,2025-02-04,553,3,PASS,5425.0
4977,27334,20567,404,2026-04-03,984,0,PASS,0.0
4978,13688,9129,313,2026-07-04,670,4,CONDITIONAL,5970.1
4979,6749,3963,459,2025-10-12,773,2,PASS,2587.3
4980,75162,16491,415,2023-07-09,430,3,PASS,6976.7
4981,3871,3087,228,2023-10-28,409,0,PASS,0.0
4982,89870,5139,14,2025-01-03,392,4,CONDITIONAL,10204.1
4983,5132,16105,126,2024-10-03,390,3,PASS,7692.3
4984,78625,5130,438,2023-12-23,254,0,PASS,0.0
4985,34141,5094,384,2025-07-04,269,2,PASS,7434.9
4986,42793,3092,252,2023-05-28,463,4,CONDITIONAL,8639.3
4987,68985,10013,103,2023-03-09,291,1,PASS,3436.4
4988,59478,16229,254,2026-03-25,156,1,PASS,6410.3
4989,67129,4623,388,2024-03-23,260,1,PASS,3846.2
4990,50856,20658,481,2023-05-20,409,3,PASS,7335.0
4991,58161,27237,273,2024-12-22,699,2,PASS,2861.2
4992,59094,19321,256,2023-03-30,123,0,PASS,0.0
4993,20732,11833,196,2026-07-10,915,0,PASS,0.0
4994,7350,5381,231,2025-03-12,453,1,PASS,2207.5
4995,18315,5560,170,2025-11-16,104,4,CONDITIONAL,38461.5
4996,81982,26285,426,2025-03-10,579,3,PASS,5181.3
4997,730,10035,118,2026-06-17,134,3,PASS,22388.1
4998,87656,10481,214,2024-03-12,168,4,CONDITIONAL,23809.5
4999,2616,6035,412,2025-05-28,513,2,PASS,3898.6
5000,3769,4704,160,2023-02-11,369,1,PASS,2710.0
5001,35334,5039,465,2025-09-08,267,3,PASS,11236.0
5002,4489,9670,76,2025-02-10,550,4,CONDITIONAL,7272.7
5003,68588,17556,500,2025-05-15,180,3,PASS,16666.7
5004,9968,29904,70,2025-03-09,600,0,PASS,0.0
5005,67791,2316,354,2024-08-07,885,2,PASS,2259.9
5006,53790,29249,96,2025-02-20,794,2,PASS,2518.9
5007,30408,29281,250,2025-05-16,111,1,PASS,9009.0
5008,10275,8213,267,2026-03-29,435,2,PASS,4597.7
5009,38267,29950,95,2025-10-20,620,3,PASS,4838.7
5010,22105,19361,117,2025-06-13,722,3,PASS,4155.1
5011,62911,29242,31,2025-05-21,414,0,PASS,0.0
5012,35277,26201,366,2025-02-26,572,0,PASS,0.0
5013,37687,17163,300,2023-04-21,795,1,PASS,1257.9
5014,83553,4130,475,2025-12-31,885,4,CONDITIONAL,4519.8
5015,63895,16287,35,2024-09-27,875,3,PASS,3428.6
5016,33001,5593,156,2024-09-24,574,2,PASS,3484.3
5017,54131,9044,157,2024-02-09,676,2,PASS,2958.6
5018,44382,22857,480,2025-04-09,470,0,PASS,0.0
5019,82166,7176,465,2024-01-17,244,1,PASS,4098.4
5020,76323,21279,99,2024-06-01,668,4,CONDITIONAL,5988.0
5021,47573,8580,85,2024-01-01,853,1,PASS,1172.3
5022,66687,20240,381,2026-04-12,694,0,PASS,0.0
5023,34898,17604,175,2026-04-18,441,0,PASS,0.0
5024,56084,17131,13,2025-01-12,512,1,PASS,1953.1
5025,44960,9146,243,2025-12-25,488,3,PASS,6147.5
5026,38938,1698,272,2024-07-22,689,2,PASS,2902.8
5027,3518,27278,140,2026-04-16,739,0,PASS,0.0
5028,82653,19903,384,2025-08-03,974,4,CONDITIONAL,4106.8
5029,55454,8491,170,2024-07-03,446,1,PASS,2242.2
5030,55046,15659,249,2025-11-28,602,2,PASS,3322.3
5031,28503,4745,358,2025-07-02,453,2,PASS,4415.0
5032,37316,6475,269,2026-07-09,103,4,CONDITIONAL,38835.0
5033,65911,7080,434,2024-02-24,225,1,PASS,4444.4
5034,54224,1350,141,2024-08-04,622,4,CONDITIONAL,6430.9
5035,46911,2119,369,2024-02-13,908,2,PASS,2202.6
5036,14223,23038,461,2023-09-28,206,4,CONDITIONAL,19417.5
5037,39057,7147,231,2023-05-02,587,2,PASS,3407.2
5038,18452,20235,493,2024-07-02,410,4,CONDITIONAL,9756.1
5039,45254,12491,48,2024-01-14,684,3,PASS,4386.0
5040,54052,9867,88,2023-11-10,962,0,PASS,0.0
5041,20175,28592,286,2026-07-25,522,0,PASS,0.0
5042,59361,1705,481,2026-03-01,833,0,PASS,0.0
5043,89061,19923,15,2024-11-23,100,0,PASS,0.0
5044,22242,7218,436,2024-03-30,495,0,PASS,0.0
5045,60608,29474,316,2025-08-05,917,1,PASS,1090.5
5046,83232,13008,418,2024-02-16,924,0,PASS,0.0
5047,35725,9510,416,2024-02-06,291,4,CONDITIONAL,13745.7
5048,27625,23479,463,2023-08-10,767,0,PASS,0.0
5049,34663,8817,327,2024-01-25,769,1,PASS,1300.4
5050,74398,20364,226,2023-11-01,667,4,CONDITIONAL,5997.0
5051,32303,13038,186,2025-09-19,564,4,CONDITIONAL,7092.2
5052,39548,11345,291,2025-01-27,955,2,PASS,2094.2
5053,38747,8974,173,2023-03-03,974,1,PASS,1026.7
5054,16933,18945,3,2023-09-18,116,5,PASS,43103.4
5055,16616,22288,271,2023-10-22,358,2,PASS,5586.6
5056,72268,18641,364,2025-08-02,429,3,PASS,6993.0
5057,33871,11518,239,2024-01-02,621,2,PASS,3220.6
5058,52537,10853,74,2024-06-20,179,4,CONDITIONAL,22346.4
5059,26711,4322,386,2023-09-15,912,0,PASS,0.0
5060,36190,23159,181,2023-11-16,304,0,PASS,0.0
5061,66125,25042,105,2025-04-07,791,2,PASS,2528.4
5062,49892,7112,139,2023-10-26,225,3,PASS,13333.3
5063,46448,28101,48,2026-05-09,955,4,CONDITIONAL,4188.5
5064,51258,17262,418,2023-03-04,203,0,PASS,0.0
5065,61763,14134,419,2024-01-30,956,4,CONDITIONAL,4184.1
5066,62351,24723,26,2026-07-27,443,1,PASS,2257.3
5067,74121,7322,273,2023-11-07,514,3,PASS,5836.6
5068,34535,2985,86,2025-03-23,976,4,CONDITIONAL,4098.4
5069,32172,24728,217,2026-02-26,600,1,PASS,1666.7
5070,66264,25483,228,2026-05-05,824,0,PASS,0.0
5071,62366,21446,214,2025-08-29,800,1,PASS,1250.0
5072,29026,16352,229,2023-11-08,174,1,PASS,5747.1
5073,77208,17466,241,2023-10-23,965,3,PASS,3108.8
5074,34390,3427,321,2024-10-06,674,2,PASS,2967.4
5075,43952,5772,241,2026-02-17,125,3,PASS,24000.0
5076,84209,16456,294,2024-05-12,972,0,PASS,0.0
5077,72376,13025,4,2025-09-02,928,3,PASS,3232.8
5078,26005,22120,51,2025-05-05,103,1,PASS,9708.7
5079,26746,23440,200,2025-10-30,447,1,PASS,2237.1
5080,75387,2230,357,2024-05-13,913,0,PASS,0.0
5081,58969,2241,494,2023-03-20,271,4,CONDITIONAL,14760.1
5082,36669,13569,40,2023-04-06,144,4,CONDITIONAL,27777.8
5083,2299,9167,137,2023-07-26,779,2,PASS,2567.4
5084,55072,10013,75,2025-10-14,661,2,PASS,3025.7
5085,6190,9162,290,2023-02-22,174,4,CONDITIONAL,22988.5
5086,3570,9689,218,2025-01-04,179,3,PASS,16759.8
5087,49147,27784,84,2025-08-23,905,0,PASS,0.0
5088,48858,10466,191,2025-08-27,643,3,PASS,4665.6
5089,5325,15518,183,2025-08-06,509,3,PASS,5893.9
5090,65092,4496,294,2024-02-25,325,0,PASS,0.0
5091,84805,20684,415,2026-02-26,802,3,PASS,3740.6
5092,19043,5990,146,2025-02-25,156,2,PASS,12820.5
5093,82692,10895,200,2026-06-05,306,4,CONDITIONAL,13071.9
5094,59827,2203,94,2023-08-05,629,0,PASS,0.0
5095,536,13224,196,2025-04-23,712,4,CONDITIONAL,5618.0
5096,72142,6847,432,2023-02-11,662,4,CONDITIONAL,6042.3
5097,82047,18975,269,2024-11-19,180,4,CONDITIONAL,22222.2
5098,48833,9106,316,2025-04-21,974,0,PASS,0.0
5099,31339,8882,100,2025-05-10,761,0,PASS,0.0
5100,27123,21863,407,2026-07-04,953,2,PASS,2098.6
5101,74713,857,97,2023-05-07,847,0,PASS,0.0
5102,87293,23934,289,2024-08-07,516,2,PASS,3876.0
5103,8579,4445,394,2025-12-19,414,2,PASS,4830.9
5104,25306,4645,191,2024-02-25,386,4,CONDITIONAL,10362.7
5105,68894,7900,496,2025-10-21,302,1,PASS,3311.3
5106,58877,20905,140,2026-05-22,262,1,PASS,3816.8
5107,31445,6288,32,2026-05-21,640,4,CONDITIONAL,6250.0
5108,67273,2191,471,2026-08-05,938,0,PASS,0.0
5109,5684,2924,88,2023-12-31,640,1,PASS,1562.5
5110,15583,18424,103,2026-07-31,726,4,CONDITIONAL,5509.6
5111,408,5441,129,2023-11-21,682,0,PASS,0.0
5112,3336,20323,217,2026-04-04,242,4,CONDITIONAL,16528.9
5113,2258,20658,215,2023-04-17,341,0,PASS,0.0
5114,69534,22879,206,2025-09-09,393,1,PASS,2544.5
5115,2186,7565,240,2026-04-17,668,1,PASS,1497.0
5116,83962,2356,16,2025-07-07,318,1,PASS,3144.7
5117,84981,6950,218,2026-06-03,305,4,CONDITIONAL,13114.8
5118,52800,23951,146,2024-12-31,299,2,PASS,6689.0
